
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.0000000000,-0.0000630000,1.0006790161,0.0000090000,0.0004550000,0.1534399986,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_INF_20191220,,Exported,"Aqua4Plus 1.9.10"
# Records,  1910 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,1.56,14.005,
,Maximum,11.88,14.488,
,Mean,5.72,14.215,
,Variance,5.457,0.0115,
,Std Deviation,2.336,0.1072,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,20-Dec-19 15:58:35,3.75,14.396
2,20-Dec-19 16:13:35,3.63,14.397
3,20-Dec-19 16:28:35,3.69,14.397
4,20-Dec-19 16:43:35,3.69,14.401
5,20-Dec-19 16:58:35,3.63,14.405
6,20-Dec-19 17:13:35,3.50,14.405
7,20-Dec-19 17:28:35,3.38,14.407
8,20-Dec-19 17:43:35,3.31,14.413
9,20-Dec-19 17:58:35,3.25,14.413
10,20-Dec-19 18:13:35,3.13,14.411
11,20-Dec-19 18:28:35,3.06,14.414
12,20-Dec-19 18:43:35,3.00,14.414
13,20-Dec-19 18:58:35,2.94,14.413
14,20-Dec-19 19:13:35,2.88,14.414
15,20-Dec-19 19:28:35,2.81,14.415
16,20-Dec-19 19:43:35,2.75,14.418
17,20-Dec-19 19:58:35,2.69,14.419
18,20-Dec-19 20:13:35,2.63,14.422
19,20-Dec-19 20:28:35,2.63,14.424
20,20-Dec-19 20:43:35,2.63,14.426
21,20-Dec-19 20:58:35,2.56,14.426
22,20-Dec-19 21:13:35,2.56,14.426
23,20-Dec-19 21:28:35,2.56,14.426
24,20-Dec-19 21:43:35,2.56,14.431
25,20-Dec-19 21:58:35,2.56,14.427
26,20-Dec-19 22:13:35,2.50,14.432
27,20-Dec-19 22:28:35,2.44,14.434
28,20-Dec-19 22:43:35,2.50,14.436
29,20-Dec-19 22:58:35,2.44,14.439
30,20-Dec-19 23:13:35,2.44,14.438
31,20-Dec-19 23:28:35,2.38,14.440
32,20-Dec-19 23:43:35,2.38,14.437
33,20-Dec-19 23:58:35,2.38,14.436
34,21-Dec-19 00:13:35,2.31,14.437
35,21-Dec-19 00:28:35,2.31,14.441
36,21-Dec-19 00:43:35,2.31,14.442
37,21-Dec-19 00:58:35,2.25,14.443
38,21-Dec-19 01:13:35,2.25,14.443
39,21-Dec-19 01:28:35,2.19,14.441
40,21-Dec-19 01:43:35,2.19,14.436
41,21-Dec-19 01:58:35,2.19,14.436
42,21-Dec-19 02:13:35,2.19,14.436
43,21-Dec-19 02:28:35,2.13,14.437
44,21-Dec-19 02:43:35,2.13,14.436
45,21-Dec-19 02:58:35,2.13,14.436
46,21-Dec-19 03:13:35,2.13,14.435
47,21-Dec-19 03:28:35,2.13,14.433
48,21-Dec-19 03:43:35,2.13,14.431
49,21-Dec-19 03:58:35,2.13,14.431
50,21-Dec-19 04:13:35,2.13,14.427
51,21-Dec-19 04:28:35,2.13,14.430
52,21-Dec-19 04:43:35,2.13,14.427
53,21-Dec-19 04:58:35,2.13,14.428
54,21-Dec-19 05:13:35,2.06,14.430
55,21-Dec-19 05:28:35,2.06,14.429
56,21-Dec-19 05:43:35,2.06,14.430
57,21-Dec-19 05:58:35,2.06,14.430
58,21-Dec-19 06:13:35,2.00,14.427
59,21-Dec-19 06:28:35,2.00,14.425
60,21-Dec-19 06:43:35,2.00,14.426
61,21-Dec-19 06:58:35,2.00,14.424
62,21-Dec-19 07:13:35,1.94,14.426
63,21-Dec-19 07:28:35,1.88,14.428
64,21-Dec-19 07:43:35,1.94,14.429
65,21-Dec-19 07:58:35,1.94,14.427
66,21-Dec-19 08:13:35,1.94,14.426
67,21-Dec-19 08:28:35,1.88,14.423
68,21-Dec-19 08:43:35,1.88,14.423
69,21-Dec-19 08:58:35,1.88,14.420
70,21-Dec-19 09:13:35,1.94,14.425
71,21-Dec-19 09:28:35,2.00,14.425
72,21-Dec-19 09:43:35,2.06,14.423
73,21-Dec-19 09:58:35,2.06,14.427
74,21-Dec-19 10:13:35,2.13,14.428
75,21-Dec-19 10:28:35,2.19,14.431
76,21-Dec-19 10:43:35,2.31,14.431
77,21-Dec-19 10:58:35,2.38,14.430
78,21-Dec-19 11:13:35,2.44,14.427
79,21-Dec-19 11:28:35,2.50,14.432
80,21-Dec-19 11:43:35,2.56,14.425
81,21-Dec-19 11:58:35,2.63,14.423
82,21-Dec-19 12:13:35,2.69,14.419
83,21-Dec-19 12:28:35,2.75,14.412
84,21-Dec-19 12:43:35,2.88,14.409
85,21-Dec-19 12:58:35,3.06,14.406
86,21-Dec-19 13:13:35,3.31,14.402
87,21-Dec-19 13:28:35,3.50,14.399
88,21-Dec-19 13:43:35,3.50,14.395
89,21-Dec-19 13:58:35,3.50,14.393
90,21-Dec-19 14:13:35,3.56,14.395
91,21-Dec-19 14:28:35,3.75,14.389
92,21-Dec-19 14:43:35,3.81,14.387
93,21-Dec-19 14:58:35,3.88,14.382
94,21-Dec-19 15:13:35,3.94,14.378
95,21-Dec-19 15:28:35,3.94,14.376
96,21-Dec-19 15:43:35,3.94,14.373
97,21-Dec-19 15:58:35,4.00,14.375
98,21-Dec-19 16:13:35,4.00,14.374
99,21-Dec-19 16:28:35,4.00,14.373
100,21-Dec-19 16:43:35,4.00,14.372
101,21-Dec-19 16:58:35,3.94,14.373
102,21-Dec-19 17:13:35,3.88,14.371
103,21-Dec-19 17:28:35,3.81,14.372
104,21-Dec-19 17:43:35,3.75,14.375
105,21-Dec-19 17:58:35,3.63,14.375
106,21-Dec-19 18:13:35,3.50,14.374
107,21-Dec-19 18:28:35,3.38,14.377
108,21-Dec-19 18:43:35,3.31,14.374
109,21-Dec-19 18:58:35,3.19,14.380
110,21-Dec-19 19:13:35,3.13,14.379
111,21-Dec-19 19:28:35,3.06,14.378
112,21-Dec-19 19:43:35,3.00,14.380
113,21-Dec-19 19:58:35,2.94,14.380
114,21-Dec-19 20:13:35,2.94,14.382
115,21-Dec-19 20:28:35,2.81,14.383
116,21-Dec-19 20:43:35,2.75,14.384
117,21-Dec-19 20:58:35,2.75,14.384
118,21-Dec-19 21:13:35,2.69,14.389
119,21-Dec-19 21:28:35,2.69,14.386
120,21-Dec-19 21:43:35,2.56,14.387
121,21-Dec-19 21:58:35,2.56,14.388
122,21-Dec-19 22:13:35,2.56,14.386
123,21-Dec-19 22:28:35,2.50,14.388
124,21-Dec-19 22:43:35,2.50,14.386
125,21-Dec-19 22:58:35,2.44,14.383
126,21-Dec-19 23:13:35,2.44,14.380
127,21-Dec-19 23:28:35,2.38,14.378
128,21-Dec-19 23:43:35,2.44,14.378
129,21-Dec-19 23:58:35,2.44,14.378
130,22-Dec-19 00:13:35,2.44,14.374
131,22-Dec-19 00:28:35,2.50,14.373
132,22-Dec-19 00:43:35,2.44,14.373
133,22-Dec-19 00:58:35,2.38,14.370
134,22-Dec-19 01:13:35,2.44,14.368
135,22-Dec-19 01:28:35,2.50,14.367
136,22-Dec-19 01:43:35,2.44,14.367
137,22-Dec-19 01:58:35,2.44,14.364
138,22-Dec-19 02:13:35,2.50,14.364
139,22-Dec-19 02:28:35,2.50,14.365
140,22-Dec-19 02:43:35,2.44,14.367
141,22-Dec-19 02:58:35,2.38,14.364
142,22-Dec-19 03:13:35,2.44,14.362
143,22-Dec-19 03:28:35,2.38,14.361
144,22-Dec-19 03:43:35,2.38,14.359
145,22-Dec-19 03:58:35,2.38,14.358
146,22-Dec-19 04:13:35,2.38,14.354
147,22-Dec-19 04:28:35,2.38,14.352
148,22-Dec-19 04:43:35,2.38,14.351
149,22-Dec-19 04:58:35,2.38,14.350
150,22-Dec-19 05:13:35,2.38,14.353
151,22-Dec-19 05:28:35,2.44,14.351
152,22-Dec-19 05:43:35,2.44,14.352
153,22-Dec-19 05:58:35,2.44,14.350
154,22-Dec-19 06:13:35,2.44,14.350
155,22-Dec-19 06:28:35,2.44,14.348
156,22-Dec-19 06:43:35,2.50,14.347
157,22-Dec-19 06:58:35,2.44,14.350
158,22-Dec-19 07:13:35,2.50,14.351
159,22-Dec-19 07:28:35,2.50,14.351
160,22-Dec-19 07:43:35,2.50,14.353
161,22-Dec-19 07:58:35,2.50,14.354
162,22-Dec-19 08:13:35,2.50,14.355
163,22-Dec-19 08:28:35,2.50,14.356
164,22-Dec-19 08:43:35,2.50,14.353
165,22-Dec-19 08:58:35,2.50,14.352
166,22-Dec-19 09:13:35,2.56,14.352
167,22-Dec-19 09:28:35,2.63,14.351
168,22-Dec-19 09:43:35,2.69,14.348
169,22-Dec-19 09:58:35,2.88,14.355
170,22-Dec-19 10:13:35,3.00,14.362
171,22-Dec-19 10:28:35,3.13,14.363
172,22-Dec-19 10:43:35,3.25,14.362
173,22-Dec-19 10:58:35,3.38,14.366
174,22-Dec-19 11:13:35,3.50,14.363
175,22-Dec-19 11:28:35,3.69,14.359
176,22-Dec-19 11:43:35,3.88,14.357
177,22-Dec-19 11:58:35,4.00,14.354
178,22-Dec-19 12:13:35,4.19,14.350
179,22-Dec-19 12:28:35,4.31,14.350
180,22-Dec-19 12:43:35,4.38,14.347
181,22-Dec-19 12:58:35,4.44,14.346
182,22-Dec-19 13:13:35,4.63,14.343
183,22-Dec-19 13:28:35,4.75,14.336
184,22-Dec-19 13:43:35,4.94,14.330
185,22-Dec-19 13:58:35,4.88,14.329
186,22-Dec-19 14:13:35,5.06,14.327
187,22-Dec-19 14:28:35,5.06,14.328
188,22-Dec-19 14:43:35,5.06,14.324
189,22-Dec-19 14:58:35,5.13,14.323
190,22-Dec-19 15:13:35,5.13,14.319
191,22-Dec-19 15:28:35,5.25,14.319
192,22-Dec-19 15:43:35,5.25,14.318
193,22-Dec-19 15:58:35,5.19,14.317
194,22-Dec-19 16:13:35,5.19,14.319
195,22-Dec-19 16:28:35,5.19,14.317
196,22-Dec-19 16:43:35,5.13,14.316
197,22-Dec-19 16:58:35,5.13,14.317
198,22-Dec-19 17:13:35,5.06,14.322
199,22-Dec-19 17:28:35,5.06,14.318
200,22-Dec-19 17:43:35,5.00,14.318
201,22-Dec-19 17:58:35,4.94,14.319
202,22-Dec-19 18:13:35,4.88,14.317
203,22-Dec-19 18:28:35,4.88,14.315
204,22-Dec-19 18:43:35,4.81,14.313
205,22-Dec-19 18:58:35,4.81,14.309
206,22-Dec-19 19:13:35,4.69,14.312
207,22-Dec-19 19:28:35,4.69,14.313
208,22-Dec-19 19:43:35,4.69,14.311
209,22-Dec-19 19:58:35,4.69,14.313
210,22-Dec-19 20:13:35,4.69,14.313
211,22-Dec-19 20:28:35,4.69,14.313
212,22-Dec-19 20:43:35,4.69,14.312
213,22-Dec-19 20:58:35,4.63,14.311
214,22-Dec-19 21:13:35,4.63,14.310
215,22-Dec-19 21:28:35,4.63,14.309
216,22-Dec-19 21:43:35,4.63,14.308
217,22-Dec-19 21:58:35,4.56,14.307
218,22-Dec-19 22:13:35,4.56,14.308
219,22-Dec-19 22:28:35,4.56,14.305
220,22-Dec-19 22:43:35,4.56,14.303
221,22-Dec-19 22:58:35,4.56,14.303
222,22-Dec-19 23:13:35,4.56,14.302
223,22-Dec-19 23:28:35,4.56,14.300
224,22-Dec-19 23:43:35,4.56,14.299
225,22-Dec-19 23:58:35,4.50,14.302
226,23-Dec-19 00:13:35,4.50,14.302
227,23-Dec-19 00:28:35,4.50,14.296
228,23-Dec-19 00:43:35,4.50,14.295
229,23-Dec-19 00:58:35,4.50,14.295
230,23-Dec-19 01:13:35,4.44,14.290
231,23-Dec-19 01:28:35,4.50,14.289
232,23-Dec-19 01:43:35,4.44,14.287
233,23-Dec-19 01:58:35,4.38,14.285
234,23-Dec-19 02:13:35,4.38,14.280
235,23-Dec-19 02:28:35,4.31,14.279
236,23-Dec-19 02:43:35,4.31,14.279
237,23-Dec-19 02:58:35,4.38,14.276
238,23-Dec-19 03:13:35,4.31,14.276
239,23-Dec-19 03:28:35,4.38,14.280
240,23-Dec-19 03:43:35,4.31,14.279
241,23-Dec-19 03:58:35,4.38,14.279
242,23-Dec-19 04:13:35,4.31,14.275
243,23-Dec-19 04:28:35,4.31,14.276
244,23-Dec-19 04:43:35,4.38,14.273
245,23-Dec-19 04:58:35,4.38,14.273
246,23-Dec-19 05:13:35,4.44,14.269
247,23-Dec-19 05:28:35,4.44,14.265
248,23-Dec-19 05:43:35,4.44,14.262
249,23-Dec-19 05:58:35,4.38,14.261
250,23-Dec-19 06:13:35,4.38,14.263
251,23-Dec-19 06:28:35,4.38,14.259
252,23-Dec-19 06:43:35,4.31,14.259
253,23-Dec-19 06:58:35,4.31,14.260
254,23-Dec-19 07:13:35,4.31,14.261
255,23-Dec-19 07:28:35,4.31,14.258
256,23-Dec-19 07:43:35,4.38,14.261
257,23-Dec-19 07:58:35,4.31,14.259
258,23-Dec-19 08:13:35,4.31,14.258
259,23-Dec-19 08:28:35,4.38,14.262
260,23-Dec-19 08:43:35,4.38,14.262
261,23-Dec-19 08:58:35,4.38,14.263
262,23-Dec-19 09:13:35,4.44,14.262
263,23-Dec-19 09:28:35,4.44,14.262
264,23-Dec-19 09:43:35,4.50,14.261
