ID#	1
Name	Methane
	Data Filename	Date Acquired	Sample Name	Sample Type	Level#	Ret. Time	Area	Conc.	Std. Conc.	Cal. Point	Accuracy[%]	Deviation
79	AGH15aug19_62.gcd	8/17/2019 1:45:55 AM	099	Unknown	0	6.042	4157	7.498	-----	-----	-----	-----
80	AGH15aug19_63.gcd	8/17/2019 2:16:34 AM	191	Unknown	0	6.036	3950	7.028	-----	-----	-----	-----
81	AGH15aug19_64.gcd	8/17/2019 2:47:10 AM	129	Unknown	0	5.982	22212795	26253.055	-----	-----	-----	-----
82	AGH15aug19_65.gcd	8/17/2019 3:17:44 AM	053	Unknown	0	6.037	44175	98.307	-----	-----	-----	-----
83	AGH15aug19_66.gcd	8/17/2019 3:48:21 AM	168	Unknown	0	6.037	6459	12.738	-----	-----	-----	-----
84	AGH15aug19_67.gcd	8/17/2019 4:18:59 AM	138	Unknown	0	6.037	43924	97.739	-----	-----	-----	-----
85	AGH15aug19_68.gcd	8/17/2019 4:49:38 AM	124	Unknown	0	6.028	57861	129.230	-----	-----	-----	-----
86	AGH15aug19_69.gcd	8/17/2019 5:20:16 AM	115	Unknown	0	6.034	197230	440.402	-----	-----	-----	-----
87	AGH15aug19_70.gcd	8/17/2019 5:50:54 AM	156	Unknown	0	6.032	220726	492.211	-----	-----	-----	-----
88	AGH15aug19_71.gcd	8/17/2019 6:21:31 AM	189	Unknown	0	6.043	7319	14.694	-----	-----	-----	-----
89	AGH15aug19_72.gcd	8/17/2019 6:52:10 AM	123	Unknown	0	6.059	3086	5.061	-----	-----	-----	-----
90	RPM20aug19_30.gcd	8/20/2019 11:29:54 PM	189	Unknown	0	6.047	6610	13.082	-----	-----	-----	-----
91	RPM20aug19_31.gcd	8/21/2019 12:00:29 AM	123	Unknown	0	6.053	3334	5.625	-----	-----	-----	-----
92	RPM20aug19_32.gcd	8/21/2019 12:31:09 AM	023	Unknown	0	6.036	46867	104.393	-----	-----	-----	-----
93	RPM20aug19_33.gcd	8/21/2019 1:01:46 AM	195	Unknown	0	6.052	3289	5.522	-----	-----	-----	-----
94	RPM20aug19_34.gcd	8/21/2019 1:32:26 AM	102	Unknown	0	6.036	40903	90.902	-----	-----	-----	-----
95	RPM20aug19_35.gcd	8/21/2019 2:03:04 AM	145	Unknown	0	5.899	54278733	46680.043	-----	-----	-----	-----
96	RPM20aug19_36.gcd	8/21/2019 2:33:46 AM	074	Unknown	0	6.046	6619	13.103	-----	-----	-----	-----
97	RPM20aug19_37.gcd	8/21/2019 3:04:24 AM	165	Unknown	0	6.055	3282	5.507	-----	-----	-----	-----
98	RPM20aug19_38.gcd	8/21/2019 3:35:05 AM	069	Unknown	0	6.030	35784	79.314	-----	-----	-----	-----
99	RPM20aug19_39.gcd	8/21/2019 4:05:44 AM	039	Unknown	0	6.025	44245	98.464	-----	-----	-----	-----
100	RPM20aug19_40.gcd	8/21/2019 4:36:20 AM	131	Unknown	0	6.047	5452	10.445	-----	-----	-----	-----
101	RPM20aug19_41.gcd	8/21/2019 5:06:57 AM	116	Unknown	0	6.026	24663	54.103	-----	-----	-----	-----
102	RPM20aug19_42.gcd	8/21/2019 5:37:34 AM	002	Unknown	0	6.063	2720	4.226	-----	-----	-----	-----
103	RPM20aug19_43.gcd	8/21/2019 6:08:13 AM	062	Unknown	0	6.038	19273	41.867	-----	-----	-----	-----
