ID#	1
Name	Methane
	Data Filename	Date Acquired	Sample Name	Sample Type	Level#	Ret. Time	Area	Conc.	Std. Conc.	Cal. Point	Accuracy[%]	Deviation
1	BRN27jun19_01.gcd	 		Standard(Calc.Point)	1	-----	-----	-----	-----	*	-----	-----
2	BRN27jun19_02.gcd	 		Standard(Calc.Point)	1	-----	-----	-----	-----	*	-----	-----
3	BRN27jun19_03.gcd	 		Standard(Calc.Point)	1	-----	-----	-----	-----	*	-----	-----
4	BRN27jun19_04.gcd	 		Standard(Calc.Point)	2	-----	-----	-----	-----	*	-----	-----
5	BRN27jun19_05.gcd	 		Standard(Calc.Point)	3	-----	-----	-----	-----	*	-----	-----
6	BRN27jun19_06.gcd	 		Standard(Calc.Point)	4	-----	-----	-----	-----	*	-----	-----
7	BRN27jun19_07.gcd	 		Standard(Calc.Point)	5	-----	-----	-----	-----	*	-----	-----
8	BRN27jun19_08.gcd	 		Standard(Calc.Point)	6	-----	-----	-----	-----	*	-----	-----
9	BRN27jun19_09.gcd	 		Standard(Calc.Point)	7	-----	-----	-----	-----	*	-----	-----
10	BRN27jun19_10.gcd	 		Standard(Calc.Point)	8	-----	-----	-----	-----	*	-----	-----
11	BRN27jun19_11.gcd	 		Standard(Calc.Point)	9	-----	-----	-----	-----	*	-----	-----
12	BRN27jun19_12.gcd	 		Standard(Calc.Point)	10	-----	-----	-----	-----	*	-----	-----
13	BRN27jun19_13.gcd	 		Standard(Calc.Point)	11	-----	-----	-----	-----	*	-----	-----
14	BRN27jun19_14.gcd	 		Standard(Calc.Point)	12	-----	-----	-----	-----	*	-----	-----
15	BRN27jun19_15.gcd	 		Standard(Calc.Point)	13	-----	-----	-----	-----	*	-----	-----
16	BRN27jun19_16.gcd	 		Standard(Calc.Point)	14	-----	-----	-----	-----	*	-----	-----
17	BRN27jun19_17.gcd	 		Standard(Calc.Point)	15	-----	-----	-----	-----	*	-----	-----
