ID#	1
Name	Methane
	Data Filename	Date Acquired	Sample Name	Sample Type	Level#	Ret. Time	Area	Conc.	Std. Conc.	Cal. Point	Accuracy[%]	Deviation
46	ASL23sept19_29.gcd	9/24/2019 12:22:33 AM	155	Unknown	0	6.026	6086895	10192.989	-----	-----	-----	-----
47	ASL23sept19_30.gcd	9/24/2019 12:53:11 AM	160	Unknown	0	6.043	47842	106.597	-----	-----	-----	-----
48	ASL23sept19_31.gcd	9/24/2019 1:23:51 AM	169	Unknown	0	6.042	52810	117.825	-----	-----	-----	-----
49	ASL23sept19_32.gcd	9/24/2019 1:54:30 AM	095	Unknown	0	5.544	209338358	102899.931	-----	-----	-----	-----
50	ASL23sept19_33.gcd	9/24/2019 2:25:11 AM	197	Unknown	0	6.043	44955	100.070	-----	-----	-----	-----
51	ASL23sept19_34.gcd	9/24/2019 2:55:47 AM	041	Unknown	0	5.904	58653514	48956.476	-----	-----	-----	-----
52	ASL23sept19_35.gcd	9/24/2019 3:26:26 AM	142	Unknown	0	6.041	22829	49.940	-----	-----	-----	-----
53	ASL23sept19_36.gcd	9/24/2019 3:57:02 AM	093	Unknown	0	6.061	2569	3.884	-----	-----	-----	-----
54	ASL23sept19_37.gcd	9/24/2019 4:27:42 AM	212	Unknown	0	5.650	165370486	90085.162	-----	-----	-----	-----
55	ASL23sept19_38.gcd	9/24/2019 4:58:22 AM	025	Unknown	0	5.881	67566903	53357.508	-----	-----	-----	-----
56	ASL23sept19_39.gcd	9/24/2019 5:29:01 AM	199	Unknown	0	6.044	54245	121.064	-----	-----	-----	-----
57	ASL23sept19_40.gcd	9/24/2019 5:59:39 AM	066	Unknown	0	6.046	17736	38.378	-----	-----	-----	-----
58	ASL23sept19_41.gcd	9/24/2019 6:30:17 AM	078	Unknown	0	6.059	2095	2.803	-----	-----	-----	-----
59	ASL23sept19_42.gcd	9/24/2019 7:00:55 AM	151	Unknown	0	6.020	3019213	5719.546	-----	-----	-----	-----
60	ASL23sept19_43.gcd	9/24/2019 7:31:32 AM	037	Unknown	0	5.580	197249207	99520.538	-----	-----	-----	-----
61	ASL23sept19_44.gcd	9/24/2019 8:02:13 AM	119	Unknown	0	6.023	6949528	11309.777	-----	-----	-----	-----
62	ASL23sept19_45.gcd	9/24/2019 8:32:54 AM	161	Unknown	0	5.593	190995528	97732.341	-----	-----	-----	-----
63	ASL23sept19_46.gcd	9/24/2019 9:03:34 AM	174	Unknown	0	6.042	53622	119.659	-----	-----	-----	-----
	Average					5.972	28851760	16866.730			102.9	58.158
	%RSD					2.533743	221.930465	198.105465			19.270039	204.267325
	Maximum					6.083	216967212	104983.175			146.8	474.615
	Minimum					5.537	1641	1.770			69.7	0.062
	Std. Dev.					0.151311	64030844.703393	33413.914173			19.833434	118.798752

