ID#	1
Name	"Air"
	Data Filename	Date Acquired	Sample Name	Sample Type	Level#	Ret. Time	Area	Conc.	Std. Conc.	Cal. Point	Accuracy[%]	Deviation
33	RPM30AUG19_16.gcd	8/30/2019 4:08:41 PM	155	Unknown	0	12.165	3340	635.055	-----	-----	-----	-----
34	RPM30AUG19_17.gcd	8/30/2019 4:39:19 PM	141	Unknown	0	12.146	4651	861.100	-----	-----	-----	-----
35	RPM30AUG19_18.gcd	8/30/2019 6:30:10 PM	175	Unknown	0	12.158	44299	7694.954	-----	-----	-----	-----
36	RPM30AUG19_19.gcd	8/30/2019 7:00:46 PM	160	Unknown	0	12.067	108466	18755.086	-----	-----	-----	-----
37	RPM30AUG19_20.gcd	8/30/2019 7:31:25 PM	114	Unknown	0	12.147	4266	794.711	-----	-----	-----	-----
38	RPM30AUG19_21.gcd	8/30/2019 8:02:03 PM	022	Unknown	0	12.039	100728	17421.275	-----	-----	-----	-----
39	RPM30AUG19_22.gcd	8/30/2019 8:32:39 PM	093	Unknown	0	12.174	3497	662.170	-----	-----	-----	-----
40	RPM30AUG19_23.gcd	8/30/2019 9:03:12 PM	147	Unknown	0	12.142	6192	1126.676	-----	-----	-----	-----
41	RPM30AUG19_24.gcd	8/30/2019 9:33:48 PM	028	Unknown	0	12.057	115917	20039.446	-----	-----	-----	-----
42	RPM30AUG19_25.gcd	8/30/2019 10:04:22 PM	203	Unknown	0	12.170	4084	763.406	-----	-----	-----	-----
43	RPM30AUG19_26.gcd	8/30/2019 10:34:57 PM	033	Unknown	0	12.049	129464	22374.487	-----	-----	-----	-----
	Average					12.134	29725	5182.937			98.4	23.344
	%RSD					0.383671	159.113239	157.289881			4.975820	107.105303
	Maximum					12.195	147394	25464.987			105.7	78.520
	Minimum					12.021	1689	350.572			87.4	0.216
	Std. Dev.					0.046555	47296.412285	8152.235393			4.894327	25.003103

