Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Density_mg_m3,Flag
2019-07-15T10:42:54Z,0.308,27.4085,4.8277,2.0464,36.172,37.918749,7.3751,93.245,7.166,144.4866,920.88,1.8054835816444041,0.004,996.4217,0
2019-07-15T10:42:54Z,0.304,27.3594,4.8282,2.0548,36.062,37.825059,7.2879,92.192,7.157,144.9158,963.15,1.8015083495233617,0.006,996.4355,0
2019-07-15T10:42:54Z,0.306,27.3506,4.8298,2.0758,36.011,37.79067,7.2046,91.182,7.151,145.4378,950.2,1.7991396832438393,0.011,996.4379,0
2019-07-15T10:42:54Z,0.313,27.3737,4.8646,2.0711,36.024,37.820372,7.1363,90.352,7.145,145.9796,964.66,1.7989624929728436,0.018,996.4316,0
2019-07-15T10:42:54Z,0.321,27.4101,4.9279,2.0635,36.058,37.866826,7.0845,89.72,7.138,146.4769,975.71,1.7993977317931453,0.027,996.4214,0
2019-07-15T10:42:54Z,0.328,27.4381,4.9539,2.0486,36.09,37.908032,7.045,89.237,7.129,147.0621,903.22,1.8000407678043957,0.035,996.4135,0
2019-07-15T10:42:54Z,0.336,27.4663,4.9534,2.0229,36.111,37.937743,7.0098,88.809,7.115,147.8071,843.51,1.8000947621638657,0.044,996.4057,0
2019-07-15T10:42:54Z,0.346,27.4898,4.9573,2.0477,36.076,37.908702,6.9799,88.446,7.091,148.5151,892.9,1.7973693027075617,0.051,996.3992,0
2019-07-15T10:42:54Z,0.36,27.5026,4.9583,2.1187,35.98,37.810802,6.9612,88.216,7.057,148.9975,917.36,1.791827957804539,0.056,996.3957,0
2019-07-15T10:42:54Z,0.379,27.5107,4.9651,2.1932,35.936,37.769656,6.9403,87.961,7.032,149.4241,850.41,1.7892063450852704,0.056,996.3936,0
2019-07-15T10:42:54Z,0.4,27.5224,4.9782,2.2606,36.012,37.855543,6.9066,87.547,7.03,150.0596,829.89,1.7927778112929607,0.056,996.3904,0
2019-07-15T10:42:54Z,0.418,27.5359,4.9785,2.3103,36.17,38.024084,6.8656,87.034,7.039,150.8296,859.54,1.8006039416625843,0.058,996.3868,0
2019-07-15T10:42:54Z,0.425,27.5372,4.9605,2.2695,36.298,38.157106,6.8274,86.546,7.045,151.5933,858.94,1.8073044241544767,0.064,996.3863,0
2019-07-15T10:42:54Z,0.429,27.5414,4.9327,2.1607,36.276,38.130893,6.8036,86.238,7.044,152.3248,812.06,1.8059869226652427,0.07,996.385,0
