"Reservoir","Site","DateTime","Depth_m","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_TN","Flag_TP","Flag_NH4","Flag_NO3NO2","Flag_SRP","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"FCR",100,2018-06-11 11:00:00,0.1,254.4,12.3,8,143,11,1.7,3.4,5.1,0.243,0,0,0,0,0,0,0,0,0
"FCR",100,2018-06-18 11:00:00,0.1,NA,NA,4,21,6,3.7,2.8,6.5,0.202,NA,NA,0,0,0,0,0,0,0
"FCR",100,2018-06-25 11:00:00,0.1,336.8,18.5,5,57,6,3.3,3.1,6.5,0.239,0,0,0,0,0,0,0,0,0
"FCR",100,2018-07-02 11:00:00,0.1,458.4,25.3,7,199,8,2,3.7,5.8,0.3625,0,0,0,0,0,0,0,0,0
"FCR",100,2018-07-09 11:00:00,0.1,317.1,11.8,6,318,13,1.3,3.9,5.2,0.384,0,0,0,0,0,0,0,0,0
"FCR",100,2018-07-16 11:00:00,0.1,414,13.5,8,312,19,1.4,3.8,5.2,0.367,0,0,0,0,0,0,0,0,0
"FCR",100,2018-07-23 11:00:00,0.1,287.5,16.2,2,184,13,1.6,3.8,5.5,0.257,0,0,0,0,0,0,0,0,0
"FCR",100,2018-07-30 11:00:00,0.1,299.1,15.5,3,194,14,1.7,4.2,5.9,0.3075,0,0,0,0,0,0,0,0,0
"FCR",100,2018-08-06 11:00:00,0.1,506.3,19.4,6,189,23,2.1,4.4,6.5,0.25,0,0,0,0,0,0,0,0,0
"FCR",100,2018-08-13 11:00:00,0.1,219.8,25.8,8,184,18,2,4.4,6.4,0.251,0,0,0,0,0,0,0,0,0
"FCR",100,2018-08-20 11:00:00,0.1,387.8,11.3,13,137,21,2.7,4.2,6.9,0.262,0,0,0,0,0,0,0,0,0
"FCR",100,2018-08-27 11:00:00,0.1,138.1,20.1,5,184,21,1.8,4.4,6.2,0.2305,0,0,0,0,0,0,0,0,0
"FCR",100,2018-09-03 11:00:00,0.1,254.1,24.4,8,181,23,2,4.5,6.4,0.243,0,0,0,0,0,0,0,0,0
"FCR",100,2018-09-10 11:00:00,0.1,404.3,53.8,7,50,19,3.8,3.5,7.3,0.159,0,0,0,0,0,0,0,0,0
"FCR",100,2018-09-17 11:00:00,0.1,213.4,1.1,11,14,14,4.1,2,6.1,0.158,0,3,0,0,0,0,0,0,0
"FCR",100,2018-09-24 11:00:00,0.1,152.3,28,7,24,19,2.4,3.4,5.8,0.14,0,0,0,0,0,0,0,0,0
"FCR",100,2018-10-01 11:00:00,0.1,203.3,13.6,6,16,15,2.2,4.2,6.3,0.229,0,0,0,0,0,0,0,0,0
"FCR",100,2018-10-08 11:00:00,0.1,209.3,5.2,3,6,21,1.9,4.6,6.5,0.083,0,0,0,0,0,0,0,0,0
"FCR",100,2018-10-15 11:00:00,0.1,228.8,19.9,36,5,10,3.7,3.5,7.1,0.2085,0,0,0,0,0,0,0,0,0
"FCR",100,2018-10-22 11:00:00,0.1,195.1,19.9,4,19,15,3.2,3.4,6.7,0.192,0,0,0,0,0,0,0,0,0
"FCR",100,2018-10-29 11:00:00,0.1,156.1,8.3,2,15,10,3,3.8,6.8,0.1705,0,0,0,0,0,0,0,0,0
"FCR",100,2018-11-19 11:00:00,0.1,251.1,13.7,44,40,10,4.6,3.3,7.9,0.2195,0,0,0,0,0,0,0,0,0
"FCR",100,2018-12-17 11:00:00,0.1,251.1,8.3,37,42,11,2.5,3,5.4,0.193,0,0,0,0,0,0,0,0,0
