
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000000,-0.000189,0.995379,-0.000032,0.003576,0.347366,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:38,1.000000,0.130000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230019 ,,Modbus Addr., 1 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 130"
Sensor Name,FCR DO (1),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_DO_8m_20190415,,Exported,"Aqua4Plus 1.9.10"
# Records,  4725 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,7.563,26.093,12.668,1.760,7.450,
,Maximum,10.188,26.525,13.980,8.950,8.910,
,Mean,8.382,26.293,13.359,5.374,8.310,
,Variance,0.1072,0.0079,0.2424,3.6963,0.1005,
,Std Deviation,0.3275,0.0887,0.4924,1.9226,0.3170,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
30,15-Apr-19 18:26:07,7.750,26.435,13.682,8.710,7.770
31,15-Apr-19 18:41:07,7.750,26.433,13.652,8.710,7.800
32,15-Apr-19 18:56:07,7.813,26.423,13.592,8.660,7.700
33,15-Apr-19 19:11:07,7.750,26.438,13.622,8.620,7.730
34,15-Apr-19 19:26:07,7.750,26.438,13.175,8.640,7.710
35,15-Apr-19 19:41:07,7.813,26.439,13.086,8.430,7.690
36,15-Apr-19 19:56:07,7.750,26.447,13.026,8.510,7.720
37,15-Apr-19 20:11:07,7.813,26.445,12.996,8.600,7.750
38,15-Apr-19 20:26:07,7.813,26.425,12.966,8.700,7.790
39,15-Apr-19 20:41:07,7.813,26.464,12.996,8.660,7.790
40,15-Apr-19 20:56:07,7.813,26.438,12.996,8.640,7.810
41,15-Apr-19 21:11:07,7.813,26.443,12.937,8.650,7.660
42,15-Apr-19 21:26:07,7.813,26.419,12.937,8.410,7.620
43,15-Apr-19 21:41:07,7.813,26.474,12.937,8.390,7.660
44,15-Apr-19 21:56:07,7.813,26.465,12.966,8.440,7.700
45,15-Apr-19 22:11:07,7.813,26.448,12.937,8.270,7.640
46,15-Apr-19 22:26:07,7.813,26.467,12.937,8.340,7.640
47,15-Apr-19 22:41:07,7.813,26.474,12.937,8.360,7.650
48,15-Apr-19 22:56:07,7.813,26.489,12.937,8.360,7.670
49,15-Apr-19 23:11:07,7.750,26.487,12.907,8.450,7.700
50,15-Apr-19 23:26:07,7.750,26.488,12.907,8.480,7.630
51,15-Apr-19 23:41:07,7.688,26.465,12.907,8.280,7.600
52,15-Apr-19 23:56:07,7.688,26.473,12.907,8.190,7.600
53,16-Apr-19 00:11:07,7.688,26.486,12.877,8.300,7.650
54,16-Apr-19 00:26:07,7.688,26.488,12.907,8.310,7.660
55,16-Apr-19 00:41:07,7.688,26.491,12.907,8.350,7.660
56,16-Apr-19 00:56:07,7.688,26.476,12.877,8.290,7.640
57,16-Apr-19 01:11:07,7.688,26.479,12.847,8.360,7.650
58,16-Apr-19 01:26:07,7.625,26.477,12.847,8.310,7.640
59,16-Apr-19 01:41:07,7.688,26.504,12.877,8.290,7.660
60,16-Apr-19 01:56:07,7.688,26.502,12.907,8.330,7.690
61,16-Apr-19 02:11:07,7.750,26.496,12.847,8.400,7.700
62,16-Apr-19 02:26:07,7.750,26.503,12.877,8.510,7.740
63,16-Apr-19 02:41:07,7.750,26.472,12.847,8.580,7.730
64,16-Apr-19 02:56:07,7.750,26.500,12.877,8.650,7.740
65,16-Apr-19 03:11:07,7.750,26.465,12.817,8.640,7.700
66,16-Apr-19 03:26:07,7.750,26.457,12.847,8.510,7.670
67,16-Apr-19 03:41:07,7.750,26.487,12.847,8.500,7.690
68,16-Apr-19 03:56:07,7.688,26.468,12.847,8.550,7.710
69,16-Apr-19 04:11:07,7.750,26.475,12.817,8.530,7.740
70,16-Apr-19 04:26:07,7.750,26.500,12.847,8.530,7.730
71,16-Apr-19 04:41:07,7.750,26.483,12.817,8.450,7.740
72,16-Apr-19 04:56:07,7.750,26.487,12.817,8.440,7.760
73,16-Apr-19 05:11:07,7.750,26.441,12.758,8.430,7.740
74,16-Apr-19 05:26:07,7.750,26.497,12.817,8.430,7.700
75,16-Apr-19 05:41:07,7.750,26.503,12.817,8.450,7.660
76,16-Apr-19 05:56:07,7.750,26.476,12.788,8.440,7.660
77,16-Apr-19 06:11:07,7.750,26.474,12.758,8.380,7.640
78,16-Apr-19 06:26:07,7.750,26.476,12.788,8.390,7.640
79,16-Apr-19 06:41:07,7.688,26.500,12.788,8.490,7.690
80,16-Apr-19 06:56:07,7.688,26.504,12.758,8.470,7.670
81,16-Apr-19 07:11:07,7.688,26.501,12.728,8.580,7.720
82,16-Apr-19 07:26:07,7.688,26.516,12.728,8.540,7.730
83,16-Apr-19 07:41:07,7.750,26.520,12.847,8.510,7.740
84,16-Apr-19 07:56:07,7.750,26.520,13.145,8.420,7.700
85,16-Apr-19 08:11:07,7.688,26.494,13.354,8.410,7.690
86,16-Apr-19 08:26:07,7.688,26.507,13.414,8.400,7.700
87,16-Apr-19 08:41:07,7.750,26.475,13.503,8.320,7.690
88,16-Apr-19 08:56:07,7.750,26.499,13.652,8.270,7.730
89,16-Apr-19 09:11:07,7.750,26.509,13.652,8.290,7.730
90,16-Apr-19 09:26:07,7.875,26.504,13.741,8.470,7.840
91,16-Apr-19 09:41:07,7.938,26.517,13.891,8.640,7.890
92,16-Apr-19 09:56:07,8.000,26.505,13.920,8.680,7.930
93,16-Apr-19 10:11:07,8.000,26.518,13.920,8.610,7.720
94,16-Apr-19 10:26:07,8.000,26.521,13.891,8.450,7.740
95,16-Apr-19 10:41:07,8.000,26.513,13.891,8.390,7.670
96,16-Apr-19 10:56:07,7.938,26.525,13.950,8.380,7.660
97,16-Apr-19 11:11:07,7.875,26.522,13.950,8.340,7.670
98,16-Apr-19 11:26:07,7.813,26.524,13.980,8.360,7.700
99,16-Apr-19 11:41:07,7.813,26.508,13.980,8.310,7.720
100,16-Apr-19 11:56:07,7.813,26.515,13.950,8.560,7.760
101,16-Apr-19 12:11:07,7.813,26.506,13.891,8.560,7.740
102,16-Apr-19 12:26:07,7.750,26.508,13.950,8.370,7.690
103,16-Apr-19 12:41:07,7.750,26.495,13.950,8.380,7.680
104,16-Apr-19 12:56:07,7.750,26.501,13.920,8.400,7.680
105,16-Apr-19 13:11:07,7.750,26.496,13.950,8.400,7.700
106,16-Apr-19 13:26:07,7.750,26.499,13.950,8.430,7.680
107,16-Apr-19 13:41:07,7.750,26.495,13.980,8.400,7.680
108,16-Apr-19 13:56:07,7.750,26.489,13.950,8.360,7.740
109,16-Apr-19 14:11:07,7.813,26.450,13.920,8.360,7.750
110,16-Apr-19 14:26:07,7.813,26.467,13.950,8.410,7.740
111,16-Apr-19 14:41:07,7.875,26.478,13.950,8.430,7.710
112,16-Apr-19 14:56:07,7.813,26.480,13.980,8.440,7.720
113,16-Apr-19 15:11:07,7.750,26.459,13.980,8.390,7.730
114,16-Apr-19 15:26:07,7.750,26.467,13.950,8.400,7.750
115,16-Apr-19 15:41:07,7.750,26.446,13.950,8.400,7.750
116,16-Apr-19 15:56:07,7.750,26.454,13.950,8.430,7.760
117,16-Apr-19 16:11:07,7.813,26.438,13.950,8.450,7.770
118,16-Apr-19 16:26:07,7.813,26.447,13.980,8.500,7.780
119,16-Apr-19 16:41:07,7.813,26.444,13.980,8.510,7.770
120,16-Apr-19 16:56:07,7.813,26.434,13.980,8.550,7.790
121,16-Apr-19 17:11:07,7.813,26.433,13.980,8.540,7.790
122,16-Apr-19 17:26:07,7.813,26.426,13.980,8.550,7.760
123,16-Apr-19 17:41:07,7.813,26.428,13.980,8.400,7.710
124,16-Apr-19 17:56:07,7.750,26.428,13.980,8.360,7.680
125,16-Apr-19 18:11:07,7.750,26.426,13.950,8.310,7.670
126,16-Apr-19 18:26:07,7.750,26.435,13.741,8.330,7.680
127,16-Apr-19 18:41:07,7.688,26.432,13.652,8.360,7.710
128,16-Apr-19 18:56:07,7.750,26.430,13.563,8.420,7.740
129,16-Apr-19 19:11:07,7.750,26.421,13.116,8.400,7.730
130,16-Apr-19 19:26:07,7.750,26.401,13.116,8.340,7.750
131,16-Apr-19 19:41:07,7.750,26.408,13.056,8.440,7.790
132,16-Apr-19 19:56:07,7.813,26.417,13.026,8.500,7.830
133,16-Apr-19 20:11:07,7.813,26.394,12.996,8.580,7.880
134,16-Apr-19 20:26:07,7.875,26.393,13.026,8.650,7.900
135,16-Apr-19 20:41:07,7.938,26.416,13.026,8.640,7.900
136,16-Apr-19 20:56:07,7.875,26.388,12.996,8.600,7.910
137,16-Apr-19 21:11:07,7.938,26.388,12.966,8.600,7.800
138,16-Apr-19 21:26:07,7.875,26.429,12.996,8.370,7.720
139,16-Apr-19 21:41:07,7.875,26.412,12.966,8.320,7.690
140,16-Apr-19 21:56:07,7.813,26.405,12.966,8.310,7.710
141,16-Apr-19 22:11:07,7.813,26.424,12.937,8.370,7.720
142,16-Apr-19 22:26:07,7.813,26.415,12.937,8.400,7.740
143,16-Apr-19 22:41:07,7.813,26.423,12.966,8.410,7.750
144,16-Apr-19 22:56:07,7.813,26.361,12.907,8.370,7.710
145,16-Apr-19 23:11:07,7.750,26.422,12.937,8.320,7.700
146,16-Apr-19 23:26:07,7.750,26.434,12.907,8.220,7.700
147,16-Apr-19 23:41:07,7.750,26.409,12.907,8.200,7.680
148,16-Apr-19 23:56:07,7.750,26.415,12.937,8.250,7.680
149,17-Apr-19 00:11:07,7.750,26.434,12.907,8.250,7.710
150,17-Apr-19 00:26:07,7.750,26.425,12.907,8.260,7.730
151,17-Apr-19 00:41:07,7.750,26.418,12.907,8.270,7.760
152,17-Apr-19 00:56:07,7.813,26.422,12.907,8.320,7.760
153,17-Apr-19 01:11:07,7.813,26.390,12.847,8.300,7.740
154,17-Apr-19 01:26:07,7.813,26.429,12.907,8.300,7.750
155,17-Apr-19 01:41:07,7.813,26.427,12.907,8.320,7.720
156,17-Apr-19 01:56:07,7.875,26.427,12.907,8.290,7.700
157,17-Apr-19 02:11:07,7.813,26.428,12.877,8.280,7.700
158,17-Apr-19 02:26:07,7.813,26.427,12.877,8.310,7.700
159,17-Apr-19 02:41:07,7.813,26.392,12.847,8.340,7.700
160,17-Apr-19 02:56:07,7.750,26.390,12.847,8.330,7.700
161,17-Apr-19 03:11:07,7.750,26.429,12.847,8.340,7.710
162,17-Apr-19 03:26:07,7.813,26.398,12.847,8.270,7.710
163,17-Apr-19 03:41:07,7.813,26.401,12.847,8.310,7.710
164,17-Apr-19 03:56:07,7.750,26.424,12.847,8.300,7.730
165,17-Apr-19 04:11:07,7.750,26.413,12.817,8.250,7.740
166,17-Apr-19 04:26:07,7.750,26.419,12.847,8.330,7.760
167,17-Apr-19 04:41:07,7.750,26.370,12.847,8.370,7.750
168,17-Apr-19 04:56:07,7.750,26.428,12.817,8.360,7.720
169,17-Apr-19 05:11:07,7.750,26.418,12.817,8.210,7.720
170,17-Apr-19 05:26:07,7.813,26.391,12.847,8.240,7.750
171,17-Apr-19 05:41:07,7.813,26.383,12.847,8.310,7.730
172,17-Apr-19 05:56:07,7.750,26.399,12.847,8.310,7.690
173,17-Apr-19 06:11:07,7.688,26.425,12.788,8.260,7.680
174,17-Apr-19 06:26:07,7.750,26.423,12.847,8.150,7.690
175,17-Apr-19 06:41:07,7.750,26.427,12.847,8.120,7.700
176,17-Apr-19 06:56:07,7.750,26.432,12.817,8.180,7.720
177,17-Apr-19 07:11:07,7.750,26.437,12.788,8.160,7.740
178,17-Apr-19 07:26:07,7.750,26.437,12.847,8.140,7.750
179,17-Apr-19 07:41:07,7.750,26.421,12.847,8.180,7.760
180,17-Apr-19 07:56:07,7.813,26.424,12.907,8.270,7.760
181,17-Apr-19 08:11:07,7.813,26.403,13.026,8.340,7.770
182,17-Apr-19 08:26:07,7.875,26.439,13.354,8.250,7.770
183,17-Apr-19 08:41:07,7.875,26.448,13.801,8.260,7.790
184,17-Apr-19 08:56:07,7.875,26.441,13.891,8.300,7.810
185,17-Apr-19 09:11:07,7.875,26.452,13.950,8.340,7.850
186,17-Apr-19 09:26:07,7.875,26.447,13.950,8.320,7.850
187,17-Apr-19 09:41:07,7.875,26.423,13.920,8.410,7.840
188,17-Apr-19 09:56:07,7.875,26.440,13.950,8.330,7.780
189,17-Apr-19 10:11:07,7.875,26.427,13.950,8.290,7.740
190,17-Apr-19 10:26:07,7.875,26.444,13.950,8.080,7.730
191,17-Apr-19 10:41:07,7.875,26.436,13.950,8.090,7.740
192,17-Apr-19 10:56:07,7.875,26.419,13.950,8.230,7.720
193,17-Apr-19 11:11:07,7.875,26.430,13.950,8.270,7.750
194,17-Apr-19 11:26:07,7.875,26.422,13.950,8.290,7.780
195,17-Apr-19 11:41:07,7.938,26.425,13.950,8.260,7.750
196,17-Apr-19 11:56:07,7.938,26.437,13.980,8.220,7.770
197,17-Apr-19 12:11:07,7.938,26.430,13.950,8.070,7.740
198,17-Apr-19 12:26:07,7.875,26.437,13.980,8.100,7.680
199,17-Apr-19 12:41:07,7.875,26.418,13.980,8.130,7.720
200,17-Apr-19 12:56:07,7.875,26.421,13.980,8.080,7.710
201,17-Apr-19 13:11:07,7.813,26.360,13.950,8.160,7.690
202,17-Apr-19 13:26:07,7.813,26.385,13.950,8.220,7.680
203,17-Apr-19 13:41:07,7.813,26.409,13.950,8.150,7.700
204,17-Apr-19 13:56:07,7.750,26.395,13.950,8.200,7.710
205,17-Apr-19 14:11:07,7.750,26.411,13.950,8.130,7.730
206,17-Apr-19 14:26:07,7.750,26.372,13.950,8.180,7.750
207,17-Apr-19 14:41:07,7.813,26.396,13.920,8.280,7.760
208,17-Apr-19 14:56:07,7.813,26.411,13.980,8.160,7.730
209,17-Apr-19 15:11:07,7.750,26.401,13.980,8.130,7.720
210,17-Apr-19 15:26:07,7.813,26.393,13.980,8.110,7.740
211,17-Apr-19 15:41:07,7.750,26.390,13.980,8.180,7.730
212,17-Apr-19 15:56:07,7.750,26.395,13.980,8.210,7.720
213,17-Apr-19 16:11:07,7.813,26.387,13.950,8.170,7.750
214,17-Apr-19 16:26:07,7.813,26.387,13.980,8.130,7.760
215,17-Apr-19 16:41:07,7.813,26.380,13.950,8.130,7.760
216,17-Apr-19 16:56:07,7.813,26.379,13.950,8.100,7.740
217,17-Apr-19 17:11:07,7.813,26.355,13.950,8.180,7.750
218,17-Apr-19 17:26:07,7.813,26.344,13.950,8.310,7.780
219,17-Apr-19 17:41:07,7.813,26.360,13.950,8.320,7.750
220,17-Apr-19 17:56:07,7.813,26.375,13.950,8.330,7.750
221,17-Apr-19 18:11:07,7.813,26.359,13.950,8.280,7.770
222,17-Apr-19 18:26:07,7.813,26.378,13.920,8.260,7.780
223,17-Apr-19 18:41:07,7.813,26.367,13.622,8.150,7.750
224,17-Apr-19 18:56:07,7.813,26.384,13.592,8.090,7.790
225,17-Apr-19 19:11:07,7.813,26.362,13.265,8.180,7.770
226,17-Apr-19 19:26:07,7.813,26.388,13.145,8.200,7.790
227,17-Apr-19 19:41:07,7.813,26.389,13.026,8.240,7.810
228,17-Apr-19 19:56:07,7.813,26.381,13.056,8.320,7.820
229,17-Apr-19 20:11:07,7.813,26.361,12.996,8.340,7.830
230,17-Apr-19 20:26:07,7.813,26.362,13.026,8.300,7.830
231,17-Apr-19 20:41:07,7.813,26.324,12.996,8.330,7.830
232,17-Apr-19 20:56:07,7.813,26.374,12.996,8.400,7.830
233,17-Apr-19 21:11:07,7.875,26.381,12.966,8.310,7.830
234,17-Apr-19 21:26:07,7.875,26.362,12.966,8.190,7.820
235,17-Apr-19 21:41:07,7.875,26.371,12.996,8.310,7.830
236,17-Apr-19 21:56:07,7.875,26.372,12.966,8.340,7.810
237,17-Apr-19 22:11:07,7.875,26.354,12.937,8.230,7.800
238,17-Apr-19 22:26:07,7.875,26.360,12.966,8.190,7.790
239,17-Apr-19 22:41:07,7.875,26.337,12.966,8.040,7.770
240,17-Apr-19 22:56:07,7.875,26.390,12.966,8.160,7.800
241,17-Apr-19 23:11:07,7.875,26.391,12.937,8.250,7.810
242,17-Apr-19 23:26:07,7.875,26.372,12.937,8.290,7.820
243,17-Apr-19 23:41:07,7.875,26.368,12.937,8.170,7.770
244,17-Apr-19 23:56:07,7.875,26.373,12.937,8.270,7.720
245,18-Apr-19 00:11:07,7.875,26.390,12.907,8.190,7.720
246,18-Apr-19 00:26:07,7.813,26.381,12.937,8.090,7.690
247,18-Apr-19 00:41:07,7.750,26.383,12.937,8.120,7.690
248,18-Apr-19 00:56:07,7.750,26.350,12.907,8.150,7.700
249,18-Apr-19 01:11:07,7.688,26.383,12.907,8.160,7.700
250,18-Apr-19 01:26:07,7.688,26.374,12.907,8.130,7.710
251,18-Apr-19 01:41:07,7.688,26.384,12.907,8.130,7.710
252,18-Apr-19 01:56:07,7.750,26.377,12.907,8.100,7.720
253,18-Apr-19 02:11:07,7.750,26.373,12.877,8.180,7.720
254,18-Apr-19 02:26:07,7.750,26.350,12.877,8.160,7.720
255,18-Apr-19 02:41:07,7.750,26.351,12.877,8.150,7.750
256,18-Apr-19 02:56:07,7.750,26.362,12.877,8.240,7.770
257,18-Apr-19 03:11:07,8.750,26.400,12.788,8.240,7.820
258,18-Apr-19 03:26:07,7.813,26.351,12.847,8.240,7.800
259,18-Apr-19 03:41:07,7.813,26.370,12.877,8.270,7.780
260,18-Apr-19 03:56:07,7.813,26.360,12.877,8.230,7.790
261,18-Apr-19 04:11:07,7.813,26.357,12.847,8.210,7.790
262,18-Apr-19 04:26:07,7.813,26.341,12.817,8.190,7.800
263,18-Apr-19 04:41:07,7.813,26.366,12.877,8.270,7.800
264,18-Apr-19 04:56:07,7.813,26.362,12.877,8.250,7.810
265,18-Apr-19 05:11:07,7.875,26.352,12.817,8.310,7.830
266,18-Apr-19 05:26:07,7.875,26.349,12.847,8.360,7.860
267,18-Apr-19 05:41:07,7.875,26.341,12.847,8.400,7.880
268,18-Apr-19 05:56:07,7.875,26.360,12.847,8.440,7.880
269,18-Apr-19 06:11:07,7.875,26.371,12.817,8.420,7.870
270,18-Apr-19 06:26:07,7.875,26.359,12.847,8.390,7.850
271,18-Apr-19 06:41:07,7.938,26.372,12.847,8.370,7.840
272,18-Apr-19 06:56:07,7.875,26.367,12.817,8.330,7.790
273,18-Apr-19 07:11:07,7.875,26.367,12.788,8.210,7.750
274,18-Apr-19 07:26:07,7.875,26.344,12.817,8.250,7.780
275,18-Apr-19 07:41:07,7.875,26.344,12.996,8.220,7.770
276,18-Apr-19 07:56:07,7.813,26.341,13.175,8.130,7.770
277,18-Apr-19 08:11:07,7.813,26.388,13.026,8.210,7.770
278,18-Apr-19 08:26:07,7.875,26.364,12.996,8.110,7.760
279,18-Apr-19 08:41:07,7.875,26.376,12.966,8.150,7.750
280,18-Apr-19 08:56:07,7.875,26.378,13.086,8.110,7.740
281,18-Apr-19 09:11:07,7.875,26.383,13.145,8.140,7.730
282,18-Apr-19 09:26:07,7.813,26.354,13.503,8.160,7.720
283,18-Apr-19 09:41:07,7.813,26.373,13.920,8.130,7.730
284,18-Apr-19 09:56:07,7.813,26.338,13.891,8.040,7.740
285,18-Apr-19 10:11:07,7.813,26.369,13.950,8.010,7.750
286,18-Apr-19 10:26:07,7.813,26.387,13.950,8.130,7.730
287,18-Apr-19 10:41:07,7.813,26.374,13.950,8.040,7.720
288,18-Apr-19 10:56:07,7.813,26.381,13.950,7.940,7.740
289,18-Apr-19 11:11:07,7.813,26.376,13.891,7.940,7.740
290,18-Apr-19 11:26:07,7.813,26.389,13.891,7.940,7.750
291,18-Apr-19 11:41:07,7.813,26.380,13.891,7.970,7.760
292,18-Apr-19 11:56:07,7.813,26.358,13.861,7.980,7.770
293,18-Apr-19 12:11:07,7.875,26.372,13.891,7.980,7.760
294,18-Apr-19 12:26:07,7.875,26.351,13.920,7.990,7.760
295,18-Apr-19 12:41:07,7.875,26.361,13.980,7.960,7.780
296,18-Apr-19 12:56:07,7.875,26.343,13.950,7.960,7.780
297,18-Apr-19 13:11:07,7.875,26.333,13.950,7.960,7.780
298,18-Apr-19 13:26:07,7.813,26.349,13.950,7.970,7.760
299,18-Apr-19 13:41:07,7.813,26.333,13.950,7.920,7.760
300,18-Apr-19 13:56:07,7.813,26.340,13.950,7.900,7.770
301,18-Apr-19 14:11:07,7.813,26.327,13.950,7.930,7.760
302,18-Apr-19 14:26:07,7.813,26.311,13.950,7.950,7.780
303,18-Apr-19 14:41:07,7.813,26.318,13.950,7.980,7.770
304,18-Apr-19 14:56:07,7.813,26.288,13.920,8.000,7.770
305,18-Apr-19 15:11:07,7.875,26.295,13.920,8.010,7.790
306,18-Apr-19 15:26:07,7.875,26.311,13.950,7.990,7.780
307,18-Apr-19 15:41:07,7.813,26.291,13.950,7.990,7.740
308,18-Apr-19 15:56:07,7.813,26.306,13.950,7.950,7.760
309,18-Apr-19 16:11:07,7.813,26.295,13.950,7.990,7.780
310,18-Apr-19 16:26:07,7.813,26.301,13.950,8.090,7.820
311,18-Apr-19 16:41:07,7.875,26.310,13.950,8.150,7.790
312,18-Apr-19 16:56:07,7.875,26.294,13.950,8.200,7.810
313,18-Apr-19 17:11:07,7.813,26.293,13.950,8.150,7.810
314,18-Apr-19 17:26:07,7.875,26.274,13.950,8.080,7.810
315,18-Apr-19 17:41:07,7.875,26.292,13.950,8.190,7.840
316,18-Apr-19 17:56:07,7.875,26.299,13.950,8.060,7.800
317,18-Apr-19 18:11:07,7.875,26.286,13.920,8.100,7.800
318,18-Apr-19 18:26:07,7.813,26.302,13.950,8.120,7.790
319,18-Apr-19 18:41:07,7.813,26.283,13.771,8.100,7.830
320,18-Apr-19 18:56:07,7.875,26.299,13.682,8.210,7.830
321,18-Apr-19 19:11:07,7.875,26.292,13.652,8.030,7.810
322,18-Apr-19 19:26:07,7.875,26.283,13.682,8.330,7.820
323,18-Apr-19 19:41:07,7.875,26.290,13.265,8.320,7.810
324,18-Apr-19 19:56:07,7.875,26.264,13.056,8.260,7.840
325,18-Apr-19 20:11:07,7.875,26.272,13.026,8.310,7.840
326,18-Apr-19 20:26:07,7.875,26.278,13.026,8.210,7.720
327,18-Apr-19 20:41:07,7.813,26.300,13.026,7.930,7.700
328,18-Apr-19 20:56:07,7.813,26.297,13.026,7.950,7.700
329,18-Apr-19 21:11:07,7.813,26.288,12.996,7.810,7.750
