
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:42,1.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_DO_1m_20190415,,Exported,"Aqua4Plus 1.9.10"
# Records,  4725 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,13.125,-21.377,12.639,6.580,12.170,
,Maximum,27.813,13.272,13.920,12.930,26.570,
,Mean,20.725,8.482,13.320,9.074,19.874,
,Variance,12.5561,21.5617,0.2488,1.7801,12.0958,
,Std Deviation,3.5435,4.6435,0.4988,1.3342,3.4779,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
30,15-Apr-19 18:23:17,15.313,11.696,13.771,9.540,14.790
31,15-Apr-19 18:38:17,15.250,11.602,13.682,9.420,14.730
32,15-Apr-19 18:53:17,15.188,11.612,13.771,9.390,14.680
33,15-Apr-19 19:08:17,15.188,11.675,13.712,9.420,14.600
34,15-Apr-19 19:23:17,15.063,11.674,13.116,9.340,14.500
35,15-Apr-19 19:38:17,15.000,11.630,13.026,9.310,14.570
36,15-Apr-19 19:53:17,15.000,11.625,12.966,9.220,14.560
37,15-Apr-19 20:08:17,14.938,11.697,12.966,9.250,14.520
38,15-Apr-19 20:23:17,14.875,11.609,12.966,9.240,14.480
39,15-Apr-19 20:38:17,14.875,11.731,12.966,9.210,14.450
40,15-Apr-19 20:53:17,14.813,11.758,12.966,9.330,14.380
41,15-Apr-19 21:08:17,14.750,11.781,12.907,9.300,14.310
42,15-Apr-19 21:23:17,14.688,11.607,12.907,9.200,14.270
43,15-Apr-19 21:38:17,14.688,11.747,12.937,9.110,14.250
44,15-Apr-19 21:53:17,14.625,11.752,12.907,9.130,14.210
45,15-Apr-19 22:08:17,14.625,11.701,12.877,9.140,14.190
46,15-Apr-19 22:23:17,14.625,11.467,12.907,8.990,14.160
47,15-Apr-19 22:38:17,14.563,11.549,12.907,8.970,14.130
48,15-Apr-19 22:53:17,14.500,11.570,12.877,9.090,14.090
49,15-Apr-19 23:08:17,14.438,11.606,12.877,9.070,14.070
50,15-Apr-19 23:23:17,14.438,11.625,12.877,9.160,14.050
51,15-Apr-19 23:38:17,14.438,11.650,12.877,9.220,13.990
52,15-Apr-19 23:53:17,14.375,11.744,12.847,9.200,13.960
53,16-Apr-19 00:08:17,14.375,11.803,12.847,9.080,13.940
54,16-Apr-19 00:23:17,14.375,11.821,12.877,9.080,13.920
55,16-Apr-19 00:38:17,14.313,11.854,12.877,9.050,13.910
56,16-Apr-19 00:53:17,14.313,11.792,12.847,9.020,13.870
57,16-Apr-19 01:08:17,14.250,11.833,12.817,9.040,13.830
58,16-Apr-19 01:23:17,14.250,11.808,12.847,9.070,13.800
59,16-Apr-19 01:38:17,14.188,11.850,12.847,8.970,13.770
60,16-Apr-19 01:53:17,14.125,11.948,12.847,9.150,13.720
61,16-Apr-19 02:08:17,14.125,11.762,12.847,9.130,13.690
62,16-Apr-19 02:23:17,14.063,11.762,12.847,9.100,13.640
63,16-Apr-19 02:38:17,14.063,11.767,12.817,9.190,13.630
64,16-Apr-19 02:53:17,14.000,11.767,12.847,9.300,13.560
65,16-Apr-19 03:08:17,13.938,11.728,12.788,9.300,13.510
66,16-Apr-19 03:23:17,13.875,11.814,12.817,9.300,13.460
67,16-Apr-19 03:38:17,13.875,11.813,12.817,9.270,13.420
68,16-Apr-19 03:53:17,13.813,11.859,12.788,9.270,13.390
69,16-Apr-19 04:08:17,13.750,11.730,12.788,9.340,13.340
70,16-Apr-19 04:23:17,13.750,11.870,12.788,9.370,13.290
71,16-Apr-19 04:38:17,13.688,11.972,12.788,9.400,13.260
72,16-Apr-19 04:53:17,13.625,12.069,12.788,9.370,13.220
73,16-Apr-19 05:08:17,13.625,12.002,12.728,9.360,13.190
74,16-Apr-19 05:23:17,13.563,12.015,12.788,9.310,13.140
75,16-Apr-19 05:38:17,13.563,12.081,12.728,9.300,13.090
76,16-Apr-19 05:53:17,13.500,12.057,12.788,9.260,13.060
77,16-Apr-19 06:08:17,13.438,12.052,12.728,9.250,12.990
78,16-Apr-19 06:23:17,13.375,12.070,12.728,9.270,12.950
79,16-Apr-19 06:38:17,13.313,12.104,12.758,9.270,12.900
80,16-Apr-19 06:53:17,13.313,12.065,12.698,9.210,12.880
81,16-Apr-19 07:08:17,13.250,12.063,12.668,9.260,12.850
82,16-Apr-19 07:23:17,13.250,12.070,12.698,9.240,12.840
83,16-Apr-19 07:38:17,13.250,12.053,12.847,9.270,12.820
84,16-Apr-19 07:53:17,13.250,12.127,13.145,9.450,12.800
85,16-Apr-19 08:08:17,13.250,12.081,13.294,9.410,12.780
86,16-Apr-19 08:23:17,13.250,12.064,13.384,9.410,12.760
87,16-Apr-19 08:38:17,13.188,12.063,13.503,9.380,12.740
88,16-Apr-19 08:53:17,13.250,12.063,13.592,9.650,12.740
89,16-Apr-19 09:08:17,13.313,12.020,13.592,9.720,12.750
90,16-Apr-19 09:23:17,13.375,12.015,13.712,9.780,12.790
91,16-Apr-19 09:38:17,13.438,12.054,13.861,9.900,12.800
92,16-Apr-19 09:53:17,13.438,12.080,13.891,9.950,12.850
93,16-Apr-19 10:08:17,13.438,12.036,13.920,10.070,12.860
94,16-Apr-19 10:23:17,13.500,12.104,13.891,9.900,12.930
95,16-Apr-19 10:38:17,13.563,12.094,13.920,10.020,13.040
96,16-Apr-19 10:53:17,13.625,11.998,13.891,10.280,13.080
97,16-Apr-19 11:08:17,13.813,12.117,13.920,10.710,13.130
98,16-Apr-19 11:23:17,13.938,12.101,13.920,11.060,13.180
99,16-Apr-19 11:38:17,14.000,12.090,13.920,11.110,13.070
100,16-Apr-19 11:53:17,14.063,12.084,13.920,11.190,12.880
101,16-Apr-19 12:08:17,14.063,12.115,13.920,11.430,12.780
102,16-Apr-19 12:23:17,14.063,12.064,13.920,11.760,12.750
103,16-Apr-19 12:38:17,14.063,12.135,13.920,12.170,12.830
104,16-Apr-19 12:53:17,13.938,12.174,13.891,12.450,12.890
105,16-Apr-19 13:08:17,13.938,12.194,13.920,12.230,12.980
106,16-Apr-19 13:23:17,14.063,12.257,13.920,12.080,12.870
107,16-Apr-19 13:38:17,14.063,12.169,13.920,12.290,12.830
108,16-Apr-19 13:53:17,13.938,12.237,13.920,12.420,12.790
109,16-Apr-19 14:08:17,14.000,12.182,13.891,12.270,12.670
110,16-Apr-19 14:23:17,14.000,12.169,13.891,12.280,12.580
111,16-Apr-19 14:38:17,14.000,12.134,13.920,12.350,12.540
112,16-Apr-19 14:53:17,14.000,12.170,13.920,12.260,12.480
113,16-Apr-19 15:08:17,14.000,12.130,13.920,12.370,12.450
114,16-Apr-19 15:23:17,14.000,12.125,13.920,12.160,12.250
115,16-Apr-19 15:38:17,13.938,12.098,13.920,12.090,12.170
116,16-Apr-19 15:53:17,13.813,12.095,13.891,12.150,12.230
117,16-Apr-19 16:08:17,13.563,12.113,13.920,12.100,12.290
118,16-Apr-19 16:23:17,13.313,11.901,13.920,12.200,12.330
119,16-Apr-19 16:38:17,13.250,11.951,13.891,12.140,12.350
120,16-Apr-19 16:53:17,13.188,11.998,13.920,12.030,12.390
121,16-Apr-19 17:08:17,13.125,12.089,13.920,11.920,12.520
122,16-Apr-19 17:23:17,13.250,12.147,13.920,11.640,12.470
123,16-Apr-19 17:38:17,13.250,12.185,13.891,11.340,12.260
124,16-Apr-19 17:53:17,13.375,12.298,13.920,11.140,12.390
125,16-Apr-19 18:08:17,13.438,12.234,13.920,10.380,12.310
126,16-Apr-19 18:23:17,13.750,12.173,13.741,10.070,12.580
127,16-Apr-19 18:38:17,14.188,12.169,13.712,10.010,12.670
128,16-Apr-19 18:53:17,14.250,11.934,13.652,9.900,12.770
129,16-Apr-19 19:08:17,14.188,11.963,13.116,9.760,13.230
130,16-Apr-19 19:23:17,14.250,12.067,13.056,9.840,13.240
131,16-Apr-19 19:38:17,14.375,12.046,13.026,9.860,13.240
132,16-Apr-19 19:53:17,14.438,12.054,12.966,9.770,13.210
133,16-Apr-19 20:08:17,14.438,12.065,12.937,9.720,13.560
134,16-Apr-19 20:23:17,14.563,12.017,12.996,9.660,13.780
135,16-Apr-19 20:38:17,14.563,12.044,12.966,9.650,13.880
136,16-Apr-19 20:53:17,14.563,12.091,12.966,9.690,13.860
137,16-Apr-19 21:08:17,14.563,12.115,12.937,9.630,13.990
138,16-Apr-19 21:23:17,14.563,12.081,12.937,9.610,14.090
139,16-Apr-19 21:38:17,14.563,12.040,12.937,9.510,14.100
140,16-Apr-19 21:53:17,14.563,12.097,12.937,9.520,14.080
141,16-Apr-19 22:08:17,14.563,12.117,12.907,9.490,14.060
142,16-Apr-19 22:23:17,14.500,11.992,12.907,9.540,14.030
143,16-Apr-19 22:38:17,14.438,12.034,12.877,9.400,14.010
144,16-Apr-19 22:53:17,14.438,11.945,12.877,9.320,14.000
145,16-Apr-19 23:08:17,14.375,12.113,12.877,9.150,14.000
146,16-Apr-19 23:23:17,14.375,12.051,12.877,9.050,13.990
147,16-Apr-19 23:38:17,14.375,12.040,12.907,9.130,13.990
148,16-Apr-19 23:53:17,14.375,12.118,12.847,9.210,13.990
149,17-Apr-19 00:08:17,14.375,12.065,12.847,9.240,13.980
150,17-Apr-19 00:23:17,14.375,12.000,12.877,9.270,13.960
151,17-Apr-19 00:38:17,14.375,12.068,12.877,9.190,13.950
152,17-Apr-19 00:53:17,14.375,12.035,12.877,9.430,13.920
153,17-Apr-19 01:08:17,14.313,12.061,12.817,9.390,13.920
154,17-Apr-19 01:23:17,14.313,11.923,12.847,9.350,13.920
155,17-Apr-19 01:38:17,14.313,12.048,12.847,9.330,13.910
156,17-Apr-19 01:53:17,14.313,12.008,12.847,9.270,13.900
157,17-Apr-19 02:08:17,14.250,11.992,12.817,9.180,13.890
158,17-Apr-19 02:23:17,14.250,12.020,12.847,9.190,13.870
159,17-Apr-19 02:38:17,14.313,11.992,12.817,9.230,13.850
160,17-Apr-19 02:53:17,14.250,12.042,12.847,9.300,13.830
161,17-Apr-19 03:08:17,14.250,11.992,12.817,9.220,13.820
162,17-Apr-19 03:23:17,14.188,12.006,12.788,9.130,13.820
163,17-Apr-19 03:38:17,14.188,12.088,12.817,8.990,13.790
164,17-Apr-19 03:53:17,14.188,12.014,12.817,9.220,13.770
165,17-Apr-19 04:08:17,14.125,12.082,12.788,9.380,13.740
166,17-Apr-19 04:23:17,14.125,12.115,12.817,9.490,13.720
167,17-Apr-19 04:38:17,14.125,12.064,12.788,9.450,13.700
168,17-Apr-19 04:53:17,14.063,12.127,12.817,9.520,13.690
169,17-Apr-19 05:08:17,14.063,12.075,12.788,9.480,13.670
170,17-Apr-19 05:23:17,14.063,12.075,12.788,9.470,13.650
171,17-Apr-19 05:38:17,14.063,12.097,12.788,9.480,13.610
172,17-Apr-19 05:53:17,14.000,12.113,12.817,9.460,13.590
173,17-Apr-19 06:08:17,14.000,12.048,12.788,9.460,13.560
174,17-Apr-19 06:23:17,14.000,12.059,12.788,9.490,13.560
175,17-Apr-19 06:38:17,13.938,12.126,12.788,9.440,13.540
176,17-Apr-19 06:53:17,13.938,12.080,12.758,9.510,13.530
177,17-Apr-19 07:08:17,13.938,12.094,12.758,9.510,13.500
178,17-Apr-19 07:23:17,13.875,12.068,12.788,9.560,13.500
179,17-Apr-19 07:38:17,13.938,12.044,12.847,9.580,13.470
180,17-Apr-19 07:53:17,13.875,12.169,12.877,9.610,13.460
181,17-Apr-19 08:08:17,13.875,12.197,13.026,9.690,13.440
182,17-Apr-19 08:23:17,13.875,12.136,13.384,9.760,13.450
183,17-Apr-19 08:38:17,13.875,12.076,13.801,10.000,13.460
184,17-Apr-19 08:53:17,13.938,12.138,13.891,10.260,13.490
185,17-Apr-19 09:08:17,14.063,12.042,13.861,10.360,13.510
186,17-Apr-19 09:23:17,14.125,12.160,13.891,10.480,13.560
187,17-Apr-19 09:38:17,14.125,12.062,13.861,10.610,13.590
188,17-Apr-19 09:53:17,14.188,12.130,13.920,10.650,13.600
189,17-Apr-19 10:08:17,14.250,12.143,13.920,10.690,13.630
190,17-Apr-19 10:23:17,14.313,12.108,13.891,10.790,13.650
191,17-Apr-19 10:38:17,14.375,12.156,13.920,10.880,13.680
192,17-Apr-19 10:53:17,14.438,12.219,13.920,11.070,13.700
193,17-Apr-19 11:08:17,14.500,12.110,13.891,11.150,13.740
194,17-Apr-19 11:23:17,14.563,12.116,13.920,11.350,13.770
195,17-Apr-19 11:38:17,14.563,12.101,13.920,11.450,13.760
196,17-Apr-19 11:53:17,14.688,12.085,13.920,11.650,13.730
197,17-Apr-19 12:08:17,14.688,12.089,13.920,12.010,13.730
198,17-Apr-19 12:23:17,14.750,12.044,13.920,12.230,13.590
199,17-Apr-19 12:38:17,14.750,12.083,13.920,12.500,13.460
200,17-Apr-19 12:53:17,14.750,12.054,13.920,12.440,13.670
201,17-Apr-19 13:08:17,14.938,12.040,13.891,12.610,13.760
202,17-Apr-19 13:23:17,15.063,12.030,13.891,12.630,13.550
203,17-Apr-19 13:38:17,15.063,12.064,13.920,12.720,13.300
204,17-Apr-19 13:53:17,15.063,12.057,13.891,12.580,13.330
205,17-Apr-19 14:08:17,15.000,12.094,13.891,12.610,12.950
206,17-Apr-19 14:23:17,15.000,12.043,13.891,12.790,13.200
207,17-Apr-19 14:38:17,14.938,12.078,13.891,12.640,13.040
208,17-Apr-19 14:53:17,14.938,12.020,13.891,12.700,13.160
209,17-Apr-19 15:08:17,15.125,12.043,13.920,12.660,13.520
210,17-Apr-19 15:23:17,15.125,11.948,13.920,12.600,13.600
211,17-Apr-19 15:38:17,15.250,11.967,13.920,12.740,13.750
212,17-Apr-19 15:53:17,15.438,11.961,13.891,12.710,13.790
213,17-Apr-19 16:08:17,15.563,11.948,13.920,12.890,13.710
214,17-Apr-19 16:23:17,15.438,11.966,13.920,12.700,13.600
215,17-Apr-19 16:38:17,15.375,12.018,13.920,12.700,13.660
216,17-Apr-19 16:53:17,15.500,12.012,13.920,12.530,13.840
217,17-Apr-19 17:08:17,15.313,12.018,13.891,12.790,14.000
218,17-Apr-19 17:23:17,15.500,11.937,13.920,12.450,14.100
219,17-Apr-19 17:38:17,15.688,11.987,13.920,12.320,14.060
220,17-Apr-19 17:53:17,15.875,11.960,13.891,12.020,14.370
221,17-Apr-19 18:08:17,15.938,11.928,13.891,11.010,14.570
222,17-Apr-19 18:23:17,15.938,11.945,13.891,10.740,14.680
223,17-Apr-19 18:38:17,16.125,11.953,13.801,10.380,14.820
224,17-Apr-19 18:53:17,16.188,11.945,13.682,10.150,14.960
225,17-Apr-19 19:08:17,16.438,11.977,13.265,10.010,15.200
226,17-Apr-19 19:23:17,16.500,11.993,13.056,9.800,15.250
227,17-Apr-19 19:38:17,16.563,11.866,13.026,9.700,15.290
228,17-Apr-19 19:53:17,16.625,11.947,12.996,9.600,15.340
229,17-Apr-19 20:08:17,16.563,11.770,12.966,9.360,15.400
230,17-Apr-19 20:23:17,16.563,11.799,12.966,9.070,15.490
231,17-Apr-19 20:38:17,16.563,11.815,12.966,8.950,15.530
232,17-Apr-19 20:53:17,16.563,11.839,12.937,8.780,15.570
233,17-Apr-19 21:08:17,16.563,11.871,12.937,9.050,15.380
234,17-Apr-19 21:23:17,16.563,11.790,12.937,9.160,15.300
235,17-Apr-19 21:38:17,16.500,11.824,12.937,9.190,15.300
236,17-Apr-19 21:53:17,16.500,11.837,12.937,9.200,15.170
237,17-Apr-19 22:08:17,16.438,11.813,12.907,9.320,14.970
238,17-Apr-19 22:23:17,16.375,11.810,12.907,9.330,14.950
239,17-Apr-19 22:38:17,16.375,11.839,12.937,9.170,15.210
240,17-Apr-19 22:53:17,16.375,11.855,12.937,9.080,15.200
241,17-Apr-19 23:08:17,16.375,11.847,12.877,9.080,15.210
242,17-Apr-19 23:23:17,16.375,11.864,12.907,9.050,15.350
243,17-Apr-19 23:38:17,16.313,11.886,12.877,9.110,15.360
244,17-Apr-19 23:53:17,16.313,11.808,12.877,9.100,15.500
245,18-Apr-19 00:08:17,16.313,11.806,12.847,8.830,15.720
246,18-Apr-19 00:23:17,16.250,11.098,12.877,9.030,15.730
247,18-Apr-19 00:38:17,16.188,11.290,12.847,9.230,15.760
248,18-Apr-19 00:53:17,16.125,11.297,12.877,9.280,15.750
249,18-Apr-19 01:08:17,16.125,11.311,12.847,9.420,15.750
250,18-Apr-19 01:23:17,16.125,11.370,12.877,9.170,15.750
251,18-Apr-19 01:38:17,16.125,11.331,12.877,9.020,15.700
252,18-Apr-19 01:53:17,16.063,11.309,12.877,9.400,15.660
253,18-Apr-19 02:08:17,16.063,11.377,12.847,9.430,15.630
254,18-Apr-19 02:23:17,16.000,11.505,12.847,9.450,15.620
255,18-Apr-19 02:38:17,16.000,11.394,12.847,9.480,15.610
256,18-Apr-19 02:53:17,16.000,11.431,12.817,9.350,15.590
257,18-Apr-19 03:08:17,15.938,11.383,12.758,9.370,15.580
258,18-Apr-19 03:23:17,15.938,11.365,12.817,9.450,15.580
259,18-Apr-19 03:38:17,15.938,11.375,12.817,9.370,15.570
260,18-Apr-19 03:53:17,15.938,11.459,12.817,9.320,15.570
261,18-Apr-19 04:08:17,15.938,11.389,12.817,9.390,15.560
262,18-Apr-19 04:23:17,15.938,11.430,12.817,9.250,15.540
263,18-Apr-19 04:38:17,15.938,11.369,12.847,9.210,15.540
264,18-Apr-19 04:53:17,15.875,11.384,12.847,9.230,15.510
265,18-Apr-19 05:08:17,15.875,11.505,12.817,9.270,15.500
266,18-Apr-19 05:23:17,15.875,11.515,12.817,9.210,15.480
267,18-Apr-19 05:38:17,15.875,11.467,12.817,9.110,15.470
268,18-Apr-19 05:53:17,15.875,11.452,12.847,9.060,15.450
269,18-Apr-19 06:08:17,15.875,11.416,12.788,9.040,15.420
270,18-Apr-19 06:23:17,15.813,11.461,12.788,9.070,15.400
271,18-Apr-19 06:38:17,15.750,11.439,12.817,9.100,15.380
272,18-Apr-19 06:53:17,15.750,11.487,12.788,9.180,15.360
273,18-Apr-19 07:08:17,15.750,11.499,12.758,9.180,15.350
274,18-Apr-19 07:23:17,15.750,11.488,12.788,9.260,15.350
275,18-Apr-19 07:38:17,15.750,11.392,12.996,9.570,15.350
276,18-Apr-19 07:53:17,15.750,11.529,13.175,9.650,15.340
277,18-Apr-19 08:08:17,15.750,11.532,12.996,9.520,15.320
278,18-Apr-19 08:23:17,15.750,11.533,12.996,9.520,15.290
279,18-Apr-19 08:38:17,15.750,11.446,12.966,9.360,15.290
280,18-Apr-19 08:53:17,15.688,11.322,13.056,9.380,15.230
281,18-Apr-19 09:08:17,15.688,11.409,13.116,9.350,15.190
282,18-Apr-19 09:23:17,15.750,11.376,13.563,9.610,15.170
283,18-Apr-19 09:38:17,15.750,11.438,13.891,10.070,15.200
284,18-Apr-19 09:53:17,15.813,11.359,13.891,10.630,15.220
285,18-Apr-19 10:08:17,15.875,11.320,13.920,10.670,15.190
286,18-Apr-19 10:23:17,15.875,11.274,13.891,10.880,15.090
287,18-Apr-19 10:38:17,15.875,11.198,13.891,11.140,15.060
288,18-Apr-19 10:53:17,15.938,11.212,13.920,11.550,15.050
289,18-Apr-19 11:08:17,16.000,11.190,13.891,11.140,15.050
290,18-Apr-19 11:23:17,16.000,11.236,13.920,11.090,14.810
291,18-Apr-19 11:38:17,16.063,11.274,13.920,11.310,14.600
292,18-Apr-19 11:53:17,16.063,11.174,13.891,11.370,14.350
293,18-Apr-19 12:08:17,16.125,11.163,13.920,11.720,13.950
294,18-Apr-19 12:23:17,16.188,11.239,13.891,12.150,13.700
295,18-Apr-19 12:38:17,16.125,11.214,13.891,12.560,13.620
296,18-Apr-19 12:53:17,16.063,11.194,13.891,12.740,13.610
297,18-Apr-19 13:08:17,15.938,11.514,13.891,12.860,13.560
298,18-Apr-19 13:23:17,15.500,11.495,13.920,12.930,13.570
299,18-Apr-19 13:38:17,15.188,11.493,13.891,12.520,13.500
300,18-Apr-19 13:53:17,15.188,11.479,13.920,12.460,13.460
301,18-Apr-19 14:08:17,15.000,10.988,13.891,12.530,13.430
302,18-Apr-19 14:23:17,14.875,11.654,13.920,12.500,13.340
303,18-Apr-19 14:38:17,14.688,11.501,13.920,12.540,13.210
304,18-Apr-19 14:53:17,14.500,11.565,13.920,12.630,13.200
305,18-Apr-19 15:08:17,14.438,11.707,13.891,12.760,13.210
306,18-Apr-19 15:23:17,14.625,11.554,13.920,12.400,13.460
307,18-Apr-19 15:38:17,14.875,11.615,13.920,12.540,13.470
308,18-Apr-19 15:53:17,15.250,11.714,13.920,12.480,13.470
309,18-Apr-19 16:08:17,15.313,11.572,13.920,12.500,13.500
310,18-Apr-19 16:23:17,15.188,11.570,13.891,12.470,13.570
311,18-Apr-19 16:38:17,15.250,11.387,13.861,12.250,13.470
312,18-Apr-19 16:53:17,15.438,11.679,13.920,12.420,13.380
313,18-Apr-19 17:08:17,15.125,11.627,13.920,12.200,13.600
314,18-Apr-19 17:23:17,15.125,11.794,13.920,11.980,13.600
315,18-Apr-19 17:38:17,15.250,11.871,13.920,12.300,13.660
316,18-Apr-19 17:53:17,15.625,11.663,13.920,11.770,14.080
317,18-Apr-19 18:08:17,16.313,11.786,13.920,10.970,14.020
318,18-Apr-19 18:23:17,16.563,11.773,13.891,10.740,14.530
319,18-Apr-19 18:38:17,16.688,11.787,13.861,10.580,14.520
320,18-Apr-19 18:53:17,16.750,11.548,13.771,10.410,14.770
321,18-Apr-19 19:08:17,16.813,11.547,13.712,10.320,15.280
322,18-Apr-19 19:23:17,16.688,11.579,13.771,10.200,15.650
323,18-Apr-19 19:38:17,16.688,11.893,13.235,10.130,15.650
324,18-Apr-19 19:53:17,16.688,11.886,13.056,9.910,15.700
325,18-Apr-19 20:08:17,16.750,11.851,12.996,9.830,15.790
326,18-Apr-19 20:23:17,16.875,11.905,12.996,9.760,15.710
327,18-Apr-19 20:38:17,16.813,11.895,12.996,9.730,15.690
328,18-Apr-19 20:53:17,16.813,11.859,12.966,9.640,15.980
329,18-Apr-19 21:08:17,16.813,11.820,12.966,9.560,16.020
