
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:42,1.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_DO_1m_20200824,,Exported,"Aqua4Plus 1.9.10"
# Records,  862 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,23.813,-55.091,12.639,4.690,23.440,
,Maximum,29.875,15.487,13.950,15.860,27.020,
,Mean,26.536,1.778,13.211,7.845,25.312,
,Variance,2.2918,742.7857,0.2218,8.5999,0.8816,
,Std Deviation,1.5139,27.2541,0.4710,2.9326,0.9389,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
58,25-Aug-20 07:15:11,25.375,-54.467,12.788,5.810,24.970
59,25-Aug-20 07:30:11,25.313,-54.476,12.817,5.860,24.940
60,25-Aug-20 07:45:11,25.313,-54.495,12.758,6.130,24.920
61,25-Aug-20 08:00:11,25.313,-54.452,12.728,6.300,24.890
62,25-Aug-20 08:15:11,25.250,-54.470,12.907,6.340,24.860
63,25-Aug-20 08:30:11,25.250,-54.422,12.996,6.400,24.830
64,25-Aug-20 08:45:11,25.250,-54.462,13.116,6.420,24.830
65,25-Aug-20 09:00:11,25.313,-54.451,13.086,6.810,24.820
66,25-Aug-20 09:15:11,25.500,-54.364,13.205,7.120,24.820
67,25-Aug-20 09:30:11,25.625,-54.457,13.265,7.270,24.820
68,25-Aug-20 09:45:11,25.625,-54.458,13.294,7.330,24.850
69,25-Aug-20 10:00:11,25.563,-54.373,13.175,7.400,24.900
70,25-Aug-20 10:15:11,25.563,-54.457,13.324,7.370,24.910
71,25-Aug-20 10:30:11,25.625,-54.477,13.354,7.510,25.020
72,25-Aug-20 10:45:11,25.688,-54.473,13.384,7.760,25.160
73,25-Aug-20 11:00:11,26.125,-54.461,13.324,7.960,25.270
74,25-Aug-20 11:15:11,26.500,-54.480,13.443,8.110,25.330
75,25-Aug-20 11:30:11,26.688,-54.466,13.473,8.440,25.240
76,25-Aug-20 11:45:11,26.875,-54.355,13.563,8.980,25.120
77,25-Aug-20 12:00:11,27.000,-54.449,13.533,9.830,25.080
78,25-Aug-20 12:15:11,27.375,-54.438,13.861,10.770,24.970
79,25-Aug-20 12:30:11,27.563,-54.427,13.891,11.530,25.070
80,25-Aug-20 12:45:11,27.750,-54.425,13.891,12.150,25.170
81,25-Aug-20 13:00:11,27.875,-54.336,13.891,12.390,25.200
82,25-Aug-20 13:15:11,28.063,-54.325,13.891,12.720,25.650
83,25-Aug-20 13:30:11,28.313,-54.369,13.891,13.340,26.150
84,25-Aug-20 13:45:11,28.438,-54.222,13.920,14.500,26.240
85,25-Aug-20 14:00:11,28.625,-54.466,13.891,15.040,26.250
86,25-Aug-20 14:15:11,28.750,-54.402,13.891,15.490,26.260
87,25-Aug-20 14:30:11,28.813,-54.580,13.891,15.640,26.290
88,25-Aug-20 14:45:11,28.938,-54.578,13.891,15.640,26.600
89,25-Aug-20 15:00:11,29.063,-54.591,13.920,15.550,26.220
90,25-Aug-20 15:15:11,29.250,-54.530,13.891,15.000,26.130
91,25-Aug-20 15:30:11,29.375,-54.550,13.891,14.850,26.170
92,25-Aug-20 15:45:11,29.563,-54.505,13.891,15.210,26.350
93,25-Aug-20 16:00:11,29.688,-54.573,13.891,15.090,26.570
94,25-Aug-20 16:15:11,29.688,-54.546,13.920,14.740,26.590
95,25-Aug-20 16:30:11,29.750,-54.541,13.920,14.300,26.430
96,25-Aug-20 16:45:11,29.813,-54.554,13.891,14.250,26.360
97,25-Aug-20 17:00:11,29.813,-54.443,13.920,13.280,26.230
98,25-Aug-20 17:15:11,29.688,-54.566,13.920,12.750,26.140
99,25-Aug-20 17:30:11,29.750,-54.509,13.861,12.800,26.050
100,25-Aug-20 17:45:11,29.750,-54.538,13.920,12.410,25.850
101,25-Aug-20 18:00:11,29.750,-54.539,13.891,11.280,25.860
102,25-Aug-20 18:15:11,29.688,-54.546,13.891,9.550,25.670
103,25-Aug-20 18:30:11,29.563,-54.536,13.801,8.650,25.660
104,25-Aug-20 18:45:11,29.438,-54.531,13.741,8.090,25.740
105,25-Aug-20 19:00:11,29.313,-54.459,12.996,7.780,25.530
106,25-Aug-20 19:15:11,29.250,-54.520,13.086,7.440,25.450
107,25-Aug-20 19:30:11,29.125,-54.496,12.966,7.060,25.420
108,25-Aug-20 19:45:11,29.063,-54.469,12.907,6.600,25.470
109,25-Aug-20 20:00:11,28.938,-54.366,12.817,6.320,25.390
110,25-Aug-20 20:15:11,28.688,-54.457,12.907,6.160,25.400
111,25-Aug-20 20:30:11,28.688,-54.460,12.877,5.900,25.460
112,25-Aug-20 20:45:11,28.625,-54.461,12.877,5.640,25.520
113,25-Aug-20 21:00:11,28.563,-54.482,12.788,5.530,25.560
114,25-Aug-20 21:15:11,28.438,-54.363,12.877,5.530,25.830
115,25-Aug-20 21:30:11,28.375,-54.463,12.877,5.700,25.870
116,25-Aug-20 21:45:11,28.250,-54.452,12.877,5.860,25.980
117,25-Aug-20 22:00:11,28.000,-54.350,12.728,6.020,26.700
118,25-Aug-20 22:15:11,27.813,-54.455,12.877,5.800,26.680
119,25-Aug-20 22:30:11,27.688,-54.461,12.877,5.690,26.650
120,25-Aug-20 22:45:11,27.625,-54.479,12.877,5.680,26.590
121,25-Aug-20 23:00:11,27.625,-54.505,12.728,5.690,26.510
122,25-Aug-20 23:15:11,27.625,-54.489,12.847,5.570,26.500
123,25-Aug-20 23:30:11,27.563,-54.630,12.847,5.540,26.520
124,25-Aug-20 23:45:11,27.500,-54.549,12.817,5.540,26.500
125,26-Aug-20 00:00:11,27.438,-54.699,12.758,5.490,26.490
126,26-Aug-20 00:15:11,27.438,-54.670,12.817,5.540,26.430
127,26-Aug-20 00:30:11,27.438,-54.692,12.847,5.530,26.410
128,26-Aug-20 00:45:11,27.313,-54.678,12.817,5.450,26.370
129,26-Aug-20 01:00:11,27.313,-54.803,12.728,5.450,26.300
130,26-Aug-20 01:15:11,27.250,-54.746,12.788,5.510,26.250
131,26-Aug-20 01:30:11,27.188,-54.912,12.788,5.510,26.210
132,26-Aug-20 01:45:11,27.188,-55.056,12.788,5.550,26.170
133,26-Aug-20 02:00:11,27.063,-55.085,12.668,5.560,26.110
134,26-Aug-20 02:15:11,27.000,-54.948,12.788,5.650,26.000
135,26-Aug-20 02:30:11,26.875,-55.010,12.788,5.760,25.900
136,26-Aug-20 02:45:11,26.813,-55.060,12.788,5.770,25.840
137,26-Aug-20 03:00:11,26.750,-55.083,12.639,5.690,25.790
138,26-Aug-20 03:15:11,26.750,-54.988,12.788,5.590,25.750
139,26-Aug-20 03:30:11,26.688,-54.937,12.788,5.580,25.740
140,26-Aug-20 03:45:11,26.688,-54.880,12.788,5.630,25.700
141,26-Aug-20 04:00:11,26.625,-54.912,12.639,5.740,25.650
142,26-Aug-20 04:15:11,26.563,-54.818,12.788,5.820,25.570
143,26-Aug-20 04:30:11,26.500,-54.828,12.758,5.790,25.550
144,26-Aug-20 04:45:11,26.500,-54.815,12.758,5.650,25.500
145,26-Aug-20 05:00:11,26.438,-55.091,12.668,5.500,25.480
146,26-Aug-20 05:15:11,26.438,-54.869,12.758,5.490,25.470
147,26-Aug-20 05:30:11,26.438,-54.839,12.758,5.500,25.470
148,26-Aug-20 05:45:11,26.438,-54.875,12.758,5.450,25.460
149,26-Aug-20 06:00:11,26.438,-54.815,12.639,5.390,25.430
150,26-Aug-20 06:15:11,26.375,-54.828,12.758,5.350,25.400
151,26-Aug-20 06:30:11,26.375,-54.784,12.758,5.350,25.360
152,26-Aug-20 06:45:11,26.313,-54.753,12.758,5.320,25.340
153,26-Aug-20 07:00:11,26.313,-54.812,12.639,5.340,25.310
154,26-Aug-20 07:15:11,26.250,-54.763,12.758,5.380,25.290
155,26-Aug-20 07:30:11,26.250,-54.800,12.758,5.530,25.250
156,26-Aug-20 07:45:11,26.250,-54.764,12.758,5.660,25.230
157,26-Aug-20 08:00:11,26.250,-54.737,12.668,5.830,25.200
158,26-Aug-20 08:15:11,26.188,-54.750,12.847,5.950,25.180
159,26-Aug-20 08:30:11,26.188,-54.738,12.907,6.080,25.170
160,26-Aug-20 08:45:11,26.250,-54.735,13.026,6.140,25.160
161,26-Aug-20 09:00:11,26.250,-54.741,12.996,6.540,25.160
162,26-Aug-20 09:15:11,26.375,15.338,13.145,6.940,25.150
163,26-Aug-20 09:30:11,26.500,15.351,13.235,7.150,25.160
164,26-Aug-20 09:45:11,26.438,15.360,13.265,7.330,25.170
165,26-Aug-20 10:00:11,26.500,15.364,13.175,7.430,25.210
166,26-Aug-20 10:15:11,26.563,15.377,13.265,7.430,25.270
167,26-Aug-20 10:30:11,26.625,15.394,13.294,7.560,25.330
168,26-Aug-20 10:45:11,26.750,15.370,13.324,7.720,25.390
169,26-Aug-20 11:00:11,26.875,15.370,13.235,7.910,25.400
170,26-Aug-20 11:15:11,27.063,15.374,13.354,8.190,25.380
171,26-Aug-20 11:30:11,27.188,15.342,13.354,8.670,25.460
172,26-Aug-20 11:45:11,27.063,15.352,13.443,9.430,25.360
173,26-Aug-20 12:00:11,27.500,15.345,13.384,10.120,25.310
174,26-Aug-20 12:15:11,27.688,15.336,13.652,10.990,25.300
175,26-Aug-20 12:30:11,27.875,15.342,13.891,11.580,25.300
176,26-Aug-20 12:45:11,28.125,15.344,13.891,12.120,25.360
177,26-Aug-20 13:00:11,28.438,15.349,13.891,12.690,25.460
178,26-Aug-20 13:15:11,28.625,15.310,13.920,13.240,25.570
179,26-Aug-20 13:30:11,28.875,15.334,13.920,14.220,25.620
180,26-Aug-20 13:45:11,29.188,15.329,13.920,15.140,25.630
181,26-Aug-20 14:00:11,29.438,15.365,13.920,15.370,25.640
182,26-Aug-20 14:15:11,29.625,15.308,13.920,15.470,25.670
183,26-Aug-20 14:30:11,29.813,15.338,13.891,15.860,25.780
184,26-Aug-20 14:45:11,29.875,15.338,13.920,15.740,25.730
185,26-Aug-20 15:00:11,29.750,15.341,13.920,15.760,25.730
186,26-Aug-20 15:15:11,29.813,15.346,13.920,15.780,25.720
187,26-Aug-20 15:30:11,29.813,15.314,13.920,15.770,25.710
188,26-Aug-20 15:45:11,29.750,15.322,13.920,15.520,25.560
189,26-Aug-20 16:00:11,29.563,15.326,13.920,15.280,25.500
190,26-Aug-20 16:15:11,29.438,15.309,13.920,14.480,25.200
191,26-Aug-20 16:30:11,29.250,15.326,13.891,14.740,25.110
192,26-Aug-20 16:45:11,28.875,15.320,13.920,13.410,25.110
193,26-Aug-20 17:00:11,28.625,15.329,13.831,12.320,25.200
194,26-Aug-20 17:15:11,28.688,15.339,13.920,10.890,25.170
195,26-Aug-20 17:30:11,29.063,15.308,13.891,10.120,25.210
196,26-Aug-20 17:45:11,29.250,15.315,13.920,11.270,25.160
197,26-Aug-20 18:00:11,29.250,15.316,13.056,10.270,25.030
198,26-Aug-20 18:15:11,29.063,15.308,13.712,8.980,24.990
199,26-Aug-20 18:30:11,29.375,15.310,13.920,8.510,24.920
200,26-Aug-20 18:45:11,29.563,15.315,13.831,8.300,24.960
201,26-Aug-20 19:00:11,29.563,15.304,13.026,7.980,25.030
202,26-Aug-20 19:15:11,29.313,15.315,13.145,7.700,25.110
203,26-Aug-20 19:30:11,29.188,15.323,13.026,7.340,25.180
204,26-Aug-20 19:45:11,29.000,15.317,12.966,6.970,25.240
205,26-Aug-20 20:00:11,28.813,15.315,12.817,6.530,25.400
206,26-Aug-20 20:15:11,28.625,15.301,12.907,6.140,25.520
207,26-Aug-20 20:30:11,28.500,15.341,12.907,5.910,25.600
208,26-Aug-20 20:45:11,28.375,15.321,12.907,5.750,25.760
209,26-Aug-20 21:00:11,28.313,15.336,12.817,5.750,25.900
210,26-Aug-20 21:15:11,28.313,15.327,12.907,5.650,26.200
211,26-Aug-20 21:30:11,28.313,15.341,12.907,5.600,26.170
212,26-Aug-20 21:45:11,28.250,15.348,12.907,5.480,26.210
213,26-Aug-20 22:00:11,28.063,15.322,12.817,5.410,26.740
214,26-Aug-20 22:15:11,28.125,15.342,12.877,5.350,26.980
215,26-Aug-20 22:30:11,28.125,15.339,12.877,5.260,27.020
216,26-Aug-20 22:45:11,28.000,15.341,12.877,5.120,27.010
217,26-Aug-20 23:00:11,28.000,15.355,12.758,5.150,26.970
218,26-Aug-20 23:15:11,27.938,15.346,12.847,5.210,26.930
219,26-Aug-20 23:30:11,27.625,15.326,12.847,5.210,26.880
220,26-Aug-20 23:45:11,27.813,15.353,12.847,5.200,26.840
221,27-Aug-20 00:00:11,27.750,15.349,12.758,5.210,26.810
222,27-Aug-20 00:15:11,27.813,15.356,12.847,5.260,26.780
223,27-Aug-20 00:30:11,27.750,15.319,12.817,5.330,26.740
224,27-Aug-20 00:45:11,27.688,15.347,12.847,5.370,26.680
225,27-Aug-20 01:00:11,27.625,15.343,12.758,5.390,26.640
226,27-Aug-20 01:15:11,27.563,15.345,12.847,5.440,26.600
227,27-Aug-20 01:30:11,27.563,15.362,12.847,5.490,26.580
228,27-Aug-20 01:45:11,27.500,15.339,12.847,5.480,26.540
229,27-Aug-20 02:00:11,27.500,15.339,12.698,5.520,26.500
230,27-Aug-20 02:15:11,27.500,15.325,12.817,5.520,26.480
231,27-Aug-20 02:30:11,27.438,15.327,12.847,5.500,26.470
232,27-Aug-20 02:45:11,27.438,15.346,12.817,5.380,26.430
233,27-Aug-20 03:00:11,27.375,15.326,12.728,5.330,26.410
234,27-Aug-20 03:15:11,27.375,15.319,12.788,5.330,26.360
235,27-Aug-20 03:30:11,27.313,15.324,12.788,5.340,26.300
236,27-Aug-20 03:45:11,27.313,15.335,12.817,5.350,26.260
237,27-Aug-20 04:00:11,27.188,15.319,12.698,5.370,26.220
238,27-Aug-20 04:15:11,27.188,15.298,12.788,5.320,26.200
239,27-Aug-20 04:30:11,27.125,15.310,12.817,5.280,26.150
240,27-Aug-20 04:45:11,27.125,15.306,12.817,5.260,26.110
241,27-Aug-20 05:00:11,27.125,15.315,12.698,5.230,26.070
242,27-Aug-20 05:15:11,27.063,15.334,12.788,5.250,26.040
243,27-Aug-20 05:30:11,27.000,15.315,12.788,5.240,26.000
244,27-Aug-20 05:45:11,26.938,15.324,12.788,5.290,25.970
245,27-Aug-20 06:00:11,26.938,15.336,12.698,5.290,25.910
246,27-Aug-20 06:15:11,26.875,15.304,12.788,5.280,25.860
247,27-Aug-20 06:30:11,26.813,15.316,12.788,5.350,25.830
248,27-Aug-20 06:45:11,26.813,15.329,12.788,5.410,25.780
249,27-Aug-20 07:00:11,26.750,15.299,12.639,5.460,25.730
250,27-Aug-20 07:15:11,26.750,15.306,12.758,5.600,25.710
251,27-Aug-20 07:30:11,26.688,15.348,12.788,5.720,25.700
252,27-Aug-20 07:45:11,26.688,15.298,12.788,5.930,25.670
253,27-Aug-20 08:00:11,26.688,15.294,12.758,6.130,25.650
254,27-Aug-20 08:15:11,26.625,15.321,12.937,6.350,25.620
255,27-Aug-20 08:30:11,26.688,15.301,13.116,6.540,25.600
256,27-Aug-20 08:45:11,26.625,15.327,13.235,6.620,25.570
257,27-Aug-20 09:00:11,26.688,15.305,13.265,7.060,25.580
258,27-Aug-20 09:15:11,26.813,15.329,13.384,7.460,25.600
259,27-Aug-20 09:30:11,26.875,15.306,13.414,7.700,25.620
260,27-Aug-20 09:45:11,26.875,15.301,13.473,8.000,25.660
261,27-Aug-20 10:00:11,26.813,15.303,13.354,8.150,25.700
262,27-Aug-20 10:15:11,26.875,15.296,13.443,8.080,25.740
263,27-Aug-20 10:30:11,26.938,15.337,13.473,7.920,25.760
264,27-Aug-20 10:45:11,27.063,15.314,13.473,7.950,25.780
265,27-Aug-20 11:00:11,27.063,15.294,13.384,8.040,25.730
266,27-Aug-20 11:15:11,27.125,15.320,13.533,8.300,25.720
267,27-Aug-20 11:30:11,27.250,15.294,13.592,8.660,25.720
268,27-Aug-20 11:45:11,27.250,15.284,13.622,9.160,25.740
269,27-Aug-20 12:00:11,27.375,15.320,13.503,9.800,25.760
270,27-Aug-20 12:15:11,27.375,15.308,13.891,10.710,25.790
271,27-Aug-20 12:30:11,27.438,15.291,13.920,11.440,25.750
272,27-Aug-20 12:45:11,27.438,15.286,13.920,12.090,25.730
273,27-Aug-20 13:00:11,27.500,15.313,13.891,12.900,25.690
274,27-Aug-20 13:15:11,27.625,15.316,13.920,13.420,25.710
275,27-Aug-20 13:30:11,27.688,15.339,13.891,13.910,25.780
276,27-Aug-20 13:45:11,27.750,15.347,13.920,12.320,25.790
277,27-Aug-20 14:00:11,27.688,15.351,13.891,10.930,25.700
278,27-Aug-20 14:15:11,27.688,15.354,13.920,11.790,25.770
279,27-Aug-20 14:30:11,27.563,15.354,13.920,12.010,25.810
280,27-Aug-20 14:45:11,27.938,15.333,13.920,12.030,25.850
281,27-Aug-20 15:00:11,27.688,15.310,13.920,13.400,25.830
282,27-Aug-20 15:15:11,27.625,15.262,13.920,12.230,25.640
283,27-Aug-20 15:30:11,28.000,15.301,13.891,13.360,25.560
284,27-Aug-20 15:45:11,28.063,15.357,13.920,13.520,25.360
285,27-Aug-20 16:00:11,28.250,15.387,13.920,12.470,25.300
286,27-Aug-20 16:15:11,27.875,15.355,13.920,12.800,25.230
287,27-Aug-20 16:30:11,28.250,15.281,13.891,12.620,25.300
288,27-Aug-20 16:45:11,28.375,15.287,13.920,12.310,25.510
289,27-Aug-20 17:00:11,28.438,15.362,13.891,12.650,25.780
290,27-Aug-20 17:15:11,28.500,15.367,13.920,11.780,26.030
291,27-Aug-20 17:30:11,28.500,15.366,13.920,11.290,26.110
292,27-Aug-20 17:45:11,28.500,15.332,13.920,10.520,26.060
293,27-Aug-20 18:00:11,28.375,15.299,13.265,10.010,25.680
294,27-Aug-20 18:15:11,28.375,15.301,13.861,9.460,25.720
295,27-Aug-20 18:30:11,28.375,15.282,13.920,9.060,25.700
296,27-Aug-20 18:45:11,28.313,15.286,13.801,8.710,25.700
297,27-Aug-20 19:00:11,28.313,15.304,13.026,8.320,25.680
298,27-Aug-20 19:15:11,28.375,15.295,13.116,7.900,25.640
299,27-Aug-20 19:30:11,28.313,15.292,12.966,7.410,25.780
300,27-Aug-20 19:45:11,28.250,15.314,12.907,6.910,25.890
301,27-Aug-20 20:00:11,28.063,15.315,12.788,6.350,25.890
302,27-Aug-20 20:15:11,28.125,15.313,12.937,6.100,25.910
303,27-Aug-20 20:30:11,28.125,15.317,12.907,5.930,25.760
304,27-Aug-20 20:45:11,28.063,15.306,12.907,5.960,25.750
305,27-Aug-20 21:00:11,27.938,15.331,12.788,5.910,26.030
306,27-Aug-20 21:15:11,28.063,15.327,12.907,5.640,26.420
307,27-Aug-20 21:30:11,27.875,15.324,12.877,5.500,26.780
308,27-Aug-20 21:45:11,27.813,15.333,12.907,5.390,26.790
309,27-Aug-20 22:00:11,27.750,15.344,12.758,5.290,26.840
310,27-Aug-20 22:15:11,27.750,15.311,12.907,5.310,26.790
311,27-Aug-20 22:30:11,27.750,15.342,12.877,5.290,26.770
312,27-Aug-20 22:45:11,27.750,15.331,12.847,5.300,26.730
313,27-Aug-20 23:00:11,27.688,15.353,12.758,5.360,26.700
314,27-Aug-20 23:15:11,27.375,15.372,12.847,5.400,26.690
315,27-Aug-20 23:30:11,27.500,15.364,12.877,5.340,26.680
316,27-Aug-20 23:45:11,27.563,15.363,12.847,5.310,26.640
317,28-Aug-20 00:00:11,27.438,15.357,12.728,5.280,26.600
318,28-Aug-20 00:15:11,27.438,15.357,12.847,5.250,26.550
319,28-Aug-20 00:30:11,27.375,15.328,12.847,5.270,26.510
320,28-Aug-20 00:45:11,27.313,15.354,12.817,5.290,26.480
321,28-Aug-20 01:00:11,27.188,15.355,12.728,5.320,26.440
322,28-Aug-20 01:15:11,27.313,15.348,12.847,5.320,26.430
323,28-Aug-20 01:30:11,27.375,15.347,12.847,5.320,26.400
324,28-Aug-20 01:45:11,27.375,15.356,12.847,5.300,26.370
