miniWiper Concatenated Data File
Logger:             5958-292374
Concatenation Date: 2019Jun14 16:04:02 EDT
Wipe Type: 1 Scrub: 0 Angle: 45 (deg)
Timeout: 10 (second)  Threshold: 200 (mA)


            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Wipes Completed,     Wipe Time,  Forward Start Current,  Average Current,  Reverse Start Current,  Final Current,  Source Resistance
                  (Second),                        (none),                        (none),        (Volt),       (deg C),           (none),      (second),                   (mA),             (mA),                   (mA),           (mA),              (Ohm)
                1547618400,           2019-01-16 06:00:00,           2019-01-16 01:00:00,      3.410000,     10.711000,             1058,           5.9,                   85.7,             76.8,                   85.7,          226.7,                1.2
                1547625600,           2019-01-16 08:00:00,           2019-01-16 03:00:00,      3.360000,     10.190000,             1059,           5.8,                   92.6,             75.2,                   92.6,          210.5,                1.1
                1547632800,           2019-01-16 10:00:00,           2019-01-16 05:00:00,      3.410000,     10.190000,             1060,           5.8,                   86.9,             74.8,                   86.9,          225.7,                1.2
                1547640000,           2019-01-16 12:00:00,           2019-01-16 07:00:00,      3.410000,     10.450000,             1061,           5.9,                   86.4,             77.1,                   86.4,          225.4,                1.2
                1547647200,           2019-01-16 14:00:00,           2019-01-16 09:00:00,      3.410000,     10.190000,             1062,           5.8,                   87.3,             73.9,                   87.3,          232.5,                1.2
                1547654400,           2019-01-16 16:00:00,           2019-01-16 11:00:00,      3.410000,     10.972000,             1063,           5.9,                   85.6,             76.5,                   85.6,          232.6,                1.2
                1547661600,           2019-01-16 18:00:00,           2019-01-16 13:00:00,      3.410000,     10.450000,             1064,           5.8,                   87.3,             73.4,                   87.3,          235.3,                1.2
                1547668800,           2019-01-16 20:00:00,           2019-01-16 15:00:00,      3.410000,     11.232000,             1065,           5.9,                   85.2,             76.5,                   85.2,          230.5,                1.2
                1547676000,           2019-01-16 22:00:00,           2019-01-16 17:00:00,      3.360000,     10.450000,             1066,           5.8,                   91.4,             74.3,                   91.4,          221.8,                1.0
                1547683200,           2019-01-17 00:00:00,           2019-01-16 19:00:00,      3.410000,     10.450000,             1067,           5.8,                   86.3,             73.6,                   86.3,          236.4,                1.2
                1547690400,           2019-01-17 02:00:00,           2019-01-16 21:00:00,      3.410000,     10.711000,             1068,           5.9,                   84.7,             75.7,                   84.7,          234.9,                1.2
                1547697600,           2019-01-17 04:00:00,           2019-01-16 23:00:00,      3.410000,     10.711000,             1069,           5.7,                   87.5,             72.6,                   87.5,          200.7,                1.2
                1547704800,           2019-01-17 06:00:00,           2019-01-17 01:00:00,      3.420000,     10.450000,             1070,           5.8,                   84.4,             75.4,                   84.4,          200.9,                1.2
                1547712000,           2019-01-17 08:00:00,           2019-01-17 03:00:00,      3.420000,     10.711000,             1071,           5.7,                   87.8,             72.6,                   87.8,          201.4,                1.2
                1547719200,           2019-01-17 10:00:00,           2019-01-17 05:00:00,      3.410000,     10.450000,             1072,           5.9,                   85.3,             75.7,                   85.3,          235.4,                1.2
                1547726400,           2019-01-17 12:00:00,           2019-01-17 07:00:00,      3.360000,     10.711000,             1073,           5.8,                   91.8,             73.8,                   91.8,          227.3,                1.0
                1547733600,           2019-01-17 14:00:00,           2019-01-17 09:00:00,      3.410000,     10.711000,             1074,           5.8,                   86.5,             73.5,                   86.5,          232.1,                1.2
                1547740800,           2019-01-17 16:00:00,           2019-01-17 11:00:00,      3.410000,     10.972000,             1075,           5.9,                   85.4,             76.5,                   85.4,          231.3,                1.2
                1547748000,           2019-01-17 18:00:00,           2019-01-17 13:00:00,      3.410000,     10.972000,             1076,           5.8,                   88.6,             73.8,                   88.6,          230.3,                1.2
                1547755200,           2019-01-17 20:00:00,           2019-01-17 15:00:00,      3.410000,     10.972000,             1077,           5.9,                   85.5,             76.5,                   85.5,          229.7,                1.2
                1547762400,           2019-01-17 22:00:00,           2019-01-17 17:00:00,      3.410000,     10.711000,             1078,           5.8,                   88.1,             73.7,                   88.1,          229.0,                1.2
                1547769600,           2019-01-18 00:00:00,           2019-01-17 19:00:00,      3.410000,     10.972000,             1079,           5.9,                   86.0,             76.6,                   86.0,          226.9,                1.2
                1547776800,           2019-01-18 02:00:00,           2019-01-17 21:00:00,      3.360000,     10.450000,             1080,           5.8,                   91.7,             74.7,                   91.7,          217.7,                1.0
                1547784000,           2019-01-18 04:00:00,           2019-01-17 23:00:00,      3.410000,     10.972000,             1081,           5.8,                   86.5,             74.3,                   86.5,          227.8,                1.2
                1547791200,           2019-01-18 06:00:00,           2019-01-18 01:00:00,      3.410000,     10.450000,             1082,           5.9,                   86.1,             76.6,                   86.1,          229.8,                1.2
                1547798400,           2019-01-18 08:00:00,           2019-01-18 03:00:00,      3.410000,     10.450000,             1083,           5.8,                   87.7,             73.8,                   87.7,          230.1,                1.2
                1547805600,           2019-01-18 10:00:00,           2019-01-18 05:00:00,      3.420000,     10.450000,             1084,           5.9,                   85.1,             76.0,                   85.1,          235.3,                1.2
                1547812800,           2019-01-18 12:00:00,           2019-01-18 07:00:00,      3.410000,     10.711000,             1085,           5.8,                   87.5,             73.0,                   87.5,          235.3,                1.2
                1547820000,           2019-01-18 14:00:00,           2019-01-18 09:00:00,      3.410000,     10.711000,             1086,           5.9,                   86.3,             75.5,                   86.3,          236.4,                1.2
                1547827200,           2019-01-18 16:00:00,           2019-01-18 11:00:00,      3.360000,     10.190000,             1087,           5.7,                   90.7,             72.9,                   90.7,          202.6,                1.0
                1547834400,           2019-01-18 18:00:00,           2019-01-18 13:00:00,      3.410000,     10.190000,             1088,           5.7,                   85.8,             72.8,                   85.8,          207.7,                1.2
                1547841600,           2019-01-18 20:00:00,           2019-01-18 15:00:00,      3.410000,     10.711000,             1089,           5.8,                   86.0,             75.6,                   86.0,          202.2,                1.2
                1547848800,           2019-01-18 22:00:00,           2019-01-18 17:00:00,      3.410000,     10.711000,             1090,           5.7,                   86.0,             72.4,                   86.0,          211.1,                1.2
                1547856000,           2019-01-19 00:00:00,           2019-01-18 19:00:00,      3.420000,     10.711000,             1091,           5.9,                   85.9,             75.8,                   85.9,          236.6,                1.2
                1547863200,           2019-01-19 02:00:00,           2019-01-18 21:00:00,      3.420000,     10.972000,             1092,           5.8,                   86.9,             73.5,                   86.9,          231.1,                1.2
                1547870400,           2019-01-19 04:00:00,           2019-01-18 23:00:00,      3.420000,     10.711000,             1093,           5.9,                   85.5,             76.5,                   85.5,          235.6,                1.2
                1547877600,           2019-01-19 06:00:00,           2019-01-19 01:00:00,      3.360000,     10.450000,             1094,           5.8,                   92.5,             74.0,                   92.5,          232.8,                1.0
                1547884800,           2019-01-19 08:00:00,           2019-01-19 03:00:00,      3.410000,     10.190000,             1095,           5.8,                   87.7,             73.1,                   87.7,          235.8,                1.2
                1547892000,           2019-01-19 10:00:00,           2019-01-19 05:00:00,      3.410000,     10.711000,             1096,           5.9,                   85.6,             76.0,                   85.6,          236.3,                1.2
                1547899200,           2019-01-19 12:00:00,           2019-01-19 07:00:00,      3.410000,     10.711000,             1097,           5.7,                   87.6,             72.4,                   87.6,          200.8,                1.2
                1547906400,           2019-01-19 14:00:00,           2019-01-19 09:00:00,      3.420000,     11.232000,             1098,           5.8,                   85.7,             75.2,                   85.7,          211.6,                1.2
                1547913600,           2019-01-19 16:00:00,           2019-01-19 11:00:00,      3.420000,     11.232000,             1099,           5.7,                   86.3,             71.8,                   86.3,          211.0,                1.2
                1547920800,           2019-01-19 18:00:00,           2019-01-19 13:00:00,      3.420000,     10.972000,             1100,           5.8,                   84.6,             74.4,                   84.6,          215.6,                1.2
                1547928000,           2019-01-19 20:00:00,           2019-01-19 15:00:00,      3.360000,     10.711000,             1101,           5.8,                   90.9,             72.7,                   90.9,          236.2,                1.0
                1547935200,           2019-01-19 22:00:00,           2019-01-19 17:00:00,      3.410000,     10.711000,             1102,           5.7,                   85.2,             72.8,                   85.2,          202.2,                1.2
                1547942400,           2019-01-20 00:00:00,           2019-01-19 19:00:00,      3.410000,     10.711000,             1103,           5.8,                   86.1,             75.6,                   86.1,          204.0,                1.2
                1547949600,           2019-01-20 02:00:00,           2019-01-19 21:00:00,      3.410000,     10.972000,             1104,           5.7,                   86.6,             72.7,                   86.6,          203.1,                1.2
                1547956800,           2019-01-20 04:00:00,           2019-01-19 23:00:00,      3.420000,     10.711000,             1105,           5.8,                   86.3,             75.5,                   86.3,          204.4,                1.2
                1547964000,           2019-01-20 06:00:00,           2019-01-20 01:00:00,      3.410000,     10.711000,             1106,           5.7,                   86.2,             72.6,                   86.2,          202.2,                1.2
                1547971200,           2019-01-20 08:00:00,           2019-01-20 03:00:00,      3.410000,     10.450000,             1107,           5.8,                   86.3,             75.4,                   86.3,          204.6,                1.2
                1547978400,           2019-01-20 10:00:00,           2019-01-20 05:00:00,      3.360000,     10.450000,             1108,           5.8,                   90.9,             73.1,                   90.9,          235.0,                1.0
                1547985600,           2019-01-20 12:00:00,           2019-01-20 07:00:00,      3.410000,     10.711000,             1109,           5.7,                   85.9,             72.8,                   85.9,          204.6,                1.2
                1547992800,           2019-01-20 14:00:00,           2019-01-20 09:00:00,      3.410000,     10.711000,             1110,           5.9,                   85.9,             76.0,                   85.9,          235.3,                1.2
                1548000000,           2019-01-20 16:00:00,           2019-01-20 11:00:00,      3.410000,     10.711000,             1111,           5.7,                   86.4,             72.7,                   86.4,          206.4,                1.2
                1548007200,           2019-01-20 18:00:00,           2019-01-20 13:00:00,      3.410000,     11.232000,             1112,           5.9,                   85.7,             76.0,                   85.7,          234.5,                1.2
                1548014400,           2019-01-20 20:00:00,           2019-01-20 15:00:00,      3.410000,     11.232000,             1113,           5.8,                   87.0,             73.0,                   87.0,          234.8,                1.2
                1548021600,           2019-01-20 22:00:00,           2019-01-20 17:00:00,      3.420000,     11.493000,             1114,           5.9,                   86.7,             76.5,                   86.7,          228.5,                1.2
                1548028800,           2019-01-21 00:00:00,           2019-01-20 19:00:00,      3.360000,     10.190000,             1115,           5.8,                   91.6,             74.6,                   91.6,          226.9,                1.0
                1548036000,           2019-01-21 02:00:00,           2019-01-20 21:00:00,      3.410000,     10.450000,             1116,           5.8,                   87.5,             73.8,                   87.5,          230.8,                1.2
                1548043200,           2019-01-21 04:00:00,           2019-01-20 23:00:00,      3.410000,     10.972000,             1117,           5.9,                   86.0,             76.3,                   86.0,          232.8,                1.2
                1548050400,           2019-01-21 06:00:00,           2019-01-21 01:00:00,      3.410000,     10.190000,             1118,           5.8,                   87.5,             73.3,                   87.5,          233.5,                1.2
                1548057600,           2019-01-21 08:00:00,           2019-01-21 03:00:00,      3.410000,     10.190000,             1119,           5.9,                   86.4,             76.6,                   86.4,          232.0,                1.2
                1548064800,           2019-01-21 10:00:00,           2019-01-21 05:00:00,      3.410000,      9.929000,             1120,           5.8,                   88.1,             73.7,                   88.1,          229.9,                1.2
                1548072000,           2019-01-21 12:00:00,           2019-01-21 07:00:00,      3.410000,      9.668000,             1121,           5.9,                   86.4,             77.0,                   86.4,          226.5,                1.2
                1548079200,           2019-01-21 14:00:00,           2019-01-21 09:00:00,      3.350000,      8.886000,             1122,           5.8,                   92.6,             75.1,                   92.6,          219.6,                1.0
                1548086400,           2019-01-21 16:00:00,           2019-01-21 11:00:00,      3.400000,      9.147000,             1123,           5.8,                   86.2,             74.4,                   86.2,          234.0,                1.2
                1548093600,           2019-01-21 18:00:00,           2019-01-21 13:00:00,      3.400000,      9.408000,             1124,           5.9,                   86.9,             76.9,                   86.9,          228.9,                1.2
                1548100800,           2019-01-21 20:00:00,           2019-01-21 15:00:00,      3.410000,     10.190000,             1125,           5.8,                   88.1,             74.4,                   88.1,          232.3,                1.2
                1548108000,           2019-01-21 22:00:00,           2019-01-21 17:00:00,      3.410000,      9.668000,             1126,           5.9,                   86.9,             77.3,                   86.9,          229.4,                1.2
                1548115200,           2019-01-22 00:00:00,           2019-01-21 19:00:00,      3.410000,      9.668000,             1127,           5.8,                   88.9,             74.7,                   88.9,          226.0,                1.2
                1548122400,           2019-01-22 02:00:00,           2019-01-21 21:00:00,      3.410000,      9.929000,             1128,           5.9,                   87.7,             78.1,                   87.7,          220.0,                1.2
                1548129600,           2019-01-22 04:00:00,           2019-01-21 23:00:00,      3.350000,      9.147000,             1129,           5.8,                   91.6,             75.7,                   91.6,          211.4,                1.1
                1548136800,           2019-01-22 06:00:00,           2019-01-22 01:00:00,      3.400000,      9.147000,             1130,           5.8,                   87.1,             74.7,                   87.1,          228.4,                1.2
                1548144000,           2019-01-22 08:00:00,           2019-01-22 03:00:00,      3.400000,      9.929000,             1131,           5.9,                   88.0,             77.7,                   88.0,          225.4,                1.2
                1548151200,           2019-01-22 10:00:00,           2019-01-22 05:00:00,      3.400000,      9.929000,             1132,           5.8,                   88.5,             74.2,                   88.5,          231.7,                1.2
                1548158400,           2019-01-22 12:00:00,           2019-01-22 07:00:00,      3.410000,      9.929000,             1133,           5.9,                   86.6,             77.0,                   86.6,          233.5,                1.2
                1548165600,           2019-01-22 14:00:00,           2019-01-22 09:00:00,      3.410000,      9.929000,             1134,           5.8,                   88.5,             73.6,                   88.5,          234.4,                1.2
                1548172800,           2019-01-22 16:00:00,           2019-01-22 11:00:00,      3.410000,      9.929000,             1135,           5.9,                   87.2,             76.7,                   87.2,          232.3,                1.2
                1548180000,           2019-01-22 18:00:00,           2019-01-22 13:00:00,      3.350000,      9.929000,             1136,           5.8,                   91.9,             74.9,                   91.9,          225.6,                1.0
                1548187200,           2019-01-22 20:00:00,           2019-01-22 15:00:00,      3.400000,      9.408000,             1137,           5.8,                   86.3,             73.4,                   86.3,          236.9,                1.2
                1548194400,           2019-01-22 22:00:00,           2019-01-22 17:00:00,      3.410000,     10.450000,             1138,           5.9,                   86.9,             76.3,                   86.9,          236.3,                1.2
                1548201600,           2019-01-23 00:00:00,           2019-01-22 19:00:00,      3.410000,     10.972000,             1139,           5.8,                   88.4,             73.4,                   88.4,          237.2,                1.2
                1548208800,           2019-01-23 02:00:00,           2019-01-22 21:00:00,      3.410000,      9.929000,             1140,           5.8,                   86.6,             75.9,                   86.6,          205.0,                1.2
                1548216000,           2019-01-23 04:00:00,           2019-01-22 23:00:00,      3.410000,     10.711000,             1141,           5.7,                   87.4,             72.9,                   87.4,          207.8,                1.2
                1548223200,           2019-01-23 06:00:00,           2019-01-23 01:00:00,      3.410000,     10.190000,             1142,           5.8,                   86.9,             76.0,                   86.9,          203.1,                1.2
                1548230400,           2019-01-23 08:00:00,           2019-01-23 03:00:00,      3.360000,     10.190000,             1143,           5.8,                   91.6,             73.2,                   91.6,          237.1,                1.0
                1548237600,           2019-01-23 10:00:00,           2019-01-23 05:00:00,      3.400000,     10.450000,             1144,           5.7,                   85.4,             72.5,                   85.4,          209.9,                1.2
                1548244800,           2019-01-23 12:00:00,           2019-01-23 07:00:00,      3.410000,     10.450000,             1145,           5.8,                   86.4,             75.3,                   86.4,          210.5,                1.2
                1548252000,           2019-01-23 14:00:00,           2019-01-23 09:00:00,      3.410000,     10.450000,             1146,           5.7,                   85.8,             72.1,                   85.8,          220.5,                1.2
                1548259200,           2019-01-23 16:00:00,           2019-01-23 11:00:00,      3.410000,     10.711000,             1147,           5.8,                   85.7,             75.2,                   85.7,          212.1,                1.2
                1548266400,           2019-01-23 18:00:00,           2019-01-23 13:00:00,      3.410000,     10.450000,             1148,           5.7,                   87.7,             72.1,                   87.7,          211.9,                1.2
                1548273600,           2019-01-23 20:00:00,           2019-01-23 15:00:00,      3.410000,     10.711000,             1149,           5.8,                   86.3,             75.3,                   86.3,          208.1,                1.2
                1548280800,           2019-01-23 22:00:00,           2019-01-23 17:00:00,      3.360000,     10.450000,             1150,           5.8,                   92.2,             73.1,                   92.2,          235.4,                1.0
                1548288000,           2019-01-24 00:00:00,           2019-01-23 19:00:00,      3.400000,     10.190000,             1151,           5.7,                   86.6,             72.3,                   86.6,          201.7,                1.2
                1548295200,           2019-01-24 02:00:00,           2019-01-23 21:00:00,      3.410000,     10.972000,             1152,           5.8,                   86.3,             75.7,                   86.3,          208.3,                1.2
                1548302400,           2019-01-24 04:00:00,           2019-01-23 23:00:00,      3.410000,     10.190000,             1153,           5.7,                   87.0,             72.7,                   87.0,          201.0,                1.2
                1548309600,           2019-01-24 06:00:00,           2019-01-24 01:00:00,      3.410000,     10.711000,             1154,           5.8,                   86.3,             75.1,                   86.3,          208.3,                1.2
                1548316800,           2019-01-24 08:00:00,           2019-01-24 03:00:00,      3.410000,     10.711000,             1155,           5.7,                   88.1,             72.6,                   88.1,          203.5,                1.2
                1548324000,           2019-01-24 10:00:00,           2019-01-24 05:00:00,      3.410000,     10.450000,             1156,           5.8,                   86.0,             74.9,                   86.0,          215.2,                1.2
                1548331200,           2019-01-24 12:00:00,           2019-01-24 07:00:00,      3.360000,      9.929000,             1157,           5.7,                   91.3,             72.6,                   91.3,          205.6,                1.0
                1548338400,           2019-01-24 14:00:00,           2019-01-24 09:00:00,      3.400000,     10.972000,             1158,           5.7,                   85.4,             71.9,                   85.4,          216.7,                1.2
                1548345600,           2019-01-24 16:00:00,           2019-01-24 11:00:00,      3.410000,     10.190000,             1159,           5.8,                   86.6,             75.5,                   86.6,          214.1,                1.2
                1548352800,           2019-01-24 18:00:00,           2019-01-24 13:00:00,      3.410000,      9.929000,             1160,           5.7,                   88.0,             72.7,                   88.0,          201.9,                1.2
                1548360000,           2019-01-24 20:00:00,           2019-01-24 15:00:00,      3.410000,     10.711000,             1161,           5.8,                   86.0,             75.1,                   86.0,          214.9,                1.2
                1548367200,           2019-01-24 22:00:00,           2019-01-24 17:00:00,      3.410000,     10.190000,             1162,           5.7,                   88.8,             72.5,                   88.8,          205.8,                1.2
                1548374400,           2019-01-25 00:00:00,           2019-01-24 19:00:00,      3.410000,     10.711000,             1163,           5.8,                   86.2,             75.1,                   86.2,          209.5,                1.2
                1548381600,           2019-01-25 02:00:00,           2019-01-24 21:00:00,      3.350000,      9.668000,             1164,           5.7,                   92.6,             73.3,                   92.6,          202.9,                1.0
                1548388800,           2019-01-25 04:00:00,           2019-01-24 23:00:00,      3.400000,      9.668000,             1165,           5.7,                   87.8,             72.8,                   87.8,          201.7,                1.2
                1548396000,           2019-01-25 06:00:00,           2019-01-25 01:00:00,      3.410000,      9.929000,             1166,           5.8,                   86.2,             75.8,                   86.2,          210.8,                1.2
                1548403200,           2019-01-25 08:00:00,           2019-01-25 03:00:00,      3.410000,      9.668000,             1167,           5.7,                   88.0,             72.5,                   88.0,          203.4,                1.2
                1548410400,           2019-01-25 10:00:00,           2019-01-25 05:00:00,      3.410000,      9.929000,             1168,           5.8,                   86.3,             75.5,                   86.3,          212.8,                1.2
                1548417600,           2019-01-25 12:00:00,           2019-01-25 07:00:00,      3.410000,      9.929000,             1169,           5.8,                   89.5,             73.3,                   89.5,          237.6,                1.2
                1548424800,           2019-01-25 14:00:00,           2019-01-25 09:00:00,      3.410000,      9.929000,             1170,           5.8,                   85.9,             74.7,                   85.9,          219.0,                1.2
                1548432000,           2019-01-25 16:00:00,           2019-01-25 11:00:00,      3.350000,      9.408000,             1171,           5.7,                   93.2,             72.9,                   93.2,          205.5,                1.0
                1548439200,           2019-01-25 18:00:00,           2019-01-25 13:00:00,      3.400000,      9.668000,             1172,           5.7,                   86.6,             72.2,                   86.6,          213.8,                1.2
                1548446400,           2019-01-25 20:00:00,           2019-01-25 15:00:00,      3.410000,     10.190000,             1173,           5.8,                   86.3,             74.5,                   86.3,          227.3,                1.2
                1548453600,           2019-01-25 22:00:00,           2019-01-25 17:00:00,      3.410000,      9.929000,             1174,           5.7,                   87.8,             72.3,                   87.8,          215.5,                1.2
                1548460800,           2019-01-26 00:00:00,           2019-01-25 19:00:00,      3.410000,      9.929000,             1175,           5.8,                   85.6,             74.5,                   85.6,          226.5,                1.2
                1548468000,           2019-01-26 02:00:00,           2019-01-25 21:00:00,      3.410000,     10.190000,             1176,           5.7,                   87.7,             72.3,                   87.7,          213.1,                1.2
                1548475200,           2019-01-26 04:00:00,           2019-01-25 23:00:00,      3.410000,      9.668000,             1177,           5.8,                   86.1,             75.1,                   86.1,          218.9,                1.2
                1548482400,           2019-01-26 06:00:00,           2019-01-26 01:00:00,      3.350000,     10.190000,             1178,           5.7,                   91.4,             72.6,                   91.4,          214.2,                1.0
                1548489600,           2019-01-26 08:00:00,           2019-01-26 03:00:00,      3.400000,      9.668000,             1179,           5.7,                   86.3,             72.4,                   86.3,          215.5,                1.2
                1548496800,           2019-01-26 10:00:00,           2019-01-26 05:00:00,      3.410000,      9.929000,             1180,           5.8,                   86.4,             75.3,                   86.4,          221.4,                1.2
                1548504000,           2019-01-26 12:00:00,           2019-01-26 07:00:00,      3.410000,     10.711000,             1181,           5.7,                   86.9,             71.9,                   86.9,          213.7,                1.2
                1548511200,           2019-01-26 14:00:00,           2019-01-26 09:00:00,      3.410000,      9.929000,             1182,           5.8,                   86.0,             75.2,                   86.0,          217.1,                1.2
                1548518400,           2019-01-26 16:00:00,           2019-01-26 11:00:00,      3.410000,     10.190000,             1183,           5.7,                   87.3,             71.8,                   87.3,          212.6,                1.2
                1548525600,           2019-01-26 18:00:00,           2019-01-26 13:00:00,      3.410000,     10.450000,             1184,           5.8,                   85.7,             74.7,                   85.7,          222.0,                1.2
                1548532800,           2019-01-26 20:00:00,           2019-01-26 15:00:00,      3.360000,     10.190000,             1185,           5.7,                   91.6,             72.1,                   91.6,          217.4,                1.0
                1548540000,           2019-01-26 22:00:00,           2019-01-26 17:00:00,      3.400000,      9.929000,             1186,           5.7,                   86.0,             71.3,                   86.0,          216.9,                1.2
                1548547200,           2019-01-27 00:00:00,           2019-01-26 19:00:00,      3.410000,     10.450000,             1187,           5.8,                   85.1,             74.5,                   85.1,          223.7,                1.2
                1548554400,           2019-01-27 02:00:00,           2019-01-26 21:00:00,      3.410000,     10.450000,             1188,           5.7,                   87.6,             71.9,                   87.6,          206.8,                1.2
                1548561600,           2019-01-27 04:00:00,           2019-01-26 23:00:00,      3.410000,     10.450000,             1189,           5.8,                   85.1,             74.1,                   85.1,          225.9,                1.2
                1548568800,           2019-01-27 06:00:00,           2019-01-27 01:00:00,      3.410000,     10.450000,             1190,           5.7,                   87.4,             71.9,                   87.4,          207.7,                1.2
                1548576000,           2019-01-27 08:00:00,           2019-01-27 03:00:00,      3.410000,     10.190000,             1191,           5.8,                   85.5,             74.1,                   85.5,          227.1,                1.2
                1548583200,           2019-01-27 10:00:00,           2019-01-27 05:00:00,      3.360000,      9.929000,             1192,           5.7,                   91.6,             71.5,                   91.6,          223.2,                1.0
                1548590400,           2019-01-27 12:00:00,           2019-01-27 07:00:00,      3.400000,     10.972000,             1193,           5.7,                   85.0,             71.0,                   85.0,          221.4,                1.2
                1548597600,           2019-01-27 14:00:00,           2019-01-27 09:00:00,      3.410000,     10.711000,             1194,           5.8,                   84.7,             73.6,                   84.7,          230.3,                1.2
                1548604800,           2019-01-27 16:00:00,           2019-01-27 11:00:00,      3.410000,     11.232000,             1195,           5.7,                   85.5,             71.5,                   85.5,          220.4,                1.2
                1548612000,           2019-01-27 18:00:00,           2019-01-27 13:00:00,      3.410000,     10.711000,             1196,           5.8,                   85.2,             74.0,                   85.2,          229.0,                1.2
                1548619200,           2019-01-27 20:00:00,           2019-01-27 15:00:00,      3.410000,     10.972000,             1197,           5.7,                   87.2,             71.8,                   87.2,          214.6,                1.2
                1548626400,           2019-01-27 22:00:00,           2019-01-27 17:00:00,      3.410000,     11.493000,             1198,           5.8,                   85.7,             74.8,                   85.7,          219.8,                1.2
                1548633600,           2019-01-28 00:00:00,           2019-01-27 19:00:00,      3.360000,     10.190000,             1199,           5.7,                   90.6,             72.4,                   90.6,          214.8,                1.0
                1548640800,           2019-01-28 02:00:00,           2019-01-27 21:00:00,      3.400000,     10.450000,             1200,           5.7,                   86.2,             72.1,                   86.2,          210.7,                1.2
                1548648000,           2019-01-28 04:00:00,           2019-01-27 23:00:00,      3.410000,     10.972000,             1201,           5.8,                   86.1,             75.2,                   86.1,          216.6,                1.2
                1548655200,           2019-01-28 06:00:00,           2019-01-28 01:00:00,      3.410000,     11.232000,             1202,           5.7,                   86.9,             72.3,                   86.9,          203.8,                1.2
                1548662400,           2019-01-28 08:00:00,           2019-01-28 03:00:00,      3.410000,     10.711000,             1203,           5.8,                   85.1,             74.8,                   85.1,          221.9,                1.2
                1548669600,           2019-01-28 10:00:00,           2019-01-28 05:00:00,      3.410000,     10.450000,             1204,           5.7,                   87.9,             71.7,                   87.9,          209.9,                1.2
                1548676800,           2019-01-28 12:00:00,           2019-01-28 07:00:00,      3.410000,     10.972000,             1205,           5.8,                   85.1,             74.2,                   85.1,          225.8,                1.2
                1548684000,           2019-01-28 14:00:00,           2019-01-28 09:00:00,      3.360000,     10.711000,             1206,           5.7,                   91.3,             71.4,                   91.3,          224.3,                1.0
                1548691200,           2019-01-28 16:00:00,           2019-01-28 11:00:00,      3.410000,     10.972000,             1207,           5.7,                   85.3,             70.4,                   85.3,          223.6,                1.2
                1548698400,           2019-01-28 18:00:00,           2019-01-28 13:00:00,      3.410000,     10.450000,             1208,           5.8,                   84.5,             73.0,                   84.5,          235.3,                1.2
                1548705600,           2019-01-28 20:00:00,           2019-01-28 15:00:00,      3.410000,     10.972000,             1209,           5.7,                   86.8,             70.7,                   86.8,          223.2,                1.2
                1548712800,           2019-01-28 22:00:00,           2019-01-28 17:00:00,      3.410000,     11.232000,             1210,           5.8,                   85.2,             72.9,                   85.2,          235.6,                1.2
                1548720000,           2019-01-29 00:00:00,           2019-01-28 19:00:00,      3.410000,     10.711000,             1211,           5.7,                   86.5,             71.1,                   86.5,          216.8,                1.2
                1548727200,           2019-01-29 02:00:00,           2019-01-28 21:00:00,      3.410000,     10.972000,             1212,           5.8,                   86.0,             73.6,                   86.0,          227.5,                1.2
                1548734400,           2019-01-29 04:00:00,           2019-01-28 23:00:00,      3.360000,     11.232000,             1213,           5.7,                   91.9,             72.0,                   91.9,          216.8,                1.0
                1548741600,           2019-01-29 06:00:00,           2019-01-29 01:00:00,      3.410000,     10.450000,             1214,           5.7,                   86.3,             71.9,                   86.3,          213.0,                1.2
                1548748800,           2019-01-29 08:00:00,           2019-01-29 03:00:00,      3.410000,     11.232000,             1215,           5.8,                   85.8,             74.7,                   85.8,          221.6,                1.1
                1548756000,           2019-01-29 10:00:00,           2019-01-29 05:00:00,      3.410000,     11.232000,             1216,           5.7,                   86.9,             72.2,                   86.9,          205.6,                1.2
                1548763200,           2019-01-29 12:00:00,           2019-01-29 07:00:00,      3.410000,     10.972000,             1217,           5.8,                   86.1,             74.3,                   86.1,          225.2,                1.2
                1548770400,           2019-01-29 14:00:00,           2019-01-29 09:00:00,      3.410000,     10.972000,             1218,           5.7,                   87.6,             71.7,                   87.6,          210.5,                1.2
                1548777600,           2019-01-29 16:00:00,           2019-01-29 11:00:00,      3.410000,     11.754000,             1219,           5.8,                   85.6,             74.0,                   85.6,          225.8,                1.1
                1548784800,           2019-01-29 18:00:00,           2019-01-29 13:00:00,      3.360000,     10.972000,             1220,           5.7,                   91.1,             71.6,                   91.1,          220.8,                1.0
                1548792000,           2019-01-29 20:00:00,           2019-01-29 15:00:00,      3.410000,     10.972000,             1221,           5.7,                   85.0,             70.8,                   85.0,          219.9,                1.2
                1548799200,           2019-01-29 22:00:00,           2019-01-29 17:00:00,      3.410000,     10.972000,             1222,           5.8,                   84.2,             73.7,                   84.2,          231.3,                1.2
                1548806400,           2019-01-30 00:00:00,           2019-01-29 19:00:00,      3.410000,     11.232000,             1223,           5.7,                   86.0,             71.2,                   86.0,          210.8,                1.2
                1548813600,           2019-01-30 02:00:00,           2019-01-29 21:00:00,      3.410000,     10.450000,             1224,           5.8,                   84.3,             73.6,                   84.3,          229.5,                1.2
