Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag
2020-09-15T21:24:50Z,7.88,10.94,2.4011,2.8758,122.529,87.879493,0.0558,0.672,15.561,-17.095,0.12383,9.855682731429079,0.067,0
2020-09-15T21:24:50Z,7.896,10.9081,2.4004,2.883,123.484,88.536052,0.0538,0.67,15.561,-18.2014,0.12384,9.94737019112871,0.068,0
2020-09-15T21:24:50Z,7.912,10.8823,2.4004,2.903,124.529,89.24877,0.056,0.643,15.561,-19.2126,0.12382,10.045464251057135,0.071,0
2020-09-15T21:24:50Z,7.93,10.8678,2.3916,2.876,125.655,90.006895,0.0526,0.62,15.561,-20.0301,0.12379,10.147729391152687,0.075,0
2020-09-15T21:24:50Z,7.95,10.8585,2.3804,2.8317,126.619,90.63956,0.0507,0.643,15.561,-20.6866,0.12379,10.234546622355547,0.079,0
2020-09-15T21:24:50Z,7.971,10.8482,2.3797,2.8478,127.174,90.980504,0.0537,0.676,15.562,-21.2124,0.12375,10.285959126471774,0.082,0
2020-09-15T21:24:50Z,7.994,10.8346,2.3442,2.9329,127.286,91.011168,0.0497,0.678,15.563,-21.7419,0.12368,10.299562748711306,0.082,0
2020-09-15T21:24:50Z,8.018,10.8136,2.256,3.0372,127.152,90.882992,0.0458,0.673,15.563,-22.6142,0.12367,10.29370577752419,0.08,0
2020-09-15T21:24:50Z,8.04,10.7896,2.2005,3.0787,127.267,90.957909,0.0496,0.687,15.563,-23.7582,0.1237,10.3105028087954,0.077,0
2020-09-15T21:24:50Z,8.059,10.7666,2.1976,3.0573,127.81,91.344247,0.0541,0.693,15.563,-24.9055,0.12373,10.364584831960856,0.074,0
2020-09-15T21:24:50Z,8.074,10.7459,2.2212,2.95,128.213,91.608852,0.0526,0.668,15.563,-25.9027,0.12371,10.405807121523427,0.071,0
2020-09-15T21:24:50Z,8.089,10.731,2.2577,2.7428,128.36,91.675461,0.0512,0.643,15.563,-26.6954,0.12368,10.422941860349495,0.069,0
2020-09-15T21:24:50Z,8.107,10.7303,2.2666,2.6117,128.533,91.767754,0.0537,0.633,15.563,-27.4336,0.1237,10.438338175172788,0.069,0
2020-09-15T21:24:50Z,8.127,10.737,2.2519,2.6009,128.747,91.897459,0.0552,0.628,15.564,-28.3752,0.12381,10.455233110891303,0.07,0
2020-09-15T21:24:50Z,8.145,10.7254,2.2142,2.612,129.325,92.289141,0.0518,0.638,15.565,-29.5636,0.12387,10.509349025184235,0.073,0
2020-09-15T21:24:50Z,8.162,10.7053,2.1629,2.6434,130.273,92.93979,0.0489,0.654,15.566,-30.7891,0.12381,10.598540248450131,0.078,0
2020-09-15T21:24:50Z,8.18,10.6949,2.1376,2.6717,131.061,93.464131,0.0498,0.656,15.566,-31.7495,0.12379,10.670962481858064,0.083,0
2020-09-15T21:24:50Z,8.2,10.686,2.1278,2.6794,131.581,93.792216,0.0478,0.661,15.566,-32.2267,0.12382,10.719392476851318,0.088,0
2020-09-15T21:24:50Z,8.225,10.6787,2.1211,2.7366,131.901,93.979063,0.0492,0.678,15.566,-32.5155,0.12377,10.749748359497378,0.09,0
