Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
9/11/2020 8:39:31 AM	2.64	14.03	19.87	21.01	0.00	0.00	0.00	0.88	57.56	100.00	2.07	22.64	1402	14032	8943	630	0	0	0	0	25007	166.35	129.28	52.77	136.19	94.35	168.73	199.88	1.20	23.94	22.96
9/11/2020 8:39:33 AM	3.80	17.63	24.00	28.28	0.00	0.00	0.00	1.13	73.72	100.00	2.27	22.34	2013	17633	10800	848	0	0	0	0	31295	165.55	166.03	73.06	176.45	121.25	215.50	257.04	1.22	23.98	22.97
9/11/2020 8:39:36 AM	13.91	21.44	26.04	36.42	0.00	0.00	0.00	1.33	97.81	100.00	2.45	22.00	7373	21442	11718	1093	0	0	0	0	41626	164.19	205.96	92.99	224.18	158.40	273.11	337.18	1.24	24.01	22.95
9/11/2020 8:39:38 AM	14.73	20.32	22.85	34.53	0.00	0.00	0.00	1.66	92.44	100.00	2.60	21.42	7807	20325	10284	1036	0	0	0	0	39452	164.80	192.87	87.52	212.13	153.31	258.76	319.74	1.25	24.04	22.99
9/11/2020 8:39:40 AM	8.32	18.94	14.54	17.92	0.00	0.00	0.00	1.47	59.72	100.00	2.81	20.67	4411	18937	6542	538	0	0	0	0	30427	168.06	115.57	54.58	151.86	97.68	174.90	187.44	1.28	24.07	23.04
9/11/2020 8:39:43 AM	8.65	21.04	12.82	11.72	0.00	0.00	0.00	1.41	54.22	100.00	3.03	19.92	4582	21043	5769	351	0	0	0	0	31746	167.25	93.77	46.24	145.03	85.29	158.12	153.85	1.30	24.10	23.06
9/11/2020 8:39:45 AM	11.56	16.16	6.70	0.00	0.00	0.00	0.00	1.26	34.43	100.00	3.28	18.66	6129	16161	3015	0	0	0	0	0	25305	158.63	39.84	20.62	91.49	53.11	87.93	81.86	1.32	24.15	23.07
9/11/2020 8:39:48 AM	14.48	13.82	4.90	0.00	0.00	0.00	0.00	1.25	33.20	100.00	3.54	16.80	7674	13817	2206	0	0	0	0	0	23697	151.87	35.41	17.65	82.25	52.24	77.94	82.37	1.35	24.16	23.05
9/11/2020 8:39:50 AM	16.78	11.41	2.99	0.00	0.00	0.00	0.00	1.42	31.17	97.93	3.69	15.90	8891	11406	1345	0	0	0	0	0	21642	148.63	30.79	14.47	72.25	52.14	67.06	81.85	1.36	24.18	23.09
9/11/2020 8:39:52 AM	16.40	10.14	2.31	0.00	0.00	0.00	0.00	1.54	28.84	98.28	3.88	15.66	8692	10138	1038	0	0	0	0	0	19868	149.16	28.24	12.90	65.72	50.77	60.64	78.22	1.38	24.22	23.09
9/11/2020 8:39:55 AM	13.12	6.97	1.02	0.00	0.00	0.00	0.00	1.65	21.10	100.00	4.08	14.82	6951	6967	457	0	0	0	0	0	14376	157.00	20.87	9.07	47.26	42.62	43.37	61.81	1.40	24.23	23.09
