Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
8/1/2019 10:06:30 AM	6.21	0.14	0.37	0.00	0.00	0.00	0.00	0.24	6.71	99.53	0.25	26.31	3291	139	165	0	0	0	0	0	3594	173.47	5.74	1.02	7.55	11.97	9.15	23.14	1.02	36.41	11.83
8/1/2019 10:06:33 AM	5.09	0.00	0.97	0.41	0.00	0.00	0.00	0.31	6.47	100.00	0.43	26.43	2698	0	437	12	0	0	0	0	3147	175.87	7.74	2.07	6.88	12.66	10.26	24.63	1.04	36.53	11.85
8/1/2019 10:06:35 AM	5.82	0.19	1.24	0.00	0.00	0.00	0.00	0.20	7.26	100.00	0.50	26.38	3086	194	560	0	0	0	0	0	3840	177.40	7.52	1.84	8.41	12.57	9.84	25.47	1.05	36.63	11.85
8/1/2019 10:06:38 AM	5.56	0.23	1.53	0.00	0.00	0.00	0.00	0.22	7.32	100.00	0.59	26.25	2947	226	690	0	0	0	0	0	3863	177.01	8.14	1.65	8.48	12.85	10.27	26.02	1.06	36.76	11.87
8/1/2019 10:06:40 AM	5.97	0.30	1.41	0.00	0.00	0.00	0.00	0.28	7.67	100.00	0.67	26.16	3162	301	632	0	0	0	0	0	4096	175.42	8.24	2.43	9.30	13.89	10.47	27.26	1.07	36.88	11.87
8/1/2019 10:06:42 AM	6.26	0.17	1.15	0.00	0.00	0.00	0.00	0.23	7.58	100.00	0.73	26.11	3318	172	516	0	0	0	0	0	4005	176.38	7.59	1.83	8.51	13.28	10.11	26.65	1.07	36.97	11.89
8/1/2019 10:06:45 AM	6.38	0.00	0.81	0.22	0.00	0.00	0.00	0.25	7.41	100.00	0.78	26.12	3380	0	365	7	0	0	0	0	3752	175.38	7.41	1.74	7.46	13.30	10.38	26.72	1.08	37.08	11.89
8/1/2019 10:06:47 AM	5.28	0.08	1.48	0.18	0.00	0.00	0.00	0.27	7.03	100.00	0.83	26.02	2799	78	667	6	0	0	0	0	3550	176.71	8.41	2.07	7.99	13.12	10.07	26.08	1.08	37.20	11.92
8/1/2019 10:06:50 AM	6.35	0.10	1.25	0.13	0.00	0.00	0.00	0.29	7.83	100.00	0.88	25.94	3364	99	562	4	0	0	0	0	4029	175.75	8.40	1.84	8.53	14.33	10.76	28.40	1.09	37.30	11.92
