Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
9/30/2020 9:38:38 AM	4.70	42.93	0.00	0.00	0.00	0.00	0.00	0.56	47.63	96.08	0.05	17.64	2491	42928	0	0	0	0	0	0	45419	145.82	38.91	32.85	207.90	45.36	179.37	33.55	1.00	21.36	20.17
9/30/2020 9:38:40 AM	6.00	44.48	0.00	0.00	0.00	0.00	0.00	0.31	50.48	96.24	0.08	17.57	3178	44483	0	0	0	0	0	0	47661	146.06	39.70	34.26	215.86	45.90	186.97	36.23	1.01	21.38	20.19
9/30/2020 9:38:43 AM	5.56	44.71	0.00	0.00	0.00	0.00	0.00	0.50	50.27	96.22	0.10	17.61	2946	44709	0	0	0	0	0	0	47656	146.03	40.79	35.64	216.55	47.27	187.41	36.41	1.01	21.39	20.21
9/30/2020 9:38:45 AM	5.49	44.95	0.00	0.00	0.00	0.00	0.00	0.46	50.44	96.14	0.14	17.72	2910	44947	0	0	0	0	0	0	47857	145.90	41.26	35.43	218.81	46.87	187.01	35.88	1.01	21.40	20.21
9/30/2020 9:38:48 AM	5.17	44.13	0.00	0.00	0.00	0.00	0.00	0.45	49.30	97.12	0.16	17.76	2740	44127	0	0	0	0	0	0	46867	147.39	39.39	35.51	213.11	45.87	185.09	34.60	1.02	21.41	20.23
9/30/2020 9:38:50 AM	6.00	44.70	0.00	0.00	0.00	0.00	0.00	0.25	50.70	95.97	0.25	17.70	3181	44703	0	0	0	0	0	0	47884	145.65	40.72	34.98	216.60	45.23	187.84	35.77	1.02	21.43	20.28
9/30/2020 9:38:52 AM	6.22	45.85	0.00	0.00	0.00	0.00	0.00	0.13	52.07	96.31	0.31	17.56	3295	45850	0	0	0	0	0	0	49145	146.16	40.97	35.69	222.00	45.34	192.81	35.96	1.03	21.46	20.24
9/30/2020 9:38:55 AM	5.61	46.85	0.00	0.00	0.00	0.00	0.00	0.33	52.46	95.88	0.35	17.54	2972	46853	0	0	0	0	0	0	49824	145.51	40.18	36.67	227.05	47.62	195.88	35.99	1.03	21.46	20.22
9/30/2020 9:38:57 AM	5.23	47.24	0.00	0.00	0.00	0.00	0.00	0.50	52.47	97.55	0.38	17.56	2772	47238	0	0	0	0	0	0	50009	148.04	42.82	37.48	227.46	48.70	198.02	36.21	1.04	21.48	20.29
9/30/2020 9:38:59 AM	4.97	45.70	0.00	0.00	0.00	0.00	0.00	0.49	50.67	98.44	0.39	17.65	2636	45696	0	0	0	0	0	0	48332	149.39	40.05	36.25	220.96	47.31	190.78	34.81	1.04	21.48	20.24
9/30/2020 9:39:02 AM	5.19	46.77	0.00	0.00	0.00	0.00	0.00	0.39	51.96	96.91	0.43	17.71	2751	46768	0	0	0	0	0	0	49519	147.08	41.55	37.54	226.38	47.31	194.77	35.06	1.04	21.48	20.34
9/30/2020 9:39:04 AM	5.56	45.65	0.00	0.00	0.00	0.00	0.00	0.33	51.21	96.92	0.55	17.62	2947	45648	0	0	0	0	0	0	48595	147.09	39.72	34.51	221.90	46.63	190.56	35.46	1.05	21.50	20.26
9/30/2020 9:39:07 AM	5.09	47.35	0.00	0.00	0.00	0.00	0.00	0.45	52.44	96.56	0.64	17.49	2698	47348	0	0	0	0	0	0	50047	146.54	41.38	36.85	228.53	48.36	197.91	35.45	1.06	21.52	20.24
9/30/2020 9:39:09 AM	5.53	47.33	0.00	0.00	0.00	0.00	0.00	0.35	52.86	96.45	0.71	17.47	2931	47328	0	0	0	0	0	0	50259	146.37	42.29	37.16	229.18	47.75	197.50	35.99	1.07	21.52	20.38
9/30/2020 9:39:11 AM	5.93	47.52	0.00	0.00	0.00	0.00	0.00	0.35	53.45	96.53	0.76	17.44	3141	47524	0	0	0	0	0	0	50665	146.50	42.88	36.90	231.21	48.48	197.89	37.32	1.07	21.54	20.38
9/30/2020 9:39:14 AM	5.46	47.10	0.00	0.00	0.00	0.00	0.00	0.39	52.56	97.00	0.83	17.47	2896	47100	0	0	0	0	0	0	49996	147.21	41.84	35.81	227.04	48.00	197.90	36.10	1.08	21.56	20.33
9/30/2020 9:39:16 AM	5.94	47.46	0.00	0.00	0.00	0.00	0.00	0.31	53.39	96.28	0.87	17.52	3147	47456	0	0	0	0	0	0	50603	146.12	41.65	37.66	230.47	48.21	198.03	37.07	1.09	21.55	20.31
9/30/2020 9:39:18 AM	5.98	47.65	0.00	0.00	0.00	0.00	0.00	0.27	53.63	95.86	0.93	17.52	3167	47654	0	0	0	0	0	0	50822	145.48	41.63	37.33	232.51	48.04	197.79	36.91	1.09	21.56	20.34
9/30/2020 9:39:21 AM	5.39	45.63	0.00	0.00	0.00	0.00	0.00	0.44	51.02	97.34	1.04	17.49	2856	45634	0	0	0	0	0	0	48490	147.72	40.91	34.87	221.34	47.27	190.63	35.73	1.10	21.57	20.33
9/30/2020 9:39:23 AM	5.29	45.71	0.00	0.00	0.00	0.00	0.00	0.37	51.00	96.64	1.17	17.45	2803	45714	0	0	0	0	0	0	48517	146.66	40.35	35.21	221.33	46.53	191.10	34.89	1.11	21.59	20.31
9/30/2020 9:39:26 AM	5.25	46.31	0.00	0.00	0.00	0.00	0.00	0.44	51.56	97.02	1.30	17.40	2783	46307	0	0	0	0	0	0	49090	147.24	39.88	36.11	224.39	47.81	193.30	35.54	1.13	21.59	20.36
9/30/2020 9:39:28 AM	5.21	45.86	0.00	0.00	0.00	0.00	0.00	0.38	51.07	95.84	1.38	17.39	2762	45858	0	0	0	0	0	0	48620	145.44	39.88	35.29	221.40	46.67	192.28	34.76	1.14	21.61	20.34
9/30/2020 9:39:30 AM	5.05	46.13	0.00	0.00	0.00	0.00	0.00	0.46	51.18	97.06	1.42	17.48	2676	46133	0	0	0	0	0	0	48809	147.31	40.05	35.76	223.29	47.55	192.56	35.00	1.14	21.62	20.32
9/30/2020 9:39:33 AM	5.25	46.03	0.00	0.00	0.00	0.00	0.00	0.40	51.28	96.76	1.50	17.57	2782	46026	0	0	0	0	0	0	48808	146.84	39.86	35.66	223.25	47.21	191.94	35.16	1.15	21.63	20.38
