Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
8/15/2019 8:13:21 AM	10.11	12.19	1.86	0.00	0.00	0.00	0.00	0.54	24.17	91.78	0.46	25.46	5360	12195	837	0	0	0	0	0	18392	159.97	22.57	11.52	67.82	32.24	64.13	48.66	1.04	33.96	10.64
8/15/2019 8:13:23 AM	11.34	12.71	1.05	0.00	0.00	0.00	0.00	0.73	25.09	92.93	0.61	25.48	6009	12711	471	0	0	0	0	0	19191	161.98	22.15	12.15	69.39	34.92	67.64	50.73	1.06	34.04	10.63
8/15/2019 8:13:26 AM	10.57	12.67	2.02	0.00	0.00	0.00	0.00	0.66	25.26	91.59	0.52	25.42	5602	12672	908	0	0	0	0	0	19182	159.64	23.83	13.15	70.70	34.76	66.46	51.94	1.05	34.12	10.64
8/15/2019 8:13:28 AM	10.09	12.98	2.26	0.00	0.00	0.00	0.00	0.77	25.33	91.80	0.54	25.41	5348	12980	1018	0	0	0	0	0	19346	160.01	24.76	12.56	71.75	35.92	68.10	52.52	1.05	34.22	10.66
8/15/2019 8:13:31 AM	11.72	13.01	1.74	0.00	0.00	0.00	0.00	0.61	26.48	92.11	0.61	25.26	6214	13014	784	0	0	0	0	0	20012	160.54	24.10	12.16	72.45	35.65	69.25	54.14	1.06	34.29	10.67
8/15/2019 8:13:33 AM	11.46	12.77	1.86	0.00	0.00	0.00	0.00	0.71	26.09	91.66	0.69	25.17	6076	12768	836	0	0	0	0	0	19680	159.76	24.10	13.20	70.63	36.34	68.69	54.57	1.07	34.38	10.70
8/15/2019 8:13:35 AM	12.44	13.14	1.68	0.02	0.00	0.00	0.00	0.52	27.29	92.69	0.76	25.06	6594	13144	756	1	0	0	0	0	20494	161.56	24.08	13.40	71.99	35.80	71.89	55.65	1.07	34.48	10.71
8/15/2019 8:13:38 AM	13.01	12.95	1.82	0.00	0.00	0.00	0.00	0.30	27.77	91.12	0.86	25.05	6894	12946	819	0	0	0	0	0	20659	158.82	24.16	11.93	72.53	34.43	70.66	56.15	1.08	34.56	10.69
8/15/2019 8:13:40 AM	11.25	13.10	2.45	0.00	0.00	0.00	0.00	0.68	26.81	91.02	0.90	25.18	5965	13102	1103	0	0	0	0	0	20170	158.65	25.66	13.92	73.37	37.06	69.62	56.40	1.09	34.64	10.72
8/15/2019 8:13:43 AM	11.78	13.33	1.65	0.00	0.00	0.00	0.00	0.74	26.76	92.23	0.98	25.17	6246	13329	741	0	0	0	0	0	20316	160.76	24.46	12.96	73.94	37.16	70.47	55.08	1.10	34.71	10.72
8/15/2019 8:13:45 AM	11.31	13.21	1.47	0.00	0.00	0.00	0.00	0.72	26.00	92.38	1.02	25.25	5997	13207	664	0	0	0	0	0	19867	161.02	23.59	12.67	72.31	35.96	69.89	52.67	1.10	34.80	10.72
8/15/2019 8:13:47 AM	11.20	13.28	2.58	0.00	0.00	0.00	0.00	0.55	27.06	92.46	1.08	25.38	5937	13282	1161	0	0	0	0	0	20380	161.16	25.84	13.35	74.35	36.02	70.37	55.83	1.11	34.89	10.75
8/15/2019 8:13:50 AM	11.04	13.49	2.36	0.00	0.00	0.00	0.00	0.66	26.90	93.09	1.14	25.24	5854	13495	1062	0	0	0	0	0	20411	162.26	25.70	13.15	74.88	36.70	71.15	55.31	1.11	34.97	10.75
8/15/2019 8:13:52 AM	10.17	14.02	2.67	0.00	0.00	0.00	0.00	0.62	26.86	91.67	1.21	25.18	5390	14021	1203	0	0	0	0	0	20614	159.78	26.09	15.00	76.57	35.98	72.95	53.74	1.12	35.08	10.78
