DateTime,Depth_m,Reservoir,Rep,ch4_umolL,co2_umolL,flag_ch4,flag_co2
4/6/2016,9,BVR,2,0.008677089,40.89198468,1,3
4/6/2016,11,BVR,1,0.004945066,55.07651375,1,1
4/6/2016,11,BVR,2,0.005782311,58.5484766,1,1
4/11/2016,0.1,FCR,1,0.079266711,15.84065471,1,1
4/11/2016,0.1,FCR,2,0.083928974,13.71229849,1,1
4/11/2016,1.6,FCR,1,0.083000023,15.50237022,1,1
4/11/2016,1.6,FCR,2,0.084352666,15.60642315,1,1
4/11/2016,3.8,FCR,1,0.097637358,17.90336932,1,1
4/11/2016,3.8,FCR,2,0.097019255,16.76608649,1,1
4/11/2016,5,FCR,1,0.10020679,19.58322585,1,1
4/11/2016,5,FCR,2,0.111449368,15.95782888,1,1
4/11/2016,6.2,FCR,1,0.104660451,33.42837784,1,1
4/11/2016,6.2,FCR,2,0.099637692,31.94326514,1,1
4/11/2016,8,FCR,1,0.057006003,56.92473712,1,2
4/11/2016,8,FCR,2,0.058199993,39.99461579,1,2
4/11/2016,9,FCR,1,0.081598221,83.17039065,1,1
4/11/2016,9,FCR,2,0.082103553,86.67182068,1,1
4/11/2016,100,FCR,1,0.006037928,9.711705411,1,2
4/11/2016,100,FCR,2,0.005922621,15.25536777,1,2
4/18/2016,0.1,FCR,1,0.164090184,12.26102669,1,1
4/18/2016,0.1,FCR,2,0.163869073,13.20405044,1,1
4/18/2016,1.6,FCR,1,0.171230033,20.50272639,1,1
4/18/2016,1.6,FCR,2,0.176228816,15.75346494,1,1
4/18/2016,3.8,FCR,1,0.195018287,14.35013257,1,1
4/18/2016,3.8,FCR,2,0.187926017,15.41330213,1,1
4/18/2016,5,FCR,1,0.166438901,16.98464951,1,1
4/18/2016,5,FCR,2,0.165323165,15.85955331,1,1
4/18/2016,6.2,FCR,1,0.126744779,34.33721076,1,1
4/18/2016,6.2,FCR,2,0.126590787,39.97045058,1,1
4/18/2016,8,FCR,1,0.079623748,72.11447373,1,1
4/18/2016,8,FCR,2,0.075174346,61.3936403,1,1
4/18/2016,9,FCR,1,0.050889579,NA,1,3
4/18/2016,9,FCR,2,0.056338689,82.74229929,1,3
4/18/2016,100,FCR,1,0.008297628,13.31850482,1,1
4/18/2016,100,FCR,2,0.009036988,17.16627495,1,1
4/18/2016,300,FCR,1,1.662871093,231.1503668,1,1
4/18/2016,300,FCR,2,1.674307619,230.2261307,1,1
4/20/2016,0.1,BVR,1,0.121713878,10.87008715,2,1
4/20/2016,0.1,BVR,2,0.186020931,9.771151357,2,1
4/20/2016,3,BVR,1,0.110085764,7.83619595,1,1
4/20/2016,3,BVR,2,0.118761357,8.915797259,1,1
4/20/2016,6,BVR,1,0.02345991,19.96225413,1,1
4/20/2016,6,BVR,2,0.02606683,16.56548519,1,1
4/20/2016,9,BVR,1,0.011834611,51.58425899,1,1
4/20/2016,9,BVR,2,0.013156964,44.51876056,1,1
4/20/2016,9,BVR,3,0.120691354,58.47821704,3,1
4/20/2016,9,BVR,4,NA,35.23007187,3,1
4/20/2016,11,BVR,1,0.015466333,53.2081975,1,1
4/20/2016,11,BVR,2,0.013006328,72.92826091,1,1
4/20/2016,300,BVR,1,69.62562427,204.2999412,1,1
4/25/2016,0.1,FCR,1,0.087356734,17.00858236,2,1
4/25/2016,0.1,FCR,2,0.053763175,12.65682844,2,1
4/25/2016,1.6,FCR,1,0.073929517,17.1502207,2,1
4/25/2016,1.6,FCR,2,0.04673896,14.04510426,2,1
4/25/2016,3.8,FCR,1,0.081496238,18.50603923,1,1
4/25/2016,3.8,FCR,2,0.102456836,19.12231062,1,1
4/25/2016,5,FCR,1,0.084559826,19.0748736,3,3
4/25/2016,5,FCR,2,NA,NA,3,3
4/25/2016,6.2,FCR,1,0.054456365,44.4179074,1,1
4/25/2016,6.2,FCR,2,0.059466843,40.73675875,1,1
4/25/2016,8,FCR,1,0.034881403,53.17491902,1,1
4/25/2016,8,FCR,2,0.046187428,58.94530238,1,1
4/25/2016,9,FCR,1,0.026003294,78.7602217,1,1
4/25/2016,9,FCR,2,0.031691422,75.56896489,1,1
4/25/2016,100,FCR,1,0.006178875,16.75689768,2,3
4/25/2016,100,FCR,2,0.004533548,NA,2,3
4/25/2016,300,FCR,1,0.333857141,189.7630947,2,1
4/25/2016,300,FCR,2,0.49601772,195.8923727,2,1
5/2/2016,0.1,FCR,1,0.151285989,12.52009498,1,1
5/2/2016,0.1,FCR,2,0.15264382,15.33924526,1,1
5/2/2016,1.6,FCR,1,0.188299219,15.79395369,1,1
5/2/2016,1.6,FCR,2,0.164768385,14.76793638,1,1
5/2/2016,3.8,FCR,1,0.183382744,NA,1,3
5/2/2016,3.8,FCR,2,0.159463155,16.48434895,1,3
5/2/2016,5,FCR,1,0.126053092,20.69656273,1,1
5/2/2016,5,FCR,2,0.103570941,18.13439706,1,1
5/2/2016,6.2,FCR,1,0.066648745,52.49057917,2,1
5/2/2016,6.2,FCR,2,0.043626949,61.264696,2,1
5/2/2016,8,FCR,1,0.03744271,84.45020476,1,2
5/2/2016,8,FCR,2,0.035633003,51.16605713,1,2
5/2/2016,9,FCR,1,0.034857283,87.38835843,1,1
5/2/2016,9,FCR,2,0.031615645,87.50827577,1,1
5/2/2016,100,FCR,1,0.006411741,15.09011131,1,1
5/2/2016,100,FCR,2,0.007916968,11.40101944,1,1
5/2/2016,300,FCR,1,1.018444739,164.8158155,1,1
5/2/2016,300,FCR,2,0.765542447,171.1221801,1,1
5/4/2016,0.1,BVR,1,0.172432168,13.30994226,1,1
5/4/2016,0.1,BVR,2,0.177196714,10.57506867,1,1
5/4/2016,3,BVR,1,0.316684521,11.44818106,2,1
5/4/2016,3,BVR,2,0.218849899,7.591159226,2,1
5/4/2016,6,BVR,1,0.132575421,11.80768446,1,1
5/4/2016,6,BVR,2,0.136216956,10.38401959,1,1
5/4/2016,9,BVR,1,0.034511322,64.72143066,1,1
5/4/2016,9,BVR,2,0.035127071,63.97572428,1,1
5/4/2016,11,BVR,1,0.26343389,90.60156425,1,1
5/4/2016,11,BVR,2,0.195496326,91.96444897,1,1
5/4/2016,300,BVR,1,47.78572668,522.0332572,1,3
5/4/2016,300,BVR,2,48.63134289,NA,1,3
5/9/2016,0.1,FCR,1,0.227688783,15.95311207,1,1
5/9/2016,0.1,FCR,2,0.213847625,14.67454916,1,1
5/9/2016,1.6,FCR,1,0.248113109,20.4301693,1,1
5/9/2016,1.6,FCR,2,0.235756464,20.61088216,1,1
5/9/2016,3.8,FCR,1,0.125474275,36.13745943,1,1
5/9/2016,3.8,FCR,2,0.123644,34.29788725,1,1
5/9/2016,5,FCR,1,0.106303542,44.41531206,1,3
5/9/2016,5,FCR,2,0.10138638,NA,1,3
5/9/2016,6.2,FCR,1,0.059531844,93.74515526,1,1
5/9/2016,6.2,FCR,2,0.059113884,90.63128829,1,1
5/9/2016,8,FCR,1,0.05963633,99.75940672,1,1
5/9/2016,8,FCR,2,0.056727597,95.08000767,1,1
5/9/2016,9,FCR,1,0.059949781,100.7709925,1,3
5/9/2016,9,FCR,2,0.057859869,NA,1,3
5/9/2016,100,FCR,1,0.011335234,24.56108318,1,1
5/9/2016,100,FCR,2,0.011580556,18.82233275,1,1
5/9/2016,300,FCR,1,1.569429215,NA,1,3
5/9/2016,300,FCR,2,1.413607454,172.6986858,1,3
5/12/2016,0.1,BVR,1,0.2540095,11.66920963,1,1
5/12/2016,0.1,BVR,2,0.238030207,12.88085649,1,1
5/12/2016,3,BVR,1,0.531739374,17.49107499,1,1
5/12/2016,3,BVR,2,0.471677871,15.1378729,1,1
5/12/2016,6,BVR,1,0.208747785,20.46795741,1,1
5/12/2016,6,BVR,2,0.230572869,23.65852702,1,1
5/12/2016,9,BVR,1,0.045941388,140.846472,1,1
5/12/2016,9,BVR,2,0.055657351,144.8683889,1,1
5/12/2016,11,BVR,1,4.01013969,140.6641192,1,1
5/12/2016,11,BVR,2,4.005990609,152.0194912,1,1
5/12/2016,300,BVR,1,NA,213.243717,3,1
5/12/2016,300,BVR,2,89.46057542,249.8542413,3,1
5/16/2016,0.1,FCR,1,0.237347885,22.47921005,1,1
5/16/2016,0.1,FCR,2,0.25846592,19.39885638,1,1
5/16/2016,1.6,FCR,1,0.247224309,14.8114623,1,2
5/16/2016,1.6,FCR,2,0.258064724,20.81661332,1,2
5/16/2016,3.8,FCR,1,0.234233697,24.13207891,1,3
5/16/2016,3.8,FCR,2,0.213065309,NA,1,3
5/16/2016,5,FCR,1,0.072297321,51.59552299,1,1
5/16/2016,5,FCR,2,0.097328838,57.25428524,1,1
5/16/2016,6.2,FCR,1,0.053637066,94.52238389,1,2
5/16/2016,6.2,FCR,2,0.053798273,128.8364249,1,2
5/16/2016,8,FCR,1,0.055105719,89.31891646,1,1
5/16/2016,8,FCR,2,0.06369725,84.1806061,1,1
5/16/2016,9,FCR,1,0.059939603,125.5247808,1,1
5/16/2016,9,FCR,2,0.052884724,123.0425044,1,1
5/16/2016,100,FCR,1,0.010441456,11.06792981,1,2
5/16/2016,100,FCR,2,0.01132387,16.0720188,1,2
5/16/2016,300,FCR,1,1.661258412,192.6920863,1,1
5/16/2016,300,FCR,2,1.546284764,185.3988951,1,1
5/19/2016,0.1,BVR,1,0.29171743,17.92123147,1,1
5/19/2016,0.1,BVR,2,0.277046138,20.22677498,1,1
5/19/2016,3,BVR,1,0.248648642,17.73898706,1,1
5/19/2016,3,BVR,2,0.281938823,18.92455415,1,1
5/19/2016,6,BVR,1,0.197717076,30.09362364,2,1
5/19/2016,6,BVR,2,0.269702883,22.19678834,2,1
5/19/2016,9,BVR,1,0.035944097,NA,2,3
5/19/2016,9,BVR,2,0.049845517,102.43986,2,3
5/19/2016,11,BVR,1,6.939683285,69.84447455,1,1
5/19/2016,11,BVR,2,6.767445513,62.75455624,1,1
5/19/2016,300,BVR,1,257.8735082,168.2944498,3,1
5/19/2016,300,BVR,2,NA,157.8853909,3,1
5/23/2016,0.1,FCR,1,0.284204269,14.0259587,1,1
5/23/2016,0.1,FCR,2,0.261734672,11.51070862,1,1
5/23/2016,1.6,FCR,1,0.283072987,16.09545558,1,1
5/23/2016,1.6,FCR,2,0.288590627,14.34719682,1,1
5/23/2016,3.8,FCR,1,0.248743619,19.87779439,1,1
5/23/2016,3.8,FCR,2,0.251050978,26.22114413,1,1
5/23/2016,5,FCR,1,0.098737641,57.3935104,1,1
5/23/2016,5,FCR,2,0.10228521,64.71868201,1,1
5/23/2016,6.2,FCR,1,0.109340374,77.61910087,1,1
5/23/2016,6.2,FCR,2,0.113636997,77.18164373,1,1
5/23/2016,8,FCR,1,0.042179543,88.83258427,1,1
5/23/2016,8,FCR,2,0.056587214,117.9832481,1,1
5/23/2016,9,FCR,1,0.049430891,112.2085604,1,1
5/23/2016,9,FCR,2,0.055951362,136.7165219,1,1
5/23/2016,100,FCR,1,0.010264909,17.89743886,1,2
5/23/2016,100,FCR,2,0.010922235,11.25244515,1,2
5/23/2016,300,FCR,1,1.643965979,198.9441021,1,1
5/23/2016,300,FCR,2,1.583448146,188.9671883,1,1
5/26/2016,0.1,BVR,1,0.318904732,14.98305929,1,2
5/26/2016,0.1,BVR,2,0.358942065,24.63797483,1,2
5/26/2016,3,BVR,1,0.272007209,16.38031494,1,1
5/26/2016,3,BVR,2,0.30233632,15.64130806,1,1
5/26/2016,6,BVR,1,0.306703938,16.88022464,1,2
5/26/2016,6,BVR,2,0.229266229,23.82680444,1,2
5/26/2016,9,BVR,1,12.54049148,119.0189327,1,2
5/26/2016,9,BVR,2,10.34022443,137.0313715,1,2
5/26/2016,11,BVR,1,29.38056509,NA,3,3
5/26/2016,11,BVR,2,NA,117.0926189,3,3
5/26/2016,300,BVR,1,161.3347246,370.0490732,1,1
5/26/2016,300,BVR,2,163.6108891,386.4456076,1,1
5/29/2016,0.1,BVR,1,0.400210854,12.46502002,1,2
5/29/2016,0.1,BVR,2,0.347945265,20.06017656,1,2
5/29/2016,3,BVR,1,0.283932093,12.48124814,1,1
5/29/2016,3,BVR,2,0.267196982,12.75721957,1,1
5/29/2016,6,BVR,1,0.088029196,26.26124197,1,1
5/29/2016,6,BVR,2,0.09622335,26.61287567,1,1
5/29/2016,9,BVR,1,0.581889162,NA,1,3
5/29/2016,9,BVR,2,0.664294275,80.20354683,1,3
5/29/2016,11,BVR,1,30.87707623,174.3955252,1,1
5/29/2016,11,BVR,2,32.36098968,135.9043952,1,1
5/29/2016,300,BVR,1,164.1307197,245.5020174,1,1
5/29/2016,300,BVR,2,168.9301457,266.0551435,1,1
5/30/2016,0.1,FCR,1,0.530997993,13.34076233,1,1
5/30/2016,0.1,FCR,1,0.428838089,10.56813767,1,1
5/30/2016,0.1,FCR,2,NA,NA,4,4
5/30/2016,0.1,FCR,2,0.427321244,11.10610006,1,1
5/30/2016,1.6,FCR,1,0.493719158,30.47984512,1,1
5/30/2016,1.6,FCR,1,0.404525022,10.97153398,1,1
5/30/2016,1.6,FCR,2,0.424286465,11.15506053,1,1
5/30/2016,1.6,FCR,2,0.416693167,22.53205223,1,1
5/30/2016,3.8,FCR,1,0.22704156,33.45517107,1,1
5/30/2016,3.8,FCR,1,0.182960041,26.6951446,1,1
5/30/2016,3.8,FCR,2,NA,NA,4,4
5/30/2016,3.8,FCR,3,0.184675913,20.23615663,1,1
5/30/2016,5,FCR,1,0.157707516,47.72923023,1,1
5/30/2016,5,FCR,1,0.206676306,37.13887781,1,1
5/30/2016,5,FCR,2,0.195685,51.75593795,1,1
5/30/2016,5,FCR,2,0.136848939,40.85868581,1,1
5/30/2016,6.2,FCR,1,0.118422815,128.1146112,1,1
5/30/2016,6.2,FCR,2,0.111951777,111.2164012,1,1
5/30/2016,8,FCR,1,0.082925437,120.7924924,1,1
5/30/2016,8,FCR,1,0.098704809,154.7888555,1,1
5/30/2016,8,FCR,2,0.066005886,130.7967953,1,1
5/30/2016,8,FCR,2,0.081152231,162.3971244,1,1
5/30/2016,9,FCR,1,0.060015155,164.369054,1,1
5/30/2016,9,FCR,1,0.064740887,125.333564,1,1
5/30/2016,9,FCR,2,0.05926195,129.8959593,1,1
5/30/2016,9,FCR,2,0.064836971,131.0222284,1,1
5/30/2016,100,FCR,1,0.01271321,12.99598394,1,3
5/30/2016,100,FCR,1,0.010551258,13.03290734,1,1
5/30/2016,100,FCR,2,0.011664583,NA,1,3
5/30/2016,100,FCR,2,0.044814093,14.09312775,1,1
5/30/2016,300,FCR,1,1.324876339,235.4518524,1,2
5/30/2016,300,FCR,1,1.501218887,155.6109715,1,1
5/30/2016,300,FCR,2,1.484857207,164.539336,1,2
5/30/2016,300,FCR,2,1.588481179,183.146328,1,1
5/31/2016,0.1,BVR,1,0.192962702,13.4647539,1,1
5/31/2016,0.1,BVR,2,0.248742244,10.97740835,1,1
5/31/2016,3,BVR,1,0.403327459,13.36886102,1,1
5/31/2016,3,BVR,2,0.383304512,11.55032762,1,1
5/31/2016,6,BVR,1,0.086266654,30.30622399,1,1
5/31/2016,6,BVR,2,0.09053518,27.40276676,1,1
5/31/2016,9,BVR,1,0.18578343,74.55547052,3,1
5/31/2016,9,BVR,2,NA,86.43315579,3,1
5/31/2016,11,BVR,1,NA,125.8585502,4,1
5/31/2016,11,BVR,2,NA,100.0993067,4,1
5/31/2016,300,BVR,1,149.0656109,323.7718611,1,1
5/31/2016,300,BVR,2,160.5791171,440.0850114,1,1
5/31/2016,0.1,FCR,1,0.41985755,15.26863664,1,1
5/31/2016,0.1,FCR,2,0.362248664,19.74033896,1,1
5/31/2016,1.6,FCR,1,0.414938358,24.21771462,1,1
5/31/2016,1.6,FCR,2,0.406731907,26.07041659,1,1
5/31/2016,3.8,FCR,1,0.243917956,37.0080183,1,1
5/31/2016,3.8,FCR,2,0.24559823,37.17706997,1,1
5/31/2016,5,FCR,1,0.218667064,66.7867724,1,2
5/31/2016,5,FCR,2,0.206853297,100.0907202,1,2
5/31/2016,6.2,FCR,1,0.198403197,128.5937348,1,3
5/31/2016,6.2,FCR,2,0.201784407,NA,1,3
5/31/2016,8,FCR,1,0.104123852,153.789659,1,1
5/31/2016,8,FCR,2,0.092949468,144.7678261,1,1
5/31/2016,9,FCR,1,0.086566474,148.3844328,1,1
5/31/2016,9,FCR,2,0.083390126,152.5150001,1,1
5/31/2016,100,FCR,1,0.049345573,12.23352121,2,1
5/31/2016,100,FCR,2,0.067660467,11.6553359,2,1
5/31/2016,300,FCR,1,1.549331467,174.0049227,1,1
5/31/2016,300,FCR,2,1.451676623,188.5643208,1,1
6/2/2016,0.1,BVR,1,0.661574788,14.86724781,1,1
6/2/2016,0.1,BVR,2,0.536307456,15.39741709,1,1
6/2/2016,3,BVR,1,0.365107002,12.80867898,1,1
6/2/2016,3,BVR,2,0.369535982,11.90483016,1,1
6/2/2016,6,BVR,1,0.086136459,34.0489686,1,1
6/2/2016,6,BVR,2,0.096318801,30.70236016,1,1
6/2/2016,9,BVR,1,5.915601192,125.3502692,1,1
6/2/2016,9,BVR,2,6.422408377,129.9951089,1,1
6/2/2016,11,BVR,1,36.87131607,136.9721905,1,1
6/2/2016,11,BVR,2,38.58437607,140.949406,1,1
6/2/2016,300,BVR,1,152.8134037,342.1117297,1,1
6/2/2016,300,BVR,2,155.6060147,354.3069922,1,1
6/2/2016,0.1,FCR,1,0.854403273,17.07220823,1,1
6/2/2016,0.1,FCR,2,0.899828104,17.76469849,1,1
6/2/2016,1.6,FCR,1,0.588829425,18.45841638,1,2
6/2/2016,1.6,FCR,2,0.539472485,12.81472266,1,2
6/2/2016,3.8,FCR,1,0.275491312,25.9197218,1,1
6/2/2016,3.8,FCR,2,0.318543033,28.61077456,1,1
6/2/2016,5,FCR,1,0.25719835,42.63727128,1,1
6/2/2016,5,FCR,3,0.19439322,39.00259004,1,1
6/2/2016,6.2,FCR,1,0.11584332,75.82428062,1,1
6/2/2016,6.2,FCR,2,0.100990917,87.6668155,1,1
6/2/2016,8,FCR,1,NA,119.3619016,3,1
6/2/2016,8,FCR,2,0.202038437,111.8985637,3,1
6/2/2016,9,FCR,1,0.087864307,149.6221257,1,1
6/2/2016,9,FCR,2,0.096073262,145.2094519,1,1
6/6/2016,0.1,FCR,1,0.463190515,8.316590558,1,1
6/6/2016,0.1,FCR,2,0.470407715,7.230636685,1,1
6/6/2016,1.6,FCR,1,0.510791695,7.780269382,1,1
6/6/2016,1.6,FCR,2,0.579387174,8.896118116,1,1
6/6/2016,3.8,FCR,1,0.206882983,30.95504171,1,1
6/6/2016,3.8,FCR,2,0.216416886,24.38208569,1,1
6/6/2016,5,FCR,1,0.16205702,38.08885815,1,1
6/6/2016,5,FCR,2,0.174660957,42.75227524,1,1
6/6/2016,6.2,FCR,1,0.063582255,153.4626725,1,1
6/6/2016,6.2,FCR,2,0.049937136,160.7899588,1,1
6/6/2016,8,FCR,1,0.08709271,124.4318191,1,1
6/6/2016,8,FCR,2,0.076406063,132.5438988,1,1
6/6/2016,9,FCR,1,0.066586624,137.1173433,1,1
6/6/2016,9,FCR,2,0.076439959,149.0336289,1,1
6/6/2016,100,FCR,1,0.021275112,11.72170516,3,3
6/6/2016,100,FCR,2,NA,NA,3,3
6/6/2016,300,FCR,1,1.677531209,151.4321292,1,1
6/6/2016,300,FCR,2,1.656672433,181.5829796,1,1
6/9/2016,0.1,BVR,1,0.292175866,14.16637179,2,1
6/9/2016,0.1,BVR,2,0.21079377,17.98167451,2,1
6/9/2016,3,BVR,1,0.351525737,12.61615126,1,1
6/9/2016,3,BVR,2,0.324177929,10.99134783,1,1
6/9/2016,6,BVR,1,NA,32.60971733,3,1
6/9/2016,6,BVR,2,0.214417139,34.83742774,3,1
6/9/2016,9,BVR,1,6.294814077,99.6628206,2,1
6/9/2016,9,BVR,2,4.277078692,91.69124225,2,1
6/9/2016,11,BVR,1,NA,NA,4,3
6/9/2016,11,BVR,2,NA,142.4318309,4,3
6/9/2016,300,BVR,1,88.55709657,291.7697519,1,1
6/9/2016,300,BVR,2,91.65824652,389.4767245,1,1
6/13/2016,0.1,FCR,1,0.325273274,9.795342973,1,1
6/13/2016,0.1,FCR,2,0.345513422,11.19719399,1,1
6/13/2016,1.6,FCR,1,0.331579064,7.021338178,1,2
6/13/2016,1.6,FCR,2,0.326436589,11.00061759,1,2
6/13/2016,3.8,FCR,1,0.211809704,14.05915938,1,1
6/13/2016,3.8,FCR,2,0.215371995,12.1253026,1,1
6/13/2016,5,FCR,1,0.204846503,28.95919478,1,1
6/13/2016,5,FCR,2,0.200095012,24.79216913,1,1
6/13/2016,6.2,FCR,1,0.048219215,164.4911472,1,1
6/13/2016,6.2,FCR,2,0.050227793,167.7000171,1,1
6/13/2016,8,FCR,1,0.041423531,198.4680032,1,1
6/13/2016,8,FCR,2,0.04823624,190.7211583,1,1
6/13/2016,9,FCR,1,0.047640373,207.0589556,1,3
6/13/2016,9,FCR,2,0.041662079,NA,1,3
6/13/2016,100,FCR,1,0.018863738,NA,1,3
6/13/2016,100,FCR,2,0.018744105,15.88913208,1,3
6/13/2016,300,FCR,1,1.644604382,199.0443287,1,1
6/13/2016,300,FCR,2,1.62945516,261.8101592,1,1
6/20/2016,0.1,FCR,1,0.61651606,11.8949277,1,1
6/20/2016,0.1,FCR,2,0.625266609,12.03700788,1,1
6/20/2016,1.6,FCR,1,0.644924717,12.46350554,3,3
6/20/2016,1.6,FCR,2,NA,NA,3,3
6/20/2016,3.8,FCR,1,0.314013448,14.61963868,1,1
6/20/2016,3.8,FCR,2,0.273250731,15.22725867,1,1
6/20/2016,5,FCR,1,0.053216802,44.56378396,2,1
6/20/2016,5,FCR,2,0.072566486,52.79309776,2,1
6/20/2016,6.2,FCR,1,0.058550297,83.39582623,1,1
6/20/2016,6.2,FCR,2,0.054237337,86.09833003,1,1
6/20/2016,8,FCR,1,0.108734342,100.8923562,1,1
6/20/2016,8,FCR,2,0.11477675,96.9853519,1,1
6/20/2016,9,FCR,1,0.105204098,106.1034895,1,1
6/20/2016,9,FCR,2,0.094213279,108.2290776,1,1
6/20/2016,100,FCR,1,0.034550995,12.42794934,1,1
6/20/2016,100,FCR,2,0.041659134,12.80142306,1,1
6/20/2016,300,FCR,1,2.769135752,100.4460891,1,1
6/20/2016,300,FCR,2,2.875361625,85.42667913,1,1
6/23/2016,0.1,BVR,1,1.334926055,12.39006118,1,1
6/23/2016,0.1,BVR,2,1.393316204,12.93190379,1,1
6/23/2016,3,BVR,1,1.003043696,12.13868598,1,1
6/23/2016,3,BVR,2,1.042254913,12.89318176,1,1
6/23/2016,6,BVR,1,0.734887264,32.9601869,1,1
6/23/2016,6,BVR,2,0.734887264,35.59992579,1,1
6/23/2016,9,BVR,1,3.810939152,151.6807218,1,1
6/23/2016,9,BVR,2,4.600478177,154.4080766,1,1
6/23/2016,11,BVR,1,32.1813955,118.3035553,1,1
6/23/2016,11,BVR,2,31.8336062,120.3420838,1,1
6/23/2016,300,BVR,1,32.18456311,15.78596913,1,1
6/23/2016,300,BVR,2,31.95585025,14.87172897,1,1
6/26/2016,0.1,BVR,1,1.454573542,10.72940954,1,1
6/26/2016,0.1,BVR,2,1.396038752,10.57520485,1,1
6/26/2016,3,BVR,1,1.611120073,10.82581119,1,1
6/26/2016,3,BVR,2,1.624732815,12.31270182,1,1
6/26/2016,6,BVR,1,1.037906806,33.80515073,1,1
6/26/2016,6,BVR,2,0.95268425,34.06694819,1,1
6/26/2016,9,BVR,1,3.405279445,117.5800289,1,3
6/26/2016,9,BVR,2,3.446117671,NA,1,3
6/26/2016,11,BVR,1,25.5790746,NA,1,4
6/26/2016,11,BVR,2,23.1328649,NA,1,4
6/27/2016,0.1,FCR,1,0.822956974,16.10684422,1,1
6/27/2016,0.1,FCR,2,0.857569902,16.27547429,1,1
6/27/2016,1.6,FCR,1,0.857569902,15.05405446,1,1
6/27/2016,1.6,FCR,2,0.850657437,14.92785272,1,1
6/27/2016,3.8,FCR,1,0.093982944,28.80853219,1,1
6/27/2016,3.8,FCR,2,0.091922096,27.02281525,1,1
6/27/2016,5,FCR,1,0.084097277,46.25557646,1,1
6/27/2016,5,FCR,2,0.093287762,47.9879788,1,1
6/27/2016,6.2,FCR,1,0.098897622,144.6350702,1,1
6/27/2016,6.2,FCR,2,0.100386483,145.6792047,1,1
6/27/2016,8,FCR,1,0.111521702,121.8030064,1,1
6/27/2016,8,FCR,2,0.122893205,119.5805226,1,1
6/27/2016,9,FCR,1,0.119822333,228.3842321,1,1
6/27/2016,9,FCR,2,0.115387855,244.9405327,1,1
6/27/2016,100,FCR,1,0.027718785,15.36968354,1,2
6/27/2016,100,FCR,2,0.022847244,22.18815005,1,2
6/27/2016,300,FCR,1,3.837273289,116.2342716,1,1
6/27/2016,300,FCR,2,3.911919143,126.0931278,1,1
6/28/2016,0.1,BVR,1,1.357173587,14.27594086,3,4
6/28/2016,0.1,BVR,2,NA,NA,3,4
6/28/2016,3,BVR,1,1.359359291,12.6467931,1,3
6/28/2016,3,BVR,2,1.238308004,NA,1,3
6/28/2016,6,BVR,1,25.72667868,69.28014287,1,1
6/28/2016,6,BVR,2,26.59984527,69.92920785,1,1
6/28/2016,9,BVR,1,1.341857868,112.1821923,2,1
6/28/2016,9,BVR,2,0.878763922,141.3857045,2,1
6/28/2016,11,BVR,1,27.05338326,121.5476725,3,4
6/28/2016,11,BVR,2,NA,NA,3,4
6/28/2016,0.1,FCR,1,0.779079155,23.20253256,1,1
6/28/2016,0.1,FCR,2,0.758082919,21.67645247,1,1
6/28/2016,1.6,FCR,1,0.741720927,25.57483472,1,1
6/28/2016,1.6,FCR,2,0.774417273,26.98119318,1,1
6/28/2016,3.8,FCR,1,0.355336712,51.09014258,1,1
6/28/2016,3.8,FCR,2,0.338307475,51.04507656,1,1
6/28/2016,5,FCR,1,0.235748339,64.91533622,1,1
6/28/2016,5,FCR,2,0.265011995,64.86930037,1,1
6/28/2016,6.2,FCR,1,0.243735051,75.47154748,1,1
6/28/2016,6.2,FCR,2,0.316372132,75.96274996,1,1
6/28/2016,8,FCR,1,0.191529799,233.8136829,1,1
6/28/2016,8,FCR,2,0.188023973,256.9306203,1,1
6/28/2016,9,FCR,1,0.17579407,224.808518,1,1
6/28/2016,9,FCR,2,0.167608384,219.1764121,1,1
6/28/2016,100,FCR,1,0.028107598,19.7263791,1,1
6/28/2016,100,FCR,2,0.021892093,15.25145796,1,1
6/28/2016,300,FCR,1,3.692644516,117.0934642,1,1
6/28/2016,300,FCR,2,3.479297985,104.860329,1,1
6/30/2016,0.1,BVR,1,1.548743379,13.05869921,1,1
6/30/2016,0.1,BVR,2,1.555837694,11.27001393,1,1
6/30/2016,3,BVR,1,1.201149574,13.10135627,1,1
6/30/2016,3,BVR,2,1.189959624,13.84837678,1,1
6/30/2016,6,BVR,1,0.441928473,46.31776208,1,1
6/30/2016,6,BVR,2,0.579018121,43.52780025,1,1
6/30/2016,9,BVR,1,28.18578936,254.2366831,3,1
6/30/2016,9,BVR,2,NA,256.5545857,3,1
6/30/2016,11,BVR,1,50.46137528,219.3854506,3,1
6/30/2016,11,BVR,2,NA,214.1047254,3,1
6/30/2016,0.1,FCR,1,0.65517416,20.29191271,1,1
6/30/2016,0.1,FCR,2,0.643313011,20.24871561,1,1
6/30/2016,1.6,FCR,1,0.417687909,23.93197945,1,1
6/30/2016,1.6,FCR,2,0.463696552,21.58932501,1,1
6/30/2016,3.8,FCR,1,0.258743615,36.40735125,1,1
6/30/2016,3.8,FCR,2,0.263669892,42.15986704,1,1
6/30/2016,5,FCR,1,0.107753535,57.48680729,1,1
6/30/2016,5,FCR,2,0.085472294,59.39405406,1,1
6/30/2016,6.2,FCR,1,0.036199737,106.7107176,1,1
6/30/2016,6.2,FCR,2,0.044921115,103.7873697,1,1
