Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
FCR,50,2017-06-19 00:00:00,5,0.549,0.14,0.15,0.115,0,0,0,0
FCR,50,2017-06-19 00:00:00,6.2,0.545,0.394,0.069,0.37,0,0,0,0
FCR,50,2017-06-19 00:00:00,8,0.573,0.195,0.114,0.136,0,0,0,0
FCR,50,2017-06-19 00:00:00,9,0.545,0.387,0.13,0.369,0,0,0,0
FCR,50,2017-06-26 00:00:00,0.1,0.286,0.014,0.143,0.004,0,0,0,0
FCR,50,2017-06-26 00:00:00,1.6,0.285,0.013,0.143,0.002,0,0,0,0
FCR,50,2017-06-26 00:00:00,3.8,0.342,0.011,0.09,0.004,0,0,0,0
FCR,50,2017-06-26 00:00:00,5,0.723,0.385,0.085,0.334,0,0,0,0
FCR,50,2017-06-26 00:00:00,6.2,0.548,0.238,0.11,0.179,0,0,0,0
FCR,50,2017-06-26 00:00:00,8,0.727,0.644,0.083,0.608,0,0,0,0
FCR,50,2017-06-26 00:00:00,9,0.727,0.65,0.099,0.626,0,0,0,0
FCR,50,2017-07-06 00:00:00,0.1,0.308,0.011,0.222,0.003,0,0,0,0
FCR,50,2017-07-06 00:00:00,1.6,0.312,0.01,0.217,0.002,0,0,0,0
FCR,50,2017-07-06 00:00:00,3.8,0.329,0.015,0.107,0.005,0,0,0,0
FCR,50,2017-07-06 00:00:00,5,0.836,0.397,0.097,0.351,0,0,0,0
FCR,50,2017-07-06 00:00:00,6.2,1.034,0.814,0.135,0.774,0,0,0,0
FCR,50,2017-07-06 00:00:00,8,0.612,0.288,0.147,0.259,0,0,0,0
FCR,50,2017-07-06 00:00:00,9,1.071,0.831,0.161,0.782,0,0,0,0
FCR,50,2017-07-07 00:00:00,0.1,0.409,0.013,0.284,0.003,0,0,0,0
FCR,50,2017-07-07 00:00:00,1.6,0.404,0.012,0.275,0.002,0,0,0,0
FCR,50,2017-07-07 00:00:00,3.8,0.409,0.024,0.08,0.012,0,0,0,0
FCR,50,2017-07-07 00:00:00,5,0.707,0.157,0.094,0.106,0,0,0,0
FCR,50,2017-07-07 00:00:00,6.2,1.187,0.854,0.133,0.778,0,0,0,0
FCR,50,2017-07-07 00:00:00,8,1.22,0.908,0.183,0.839,0,0,0,0
FCR,50,2017-07-07 00:00:00,9,1.133,0.818,0.136,0.774,0,0,0,0
FCR,50,2017-07-17 00:00:00,0.1,0.514,0.023,0.343,0.003,0,0,0,0
FCR,50,2017-07-17 00:00:00,1.6,0.503,0.025,0.302,0.002,0,0,0,0
FCR,50,2017-07-17 00:00:00,3.8,0.492,0.065,0.116,0.018,0,0,0,0
FCR,50,2017-07-17 00:00:00,5,0.842,0.133,0.098,0.006,0,0,0,0
FCR,50,2017-07-17 00:00:00,6.2,1.328,0.514,0.071,0.47,0,0,0,0
FCR,50,2017-07-17 00:00:00,8,1.566,1.059,0.193,0.908,0,0,0,0
FCR,50,2017-07-17 00:00:00,9,1.518,1.003,0.102,0.765,0,0,0,0
FCR,50,2017-07-24 00:00:00,0.1,0.583,0.018,0.433,0.004,0,0,0,0
FCR,50,2017-07-24 00:00:00,1.6,0.553,0.018,0.404,0.004,0,0,0,0
FCR,50,2017-07-24 00:00:00,3.8,0.374,0.024,0.128,0.004,0,0,0,0
FCR,50,2017-07-24 00:00:00,5,0.751,0.18,0.045,0.073,0,0,0,0
FCR,50,2017-07-24 00:00:00,6.2,2.772,1.393,0.06,0.964,0,0,0,0
FCR,50,2017-07-24 00:00:00,8,1.822,1.041,0.146,0.902,0,0,0,0
FCR,50,2017-07-24 00:00:00,9,1.955,1.199,0.135,1.055,0,0,0,0
FCR,50,2017-07-31 00:00:00,0.1,0.613,0.023,0.414,0.012,0,0,0,0
FCR,50,2017-07-31 00:00:00,1.6,0.632,0.023,0.421,0.007,0,0,0,0
FCR,50,2017-07-31 00:00:00,3.8,0.348,0.019,0.163,0.006,0,0,0,0
FCR,50,2017-07-31 00:00:00,5,1.573,0.426,0.503,0.497,0,0,0,0
FCR,50,2017-07-31 00:00:00,6.2,1.484,0.58,0.166,0.565,0,0,0,0
FCR,50,2017-07-31 00:00:00,8,2.163,1.055,0.106,0.946,0,0,0,0
FCR,50,2017-07-31 00:00:00,9,2.309,1.226,0.063,1.114,0,0,0,0
FCR,50,2017-08-07 00:00:00,0.1,0.635,0.019,0.294,0.007,0,0,0,0
FCR,50,2017-08-07 00:00:00,1.6,0.653,0.018,0.215,0.007,0,0,0,0
FCR,50,2017-08-07 00:00:00,3.8,0.476,0.029,0.052,0.016,0,0,0,0
FCR,50,2017-08-07 00:00:00,5,1.28,0.361,0.34,0.356,0,0,0,0
FCR,50,2017-08-07 00:00:00,6.2,2.079,1.169,0.03,1.072,0,0,0,0
FCR,50,2017-08-07 00:00:00,8,2.087,1.254,0.038,1.104,0,0,0,0
FCR,50,2017-08-07 00:00:00,9,2.024,1.242,0.018,1.093,0,0,0,0
FCR,50,2017-08-14 00:00:00,0.1,0.425,0.012,0.252,0.007,0,0,0,0
FCR,50,2017-08-14 00:00:00,1.6,0.42,0.01,0.241,0.003,0,0,0,0
FCR,50,2017-08-14 00:00:00,3.8,0.373,0.019,0.083,0.01,0,0,0,0
FCR,50,2017-08-14 00:00:00,5,1.376,1.26,0.066,1.239,0,0,0,0
FCR,50,2017-08-14 00:00:00,6.2,1.272,0.785,0.05,0.66,0,0,0,0
FCR,50,2017-08-14 00:00:00,8,1.841,1.291,0.022,1.089,0,0,0,0
FCR,50,2017-08-14 00:00:00,9,1.899,1.304,0.029,1.101,0,0,0,0
FCR,50,2017-08-21 00:00:00,0.1,0.391,0.015,0.191,0.008,0,0,0,0
FCR,50,2017-08-21 00:00:00,1.6,0.378,0.012,0.157,0.003,0,0,0,0
FCR,50,2017-08-21 00:00:00,3.8,0.31,0.036,0.044,0.021,0,0,0,0
FCR,50,2017-08-21 00:00:00,5,1.171,0.856,0.022,0.746,0,0,0,0
FCR,50,2017-08-21 00:00:00,6.2,0.803,0.493,0.053,0.349,0,0,0,0
FCR,50,2017-08-21 00:00:00,8,1.725,1.261,0.023,1.063,0,0,0,0
FCR,50,2017-08-21 00:00:00,9,0.88,0.505,0.037,0.348,0,0,0,0
FCR,50,2017-08-28 00:00:00,0.1,0.436,0.018,0.083,0.007,0,0,0,0
FCR,50,2017-08-28 00:00:00,1.6,0.413,0.017,0.076,0.003,0,0,0,0
FCR,50,2017-08-28 00:00:00,3.8,0.407,0.02,0.097,0.003,0,0,0,0
FCR,50,2017-08-28 00:00:00,5,0.502,0.455,0.031,0.347,0,0,0,0
FCR,50,2017-08-28 00:00:00,6.2,1.093,0.838,0.036,0.785,0,0,0,0
FCR,50,2017-08-28 00:00:00,8,1.839,1.409,0.043,1.239,0,0,0,0
FCR,50,2017-08-28 00:00:00,9,1.828,1.434,0.036,1.251,0,0,0,0
FCR,50,2017-09-04 00:00:00,0.1,0.425,0.031,0.062,0.007,0,0,0,0
FCR,50,2017-09-04 00:00:00,1.6,0.424,0.03,0.063,0.002,0,0,0,0
FCR,50,2017-09-04 00:00:00,3.8,0.444,0.039,0.071,0.002,0,0,0,0
FCR,50,2017-09-04 00:00:00,5,0.878,0.619,0.037,0.658,0,0,0,0
FCR,50,2017-09-04 00:00:00,6.2,1.067,0.553,0.058,0.287,0,0,0,0
FCR,50,2017-09-04 00:00:00,8,2.083,1.491,0.036,1.309,0,0,0,0
FCR,50,2017-09-04 00:00:00,9,1.807,1.275,0.053,1.103,0,0,0,0
FCR,50,2017-09-11 00:00:00,0.1,0.479,0.045,0.04,0.006,0,0,0,0
FCR,50,2017-09-11 00:00:00,1.6,0.551,0.044,0.111,0.003,0,0,0,0
FCR,50,2017-09-11 00:00:00,3.8,0.486,0.043,0.036,0.003,0,0,0,0
FCR,50,2017-09-11 00:00:00,5,1.171,1.229,0.077,1.197,0,0,0,0
FCR,50,2017-09-11 00:00:00,6.2,1.67,1.125,0.021,0.956,0,0,0,0
FCR,50,2017-09-11 00:00:00,8,2.186,1.564,0.049,1.425,0,0,0,0
FCR,50,2017-09-11 00:00:00,9,1.303,0.623,0.046,0.542,0,0,0,0
FCR,50,2017-09-18 00:00:00,0.1,0.17,0.024,0.021,0.006,0,0,0,0
FCR,50,2017-09-18 00:00:00,1.6,0.213,0.025,0.019,0.002,0,0,0,0
FCR,50,2017-09-18 00:00:00,3.8,0.322,0.034,0.016,0.002,0,0,0,0
FCR,50,2017-09-18 00:00:00,5,0.68,0.117,0.016,0.208,0,0,0,0
FCR,50,2017-09-18 00:00:00,6.2,1.172,1.34,0.026,1.334,0,0,0,0
FCR,50,2017-09-18 00:00:00,8,1.604,1.634,0.026,1.489,0,0,0,0
FCR,50,2017-09-18 00:00:00,9,1.683,1.645,0.023,1.492,0,0,0,0
FCR,50,2017-09-25 00:00:00,0.1,0.19,0.022,0.037,0.006,0,0,0,0
FCR,50,2017-09-25 00:00:00,1.6,0.19,0.02,0.034,0.002,0,0,0,0
FCR,50,2017-09-25 00:00:00,3.8,0.307,0.04,0.008,0.006,0,0,0,0
FCR,50,2017-09-25 00:00:00,5,1.685,1.573,0.013,1.422,0,0,0,0
FCR,50,2017-09-25 00:00:00,6.2,0.964,1.34,0.023,1.239,0,0,0,0
FCR,50,2017-09-25 00:00:00,8,1.339,1.667,0.012,1.52,0,0,0,0
FCR,50,2017-09-25 00:00:00,9,1.343,1.675,0.014,1.544,0,0,0,0
FCR,50,2017-10-02 00:00:00,0.1,0.294,0.025,0.044,0.004,0,0,0,0
FCR,50,2017-10-02 00:00:00,1.6,0.293,0.022,0.114,0.003,0,0,0,0
FCR,50,2017-10-02 00:00:00,3.8,0.312,0.022,0.053,0.001,0,0,0,3
FCR,50,2017-10-02 00:00:00,5,0.857,0.894,0.024,0.691,0,0,0,0
FCR,50,2017-10-02 00:00:00,6.2,1.059,1.256,0.014,1.035,0,0,0,0
FCR,50,2017-10-02 00:00:00,8,1.201,1.683,0.018,1.547,0,0,0,0
FCR,50,2017-10-02 00:00:00,9,1.241,1.707,0.015,1.563,0,0,0,0
FCR,50,2017-10-09 00:00:00,0.1,0.26,0.023,0.075,0.008,0,0,0,0
FCR,50,2017-10-09 00:00:00,1.6,1.033,0.022,0.073,0.004,0,0,0,0
FCR,50,2017-10-09 00:00:00,3.8,0.363,0.022,0.055,0.002,0,0,0,0
FCR,50,2017-10-09 00:00:00,5,1.569,1.389,0.01,1.235,0,0,0,0
FCR,50,2017-10-09 00:00:00,6.2,1.148,1.649,0.011,1.57,0,0,0,0
FCR,50,2017-10-09 00:00:00,8,1.287,1.57,0.016,1.437,0,0,0,0
FCR,50,2017-10-09 00:00:00,9,1.203,1.773,0.012,1.647,0,0,0,0
FCR,50,2017-10-16 00:00:00,0.1,0.276,0.018,0.064,0.005,0,0,0,0
FCR,50,2017-10-16 00:00:00,1.6,0.294,0.018,0.07,0.002,0,0,0,0
FCR,50,2017-10-16 00:00:00,3.8,0.43,0.02,0.074,0.004,0,0,0,0
FCR,50,2017-10-16 00:00:00,5,0.957,1.211,0.009,1.154,0,0,0,0
FCR,50,2017-10-16 00:00:00,6.2,1.027,1.118,0.016,1.007,0,0,0,0
FCR,50,2017-10-16 00:00:00,8,1.09,1.555,0.01,1.562,0,0,0,0
FCR,50,2017-10-16 00:00:00,9,1.164,1.738,0.015,1.661,0,0,0,0
FCR,50,2017-10-23 00:00:00,0.1,0.323,0.045,0.025,0.011,0,0,0,0
FCR,50,2017-10-23 00:00:00,1.6,0.316,0.043,0.019,0.003,0,0,0,0
FCR,50,2017-10-23 00:00:00,3.8,0.367,0.046,0.021,0.002,0,0,0,0
FCR,50,2017-10-23 00:00:00,5,0.421,0.111,0.028,0.049,0,0,0,0
FCR,50,2017-10-23 00:00:00,6.2,0.993,1.685,0.011,1.667,0,0,0,0
FCR,50,2017-10-23 00:00:00,8,1.521,1.878,0.012,1.642,0,0,0,0
FCR,50,2017-10-23 00:00:00,9,1.099,1.844,0.007,1.757,0,0,0,0
FCR,50,2017-10-30 00:00:00,0.1,0.309,0.114,0.017,0.004,0,0,0,0
FCR,50,2017-10-30 00:00:00,1.6,0.367,0.12,0.019,0.003,0,0,0,0
FCR,50,2017-10-30 00:00:00,3.8,0.361,0.121,0.016,0.003,0,0,0,0
FCR,50,2017-10-30 00:00:00,5,0.37,0.122,0.024,0.003,0,0,0,0
FCR,50,2017-10-30 00:00:00,6.2,0.401,0.127,0.019,0.005,0,0,0,0
FCR,50,2017-10-30 00:00:00,8,0.419,0.13,0.02,0.007,0,0,0,0
FCR,50,2017-10-30 00:00:00,9,0.423,0.129,0.031,0.015,0,0,0,0
FCR,50,2017-11-16 00:00:00,0.1,0.201,0.041,0.018,0.007,0,0,0,0
FCR,50,2017-11-16 00:00:00,1.6,0.25,0.044,0.021,0.003,0,0,0,0
FCR,50,2017-11-16 00:00:00,3.8,0.242,0.06,0.022,0.002,0,0,0,0
FCR,50,2017-11-16 00:00:00,5,0.319,0.097,0.018,0.003,0,0,0,0
FCR,50,2017-11-16 00:00:00,6.2,0.31,0.09,0.023,0.003,0,0,0,0
FCR,50,2017-11-16 00:00:00,8,0.351,0.162,0.015,0.003,0,0,0,0
FCR,50,2017-11-16 00:00:00,9,0.328,0.101,0.019,0.004,0,0,0,0
FCR,50,2017-12-11 00:00:00,0.1,0.542,0.046,0.193,0.041,0,0,0,0
FCR,50,2017-12-11 00:00:00,1.6,0.542,0.047,0.151,0.033,0,0,0,0
FCR,50,2017-12-11 00:00:00,3.8,0.514,0.044,0.127,0.019,0,0,0,0
FCR,50,2017-12-11 00:00:00,5,0.458,0.039,0.181,0.026,0,0,0,0
FCR,50,2017-12-11 00:00:00,6.2,0.472,0.04,0.134,0.019,0,0,0,0
FCR,50,2017-12-11 00:00:00,8,0.275,0.024,0.122,0.018,0,0,0,0
FCR,50,2017-12-11 00:00:00,9,0.427,0.043,0.169,0.029,0,0,0,0
BVR,50,2018-05-10 00:00:00,0.1,1.193,0.035,0.572,0.002,0,0,0,0
BVR,50,2018-05-10 00:00:00,3,1.38,0.048,0.604,0.003,0,0,0,0
BVR,50,2018-05-10 00:00:00,6,1.757,0.179,0.718,0.004,0,0,0,0
BVR,50,2018-05-10 00:00:00,9,6.259,1.066,0.196,0.535,0,0,0,0
BVR,50,2018-05-10 00:00:00,11,,,7.456,1.815,1,1,0,0
BVR,50,2018-05-24 00:00:00,0.1,0.43,0.036,0.114,0.002,0,0,0,0
BVR,50,2018-05-24 00:00:00,3,0.473,0.027,0.128,0.003,0,0,0,0
BVR,50,2018-05-24 00:00:00,6,1.304,0.096,0.395,0.007,0,0,0,0
BVR,50,2018-05-24 00:00:00,9,4.912,1.802,1.133,1.637,0,0,0,0
BVR,50,2018-05-24 00:00:00,11,9.403,1.898,7.795,2.12,0,0,0,0
BVR,50,2018-05-17 00:00:00,0.1,0.879,0.039,0.201,0.001,0,0,0,3
BVR,50,2018-05-17 00:00:00,3,1.251,0.037,0.351,0.004,0,0,0,0
BVR,50,2018-05-17 00:00:00,6,1.636,0.106,0.494,0.004,0,0,0,0
BVR,50,2018-05-17 00:00:00,9,4.339,0.9,0.257,0.603,0,0,0,0
BVR,50,2018-05-17 00:00:00,11,10.966,1.641,,,0,0,1,1
BVR,50,2018-05-31 00:00:00,0.1,0.343,0.033,0.104,0.001,0,0,0,3
BVR,50,2018-05-31 00:00:00,3,0.235,0.039,0.078,0.005,0,0,0,0
BVR,50,2018-05-31 00:00:00,6,0.544,0.041,0.141,0.004,0,0,0,0
BVR,50,2018-05-31 00:00:00,9,3.476,1.296,1.954,1.042,0,0,0,0
BVR,50,2018-06-07 00:00:00,0.1,0.363,0.024,0.113,0.002,0,0,0,0
BVR,50,2018-06-07 00:00:00,3,0.29,0.02,0.112,0.004,0,0,0,0
BVR,50,2018-06-07 00:00:00,6,0.359,0.11,0.093,0.045,0,0,0,0
BVR,50,2018-06-07 00:00:00,9,3.18,1.005,1.822,0.694,0,0,0,0
BVR,50,2018-06-14 00:00:00,0.1,0.508,0.025,0.127,0.002,0,0,0,0
BVR,50,2018-06-14 00:00:00,3,0.237,0.028,0.057,0.001,0,0,0,3
BVR,50,2018-06-14 00:00:00,6,0.371,0.091,0.109,0.038,0,0,0,0
BVR,50,2018-06-14 00:00:00,9,3.56,1.26,3.743,1.312,0,0,0,0
BVR,50,2018-06-21 00:00:00,0.1,0.469,0.024,0.195,0.002,0,0,0,0
BVR,50,2018-06-21 00:00:00,3,0.448,0.026,0.148,0.001,0,0,0,3
BVR,50,2018-06-21 00:00:00,6,0.572,0.262,0.095,0.158,0,0,0,0
BVR,50,2018-06-21 00:00:00,9,5.916,1.362,6.377,1.421,0,0,0,0
BVR,50,2018-06-21 00:00:00,11,17.554,1.794,19.045,1.901,0,0,0,0
BVR,50,2018-06-28 00:00:00,0.1,0.569,0.028,0.269,0.001,0,0,0,3
BVR,50,2018-06-28 00:00:00,3,0.794,0.43,0.196,0.376,0,0,0,0
BVR,50,2018-06-28 00:00:00,6,0.563,0.028,0.305,0.001,0,0,0,3
BVR,50,2018-06-28 00:00:00,9,11.01,1.776,10.633,1.758,0,0,0,0
BVR,50,2018-06-28 00:00:00,11,21.1,2.03,16.764,1.798,0,0,0,0
BVR,50,2018-07-05 00:00:00,0.1,0.475,0.019,0.265,0.001,0,0,0,3
BVR,50,2018-07-05 00:00:00,3,0.471,0.025,0.208,0.003,0,0,0,0
BVR,50,2018-07-05 00:00:00,6,0.683,0.431,0.272,0.439,0,0,0,0
BVR,50,2018-07-05 00:00:00,9,8.359,1.447,8.334,1.45,0,0,0,0
BVR,50,2018-07-05 00:00:00,11,13.311,1.767,12.502,1.691,0,0,0,0
BVR,50,2018-08-02 00:00:00,0.1,0.512,0.015,0.232,0.001,0,0,0,3
BVR,50,2018-08-02 00:00:00,3,0.488,0.02,0.181,0.002,0,0,0,0
BVR,50,2018-08-02 00:00:00,6,1.514,0.808,1.171,0.81,0,0,0,0
BVR,50,2018-08-02 00:00:00,9,13.291,1.884,13.21,1.844,0,0,0,0
BVR,50,2018-08-02 00:00:00,11,18.279,2.104,17.155,2.068,0,0,0,0
BVR,50,2019-08-09 00:00:00,0.1,0.347,0.016,0.173,0.001,0,0,0,3
BVR,50,2019-08-09 00:00:00,3,0.324,0.018,0.175,0.005,0,0,0,0
BVR,50,2019-08-09 00:00:00,6,2.028,0.952,1.774,0.924,0,0,0,0
BVR,50,2019-08-09 00:00:00,9,12.469,1.766,12.189,1.74,0,0,0,0
BVR,50,2019-08-09 00:00:00,11,22.598,2.198,22.706,2.207,0,0,0,0
BVR,50,2018-07-19 00:00:00,0.1,0.673,0.027,0.535,0.01,0,0,0,0
BVR,50,2018-07-19 00:00:00,3,0.562,0.032,0.33,0.019,0,0,0,0
BVR,50,2018-07-19 00:00:00,6,1.258,0.584,0.545,0.01,0,0,0,0
BVR,50,2018-07-19 00:00:00,9,14.562,2.011,14.427,1.989,0,0,0,0
BVR,50,2018-07-19 00:00:00,11,16.104,1.932,16.037,1.947,0,0,0,0
BVR,50,2018-08-16 00:00:00,0.1,0.348,0.017,0.086,0.001,0,0,0,3
BVR,50,2018-08-16 00:00:00,3,0.419,0.03,0.079,0.008,0,0,0,0
BVR,50,2018-08-16 00:00:00,6,3.216,1.35,2.966,1.335,0,0,0,0
BVR,50,2018-08-16 00:00:00,9,18.338,2.073,17.379,2.011,0,0,0,0
BVR,50,2018-08-24 00:00:00,0.1,0.456,0.036,0.16,0.001,0,0,0,3
BVR,50,2018-08-24 00:00:00,3,0.48,0.046,0.111,0.002,0,0,0,0
BVR,50,2018-08-24 00:00:00,6,4.972,1.597,4.799,1.584,0,0,0,0
BVR,50,2018-08-24 00:00:00,9,22.669,2.133,22.243,2.097,0,0,0,0
BVR,50,2018-10-05 00:00:00,0.1,0.397,0.021,0.123,0.001,0,0,0,3
BVR,50,2018-10-05 00:00:00,3,0.419,0.025,0.125,0.004,0,0,0,0
BVR,50,2018-10-05 00:00:00,6,3.001,2.43,2.647,2.418,0,0,0,0
BVR,50,2018-10-05 00:00:00,9,19.829,1.967,19.391,1.947,0,0,0,0
BVR,50,2018-10-05 00:00:00,11,38.867,2.45,38.236,2.419,0,0,0,0
BVR,50,2018-10-19 00:00:00,0.1,0.75,0.175,0.183,0.065,0,0,0,0
BVR,50,2018-10-19 00:00:00,3,0.754,0.179,0.248,0.062,0,0,0,0
BVR,50,2018-10-19 00:00:00,6,0.829,0.21,0.236,0.099,0,0,0,0
BVR,50,2018-10-19 00:00:00,9,27.772,2.32,26.714,2.268,0,0,0,0
BVR,50,2018-09-21 00:00:00,0.1,0.544,0.025,0.199,0.002,0,0,0,0
BVR,50,2018-09-21 00:00:00,3,0.578,0.03,0.194,0.001,0,0,0,3
BVR,50,2018-09-21 00:00:00,6,5.012,1.952,4.017,1.941,0,0,0,0
BVR,50,2018-09-21 00:00:00,9,22.402,1.966,21.808,1.967,0,0,0,0
BVR,50,2018-09-07 00:00:00,0.1,0.482,0.024,0.272,0.001,0,0,0,3
BVR,50,2018-09-07 00:00:00,3,0.522,0.031,0.093,0.005,0,0,0,0
BVR,50,2018-09-07 00:00:00,6,4.05,1.691,2.136,1.658,0,0,0,0
BVR,50,2018-09-07 00:00:00,9,16.497,1.864,16.525,1.846,0,0,0,0
FCR,50,2018-01-15 00:00:00,9.8,,,,,1,1,1,1
FCR,50,2018-01-15 00:00:00,0.1,0.6,0.077,0.119,0.057,0,0,0,0
FCR,50,2018-01-15 00:00:00,1.6,0.612,0.078,0.128,0.061,0,0,0,0
FCR,50,2018-01-15 00:00:00,3.8,0.648,0.088,0.146,0.055,0,0,0,0
FCR,50,2018-01-15 00:00:00,5,0.506,0.064,0.124,0.052,0,0,0,0
FCR,50,2018-01-15 00:00:00,6.2,0.684,0.088,0.136,0.062,0,0,0,0
FCR,50,2018-01-15 00:00:00,8,0.605,0.14,0.137,0.059,0,0,0,0
FCR,50,2018-01-15 00:00:00,9,0.604,0.079,0.123,0.068,0,0,0,0
FCR,50,2018-02-19 00:00:00,9.8,,,,,1,1,1,1
FCR,50,2018-02-19 00:00:00,0.1,0.601,0.055,0.152,0.026,0,0,0,0
FCR,50,2018-02-19 00:00:00,1.6,0.479,0.044,0.183,0.026,0,0,0,0
FCR,50,2018-02-19 00:00:00,3.8,0.602,0.054,0.284,0.037,0,0,0,0
FCR,50,2018-02-19 00:00:00,5,0.59,0.052,0.166,0.025,0,0,0,0
FCR,50,2018-02-19 00:00:00,6.2,0.701,0.068,0.198,0.028,0,0,0,0
FCR,50,2018-02-19 00:00:00,8,0.661,0.071,0.142,0.021,0,0,0,0
FCR,50,2018-02-19 00:00:00,9,0.166,0.026,0.676,0.066,0,0,0,0
FCR,50,2018-03-19 00:00:00,9.8,,,,,1,1,1,1
FCR,50,2018-03-19 00:00:00,0.1,0.919,0.068,0.284,0.012,0,0,0,0
FCR,50,2018-03-19 00:00:00,1.6,0.897,0.084,0.27,0.005,0,0,0,0
FCR,50,2018-03-19 00:00:00,3.8,0.998,0.084,0.366,0.004,0,0,0,0
FCR,50,2018-03-19 00:00:00,5,0.911,0.083,0.308,0.003,0,0,0,0
FCR,50,2018-03-19 00:00:00,6.2,0.796,0.06,0.23,0.003,0,0,0,0
FCR,50,2018-03-19 00:00:00,8,0.845,0.069,0.254,0.003,0,0,0,0
FCR,50,2018-03-19 00:00:00,9,0.767,0.063,0.259,0.002,0,0,0,0
FCR,50,2018-04-04 00:00:00,9.8,,,,,1,1,1,1
FCR,50,2018-04-04 00:00:00,0.1,0.929,0.054,0.344,0.007,0,0,0,0
FCR,50,2018-04-04 00:00:00,1.6,0.931,0.055,0.263,0.006,0,0,0,0
FCR,50,2018-04-04 00:00:00,3.8,0.771,0.055,0.347,0.003,0,0,0,0
FCR,50,2018-04-04 00:00:00,5,0.863,0.058,0.286,0.002,0,0,0,0
FCR,50,2018-04-04 00:00:00,6.2,0.811,0.049,0.304,0.002,0,0,0,0
FCR,50,2018-04-04 00:00:00,8,0.897,0.059,0.319,0.004,0,0,0,0
FCR,50,2018-04-04 00:00:00,9,0.857,0.058,0.232,0.002,0,0,0,0
FCR,50,2018-04-23 00:00:00,9.8,,,,,1,1,1,1
FCR,50,2018-04-23 00:00:00,0.1,0.521,0.023,0.176,0.006,0,0,0,0
FCR,50,2018-04-23 00:00:00,1.6,0.633,0.025,0.189,0.004,0,0,0,0
FCR,50,2018-04-23 00:00:00,3.8,0.66,0.028,0.172,0.005,0,0,0,0
FCR,50,2018-04-23 00:00:00,5,0.724,0.079,0.217,0.01,0,0,0,0
FCR,50,2018-04-23 00:00:00,6.2,0.711,0.109,0.148,0.011,0,0,0,0
FCR,50,2018-04-23 00:00:00,8,0.724,0.12,0.192,0.014,0,0,0,0
FCR,50,2018-04-23 00:00:00,9,0.77,0.128,0.169,0.013,0,0,0,0
FCR,50,2018-05-07 00:00:00,9.8,,,,,1,1,1,1
FCR,50,2018-05-07 00:00:00,0.1,0.536,0.024,0.17,0.008,0,0,0,0
FCR,50,2018-05-07 00:00:00,1.6,0.433,0.019,0.189,0.008,0,0,0,0
FCR,50,2018-05-07 00:00:00,3.8,0.512,0.022,0.179,0.005,0,0,0,0
FCR,50,2018-05-07 00:00:00,5,0.46,0.036,0.199,0.012,0,0,0,0
FCR,50,2018-05-07 00:00:00,6.2,0.471,0.049,0.166,0.015,0,0,0,0
FCR,50,2018-05-07 00:00:00,8,0.445,0.059,0.175,0.02,0,0,0,0
FCR,50,2018-05-07 00:00:00,9,0.757,0.114,0.228,0.022,0,0,0,0
FCR,50,2018-05-14 00:00:00,0.1,0.404,0.021,0.164,0.007,0,0,0,0
FCR,50,2018-05-14 00:00:00,1.6,,,0.263,0.006,1,1,0,0
FCR,50,2018-05-14 00:00:00,3.8,0.574,0.03,0.191,0.009,0,0,0,0
FCR,50,2018-05-14 00:00:00,5,0.431,0.057,0.137,0.04,0,0,0,0
FCR,50,2018-05-14 00:00:00,6.2,0.527,0.098,0.205,0.085,0,0,0,0
FCR,50,2018-05-14 00:00:00,8,0.667,0.132,0.18,0.061,0,0,0,0
FCR,50,2018-05-14 00:00:00,9,0.839,0.134,0.16,0.089,0,0,0,0
FCR,50,2018-05-14 00:00:00,9.8,1.706,0.193,0.212,0.125,0,0,0,0
FCR,50,2018-05-21 00:00:00,0.1,0.678,0.039,0.236,0.005,0,0,0,0
FCR,50,2018-05-21 00:00:00,1.6,,,0.265,0.006,1,1,0,0
FCR,50,2018-05-21 00:00:00,3.8,0.532,0.028,0.235,0.006,0,0,0,0
FCR,50,2018-05-21 00:00:00,5,0.574,0.085,0.205,0.077,0,0,0,0
FCR,50,2018-05-21 00:00:00,6.2,0.535,0.156,0.17,0.102,0,0,0,0
FCR,50,2018-05-21 00:00:00,8,0.394,0.134,0.19,0.133,0,0,0,0
FCR,50,2018-05-21 00:00:00,9,0.64,0.19,0.238,0.168,0,0,0,0
FCR,50,2018-05-21 00:00:00,9.8,1.774,0.371,0.265,0.189,0,0,0,0
FCR,50,2018-05-23 00:00:00,0.1,0.721,0.027,0.211,0.005,0,0,0,0
FCR,50,2018-05-23 00:00:00,1.6,0.522,0.018,0.196,0.003,0,0,0,0
FCR,50,2018-05-23 00:00:00,3.8,0.7,0.025,0.274,0.003,0,0,0,0
FCR,50,2018-05-23 00:00:00,5,0.746,0.044,0.223,0.003,0,0,0,0
FCR,50,2018-05-23 00:00:00,6.2,0.729,0.061,0.153,0.003,0,0,0,0
FCR,50,2018-05-23 00:00:00,8,1.054,0.112,0.158,0.012,0,0,0,0
FCR,50,2018-05-23 00:00:00,9,0.953,0.151,0.225,0.078,0,0,0,0
