Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
FCR,50,2015-07-27 00:00:00,3.8,0.367,0.00955,0.03647,0.00564,0,0,0,0
FCR,50,2015-07-27 00:00:00,5,4.32,0.778,2.017,0.778,0,0,0,0
FCR,50,2015-07-27 00:00:00,6.2,4.234,1.487,1.483,1.416,0,0,0,0
FCR,50,2015-07-27 00:00:00,8,3.434,1.769,0.1572,1.603,0,0,0,0
FCR,50,2015-07-27 00:00:00,9,3.346,1.846,0.03524,1.63,0,0,0,0
FCR,50,2015-08-03 00:00:00,0.1,0.4039,0.0175,0.1471,0.00389,0,0,0,0
FCR,50,2015-08-03 00:00:00,1.6,0.3826,0.01673,0.1495,0.0022,0,0,0,0
FCR,50,2015-08-03 00:00:00,3.8,0.5014,0.01997,0.1014,0.00187,0,0,0,0
FCR,50,2015-08-03 00:00:00,5,3.792,0.8942,1.138,0.6232,0,0,0,0
FCR,50,2015-08-03 00:00:00,6.2,2.391,0.8521,0.7732,0.8521,0,0,0,0
FCR,50,2015-08-03 00:00:00,8,2.535,1.517,0.5063,1.486,0,0,0,0
FCR,50,2015-08-03 00:00:00,9,3.211,1.9,0.5631,1.693,0,0,0,0
FCR,50,2015-08-10 00:00:00,0.1,0.3829,0.01707,0.09923,0.00059,0,0,0,0
FCR,50,2015-08-10 00:00:00,1.6,0.3848,0.01687,0.09219,0.00055,0,0,0,0
FCR,50,2015-08-10 00:00:00,3.8,0.4592,0.02571,0.05927,0.00085,0,0,0,0
FCR,50,2015-08-10 00:00:00,5,2.273,0.9423,0.8251,0.845,0,0,0,0
FCR,50,2015-08-10 00:00:00,6.2,2.145,1.285,0.4045,1.212,0,0,0,0
FCR,50,2015-08-10 00:00:00,8,2.823,1.852,0.4455,1.667,0,0,0,0
FCR,50,2015-08-10 00:00:00,9,2.788,1.909,0.4239,1.827,0,0,0,0
FCR,50,2015-08-17 00:00:00,0.1,0.3084,0.01309,0.08507,0.00165,0,0,0,0
FCR,50,2015-08-17 00:00:00,1.6,0.3156,0.0135,0.08477,0.00064,0,0,0,0
FCR,50,2015-08-17 00:00:00,3.8,0.4031,0.04072,0.05556,0.02996,0,0,0,0
FCR,50,2015-08-17 00:00:00,5,1.271,0.5623,0.4022,0.5623,0,0,0,0
FCR,50,2015-08-17 00:00:00,6.2,2.258,0.9666,0.4231,0.9352,0,0,0,0
FCR,50,2015-08-17 00:00:00,8,2.699,1.802,0.3283,1.699,0,0,0,0
FCR,50,2015-08-17 00:00:00,9,2.795,1.969,0.2582,1.836,0,0,0,0
FCR,50,2015-08-24 00:00:00,0.1,0.3551,0.01477,0.09903,0.00172,0,0,0,0
FCR,50,2015-08-24 00:00:00,1.6,0.3625,0.01729,0.09076,0.00178,0,0,0,0
FCR,50,2015-08-24 00:00:00,3.8,0.7479,0.4568,0.1376,0.4135,0,0,0,0
FCR,50,2015-08-24 00:00:00,5,4.847,1.202,0.65,1.202,0,0,0,0
FCR,50,2015-08-24 00:00:00,6.2,2.915,1.637,0.2619,1.529,0,0,0,0
FCR,50,2015-08-24 00:00:00,8,2.277,1.222,0.211,1.146,0,0,0,0
FCR,50,2015-08-24 00:00:00,9,2.953,2.001,0.1524,1.909,0,0,0,0
FCR,50,2015-08-31 00:00:00,0.1,0.3438,0.01947,0.1047,0.00064,0,0,0,0
FCR,50,2015-08-31 00:00:00,1.6,0.3413,0.01903,0.1055,0.00047,0,0,0,0
FCR,50,2015-08-31 00:00:00,3.8,0.4632,0.1139,0.02225,0.05795,0,0,0,0
FCR,50,2015-08-31 00:00:00,5,5.736,1.561,1.386,1.561,0,0,0,0
FCR,50,2015-08-31 00:00:00,6.2,2.677,1.37,0.2971,1.37,0,0,0,0
FCR,50,2015-08-31 00:00:00,8,2.645,1.994,0.08022,1.951,0,0,0,0
FCR,50,2015-08-31 00:00:00,9,2.624,2.013,0.07453,1.936,0,0,0,0
FCR,50,2015-09-07 00:00:00,0.1,0.3593,0.01488,0.1223,0.00385,0,0,0,0
FCR,50,2015-09-07 00:00:00,1.6,0.3588,0.013,0.1144,0.00183,0,0,0,0
FCR,50,2015-09-07 00:00:00,3.8,0.4797,0.1082,0.09475,0.07522,0,0,0,0
FCR,50,2015-09-07 00:00:00,5,2.572,0.9739,0.3987,0.812,0,0,0,0
FCR,50,2015-09-07 00:00:00,6.2,2.125,1.102,0.1719,1.012,0,0,0,0
FCR,50,2015-09-07 00:00:00,8,2.511,1.797,0.1076,1.675,0,0,0,0
FCR,50,2015-09-07 00:00:00,9,2.533,1.941,0.06868,1.821,0,0,0,0
FCR,50,2015-09-14 00:00:00,0.1,0.6101,0.1892,0.108,0.01006,0,0,0,0
FCR,50,2015-09-14 00:00:00,1.6,0.6013,0.1752,0.1047,0.00554,0,0,0,0
FCR,50,2015-09-14 00:00:00,3.8,0.5697,0.1483,0.1078,0.00206,0,0,0,0
FCR,50,2015-09-14 00:00:00,5,3.521,1.217,0.7671,1.217,0,0,0,0
FCR,50,2015-09-14 00:00:00,6.2,2.675,1.835,0.1426,1.794,0,0,0,0
FCR,50,2015-09-14 00:00:00,8,2.423,1.987,0.04898,1.801,0,0,0,0
FCR,50,2015-09-14 00:00:00,9,2.361,2.086,0.04497,1.873,0,0,0,0
FCR,50,2015-09-21 00:00:00,0.1,0.3125,0.03678,0.04417,0.00304,0,0,0,0
FCR,50,2015-09-21 00:00:00,1.6,0.3079,0.03246,0.04176,0.00087,0,0,0,0
FCR,50,2015-09-21 00:00:00,3.8,0.3183,0.0339,0.04341,0.00081,0,0,0,0
FCR,50,2015-09-21 00:00:00,5,1.183,1.746,0.1517,1.699,0,0,0,0
FCR,50,2015-09-21 00:00:00,6.2,2.551,1.959,0.1859,1.824,0,0,0,0
FCR,50,2015-09-21 00:00:00,8,2.147,1.831,0.09978,1.682,0,0,0,0
FCR,50,2015-09-21 00:00:00,9,1.907,2.054,0.02458,1.896,0,0,0,0
FCR,50,2015-09-28 00:00:00,0.1,0.2782,0.1202,0.05707,0.00526,0,0,0,0
FCR,50,2015-09-28 00:00:00,1.6,0.28,0.1224,0.05773,0.00132,0,0,0,0
FCR,50,2015-09-28 00:00:00,3.8,0.3268,0.1409,0.06418,0.00124,0,0,0,0
FCR,50,2015-09-28 00:00:00,5,0.7206,0.4929,0.1525,0.2115,0,0,0,0
FCR,50,2015-09-28 00:00:00,6.2,1.529,1.026,0.1516,1.026,0,0,0,0
FCR,50,2015-09-28 00:00:00,8,1.781,2.088,0.01115,2.066,0,0,0,0
FCR,50,2015-09-28 00:00:00,9,1.784,1.861,0.07016,1.809,0,0,0,0
FCR,50,2015-10-05 00:00:00,0.1,0.3384,0.117,0.07251,0.01006,0,0,0,0
FCR,50,2015-10-05 00:00:00,1.6,0.3278,0.1091,0.06978,0.00385,0,0,0,0
FCR,50,2015-10-05 00:00:00,3.8,0.3407,0.1114,0.073,0.00319,0,0,0,0
FCR,50,2015-10-05 00:00:00,5,0.3285,0.1081,0.07309,0.0032,0,0,0,0
FCR,50,2015-10-05 00:00:00,6.2,0.3268,0.1061,0.07098,0.00318,0,0,0,0
FCR,50,2015-10-05 00:00:00,8,0.4033,0.1332,0.08745,0.01493,0,0,0,0
FCR,50,2015-10-05 00:00:00,9,0.3857,0.1298,0.08049,0.01301,0,0,0,0
FCR,50,2015-10-19 00:00:00,0.1,0.3267,0.06237,0.108,0.01851,0,0,0,0
FCR,50,2015-10-19 00:00:00,1.6,0.3279,0.06131,0.1042,0.01825,0,0,0,0
FCR,50,2015-10-19 00:00:00,3.8,0.3339,0.06188,0.1089,0.01809,0,0,0,0
FCR,50,2015-10-19 00:00:00,5,0.3329,0.06158,0.1078,0.01999,0,0,0,0
FCR,50,2015-10-19 00:00:00,6.2,0.3593,0.0607,0.1119,0.02253,0,0,0,0
FCR,50,2015-10-19 00:00:00,8,0.3638,0.05976,0.116,0.02342,0,0,0,0
FCR,50,2015-10-19 00:00:00,9,0.369,0.05971,0.1186,0.02404,0,0,0,0
FCR,50,2015-11-09 00:00:00,0.1,0.3843,0.02269,0.06515,0.00219,0,0,0,0
FCR,50,2015-11-09 00:00:00,1.6,0.3851,0.02263,0.06962,0.00191,0,0,0,0
FCR,50,2015-11-09 00:00:00,3.8,0.3846,0.02364,0.06416,0.00177,0,0,0,0
FCR,50,2015-11-09 00:00:00,5,0.408,0.0383,0.05107,0.00325,0,0,0,0
FCR,50,2015-11-09 00:00:00,6.2,0.4144,0.04994,0.08085,0.00755,0,0,0,0
FCR,50,2015-11-09 00:00:00,8,0.445,0.07542,0.07754,0.01412,0,0,0,0
FCR,50,2015-11-09 00:00:00,9,0.4617,0.08046,0.08777,0.01744,0,0,0,0
FCR,50,2015-12-07 00:00:00,0.1,0.4612,0.02438,0.1197,0.00342,0,0,0,0
FCR,50,2015-12-07 00:00:00,1.6,0.4624,0.02528,0.1214,0.00231,0,0,0,0
FCR,50,2015-12-07 00:00:00,3.8,0.4659,0.0252,0.2152,0.0019,0,0,0,0
FCR,50,2015-12-07 00:00:00,5,0.4738,0.02562,0.2162,0.00198,0,0,0,0
FCR,50,2015-12-07 00:00:00,6.2,0.4592,0.02493,0.1296,0.00358,0,0,0,0
FCR,50,2015-12-07 00:00:00,8,0.4644,0.02515,0.1254,0.00276,0,0,0,0
FCR,50,2015-12-07 00:00:00,9,0.4688,0.02541,0.1229,0.00242,0,0,0,0
FCR,50,2016-03-30 00:00:00,0.1,0.204702,0.080291,0.013713,0.002982,0,0,0,0
FCR,50,2016-03-30 00:00:00,1.6,0.229922,0.059744,0.014698,0.001868,0,0,0,0
FCR,50,2016-03-30 00:00:00,3.8,0.214883,0.058844,0.014669,0.001733,0,0,0,0
FCR,50,2016-03-30 00:00:00,5,0.290129,0.057858,0.018659,0.002291,0,0,0,0
FCR,50,2016-03-30 00:00:00,6.2,0.298997,0.070399,0.024861,0.005901,0,0,0,0
FCR,50,2016-03-30 00:00:00,8,0.382473,0.123538,0.045939,0.021369,0,0,0,0
FCR,50,2016-03-30 00:00:00,9,0.548329,0.260796,0.077235,0.047316,0,0,0,0
FCR,50,2016-04-11 00:00:00,0.1,0.198577,0.065111,0.016716,0.001944,0,0,0,0
FCR,50,2016-04-11 00:00:00,1.6,0.200755,0.066757,0.01662,0.001427,0,0,0,0
FCR,50,2016-04-11 00:00:00,3.8,0.236091,0.102543,0.021287,0.001183,0,0,0,0
FCR,50,2016-04-11 00:00:00,5,0.249242,0.082853,0.025877,0.002803,0,0,0,0
FCR,50,2016-04-11 00:00:00,6.2,0.25895,0.092315,0.042287,0.015474,0,0,0,0
FCR,50,2016-04-11 00:00:00,8,0.402893,0.189956,0.095335,0.070998,0,0,0,0
FCR,50,2016-04-11 00:00:00,9,1.050278,0.51755,0.268308,0.201577,0,0,0,0
FCR,50,2016-04-18 00:00:00,0.1,0.204583,0.104558,0.017227,0.013907,0,0,0,0
FCR,50,2016-04-18 00:00:00,1.6,0.192828,0.090032,0.01654,0.012751,0,0,0,0
FCR,50,2016-04-18 00:00:00,3.8,0.202479,0.079241,0.015364,0.008412,0,0,0,0
FCR,50,2016-04-18 00:00:00,5,0.198844,0.065536,0.016363,0.007784,0,0,0,0
FCR,50,2016-04-18 00:00:00,6.2,0.235131,0.065511,0.032588,0.006085,0,0,0,0
FCR,50,2016-04-18 00:00:00,8,0.547087,0.188873,0.146519,0.084323,0,0,0,0
FCR,50,2016-04-18 00:00:00,9,1.014461,0.470921,0.249576,0.199906,0,0,0,0
FCR,50,2016-05-09 00:00:00,0.1,0.311402,0.114624,0.013817,0.002029,0,0,0,0
FCR,50,2016-05-09 00:00:00,1.6,0.306043,0.116796,0.014056,0.001421,0,0,0,0
FCR,50,2016-05-09 00:00:00,3.8,0.369627,0.118401,0.015265,0.0017,0,0,0,0
FCR,50,2016-05-09 00:00:00,5,0.259437,0.08725,0.035918,0.00195,0,0,0,0
FCR,50,2016-05-09 00:00:00,6.2,0.323519,0.087943,0.110178,0.05939,0,0,0,0
FCR,50,2016-05-09 00:00:00,8,0.345461,0.091659,0.104276,0.051483,0,0,0,0
FCR,50,2016-05-09 00:00:00,9,0.364175,0.082653,0.116001,0.066255,0,0,0,0
FCR,50,2016-05-16 00:00:00,0.1,0.290683,0.102576,0.014395,0.003192,0,0,0,0
FCR,50,2016-05-16 00:00:00,1.6,0.288642,0.084827,0.013568,0.002296,0,0,0,0
FCR,50,2016-05-16 00:00:00,3.8,0.318755,0.188655,0.015731,0.006774,0,0,0,0
FCR,50,2016-05-16 00:00:00,5,0.358053,0.05615,0.049855,0.002523,0,0,0,0
FCR,50,2016-05-16 00:00:00,6.2,0.292259,0.050418,0.065753,0.019867,0,0,0,0
FCR,50,2016-05-16 00:00:00,8,0.274409,0.032737,0.119657,0.048623,0,0,0,0
FCR,50,2016-05-16 00:00:00,9,0.286497,0.02758,0.120266,0.048959,0,0,0,0
FCR,50,2016-05-23 00:00:00,0.1,0.215,0.017,0.043,0.004,0,0,0,0
FCR,50,2016-05-23 00:00:00,1.6,0.215,0.015,0.029,0.002,0,0,0,0
FCR,50,2016-05-23 00:00:00,3.8,0.296,0.017,0.04,0.002,0,0,0,0
FCR,50,2016-05-23 00:00:00,5.0,0.373,0.042,0.01,0.002,0,0,0,0
FCR,50,2016-05-23 00:00:00,6.2,0.278,0.062,0.012,0.022,0,0,0,0
FCR,50,2016-05-23 00:00:00,8.0,0.264,0.109,0.009,0.05,0,0,0,0
FCR,50,2016-05-23 00:00:00,9.0,0.298,0.126,0.01,0.049,0,0,0,0
FCR,50,2016-05-30 08:00:00,0.1,0.199,0.019,0.028,0.005,0,0,0,0
FCR,50,2016-05-30 08:00:00,1.6,0.195,0.018,0.021,0.002,0,0,0,0
FCR,50,2016-05-30 08:00:00,3.8,0.239,0.012,0.004,0.001,0,0,3,3
FCR,50,2016-05-30 08:00:00,5.0,0.262,0.025,0.004,0.002,0,0,3,0
FCR,50,2016-05-30 08:00:00,6.2,0.228,0.081,0.004,0.015,0,0,3,0
FCR,50,2016-05-30 08:00:00,8.0,1.021,0.188,0.004,0.023,0,0,3,0
FCR,50,2016-05-30 08:00:00,9.0,0.242,0.117,0.004,0.028,0,0,3,0
FCR,50,2016-05-30 16:00:00,0.1,0.202,0.018,0.024,0.006,0,0,0,0
FCR,50,2016-05-30 16:00:00,1.6,0.214,0.026,0.004,0.006,0,0,3,0
FCR,50,2016-05-30 16:00:00,3.8,0.223,0.025,0.004,0.002,0,0,3,0
FCR,50,2016-05-30 16:00:00,5.0,1.087,0.161,0.004,0.005,0,0,3,0
FCR,50,2016-05-30 16:00:00,6.2,0.252,0.037,0.004,0.004,0,0,3,0
FCR,50,2016-05-30 16:00:00,8.0,0.235,0.105,0.004,0.022,0,0,3,0
FCR,50,2016-05-30 16:00:00,9.0,0.512,0.205,0.004,0.026,0,0,3,0
FCR,50,2016-05-31 00:00:00,0.1,0.203,0.02,0.028,0.001,0,0,0,3
FCR,50,2016-05-31 00:00:00,1.6,0.204,0.027,0.011,0.001,0,0,0,3
FCR,50,2016-05-31 00:00:00,3.8,0.202,0.028,0.004,0.001,0,0,3,3
FCR,50,2016-05-31 00:00:00,5.0,0.25,0.037,0.004,0.001,0,0,3,3
FCR,50,2016-05-31 00:00:00,6.2,0.271,0.054,0.004,0.006,0,0,3,0
FCR,50,2016-05-31 00:00:00,8.0,0.244,0.115,0.004,0.026,0,0,3,0
FCR,50,2016-05-31 00:00:00,9.0,0.236,0.114,0.004,0.03,0,0,3,0
FCR,50,2016-06-06 00:00:00,0.1,0.274,0.024,0.057,0.003,0,0,0,0
FCR,50,2016-06-06 00:00:00,1.6,0.259,0.026,0.032,0.001,0,0,0,3
FCR,50,2016-06-06 00:00:00,3.8,0.236,0.028,0.004,0.001,0,0,3,3
FCR,50,2016-06-06 00:00:00,5.0,0.325,0.042,0.004,0.001,0,0,3,3
FCR,50,2016-06-06 00:00:00,6.2,0.401,0.186,0.004,0.035,0,0,3,0
FCR,50,2016-06-06 00:00:00,8.0,0.349,0.135,0.004,0.03,0,0,3,0
FCR,50,2016-06-06 00:00:00,9.0,0.766,0.366,0.004,0.033,0,0,3,0
FCR,50,2016-06-13 00:00:00,0.1,0.225,0.013,0.037,0.001,0,0,0,3
FCR,50,2016-06-13 00:00:00,1.6,0.222,0.013,0.05,0.001,0,0,0,3
FCR,50,2016-06-13 00:00:00,3.8,0.184,0.013,0.022,0.001,0,0,0,3
FCR,50,2016-06-13 00:00:00,5.0,0.216,0.017,0.005,0.002,0,0,0,0
FCR,50,2016-06-13 00:00:00,6.2,0.218,0.15,0.008,0.07,0,0,0,0
FCR,50,2016-06-13 00:00:00,8.0,0.196,0.164,0.004,0.076,0,0,3,0
FCR,50,2016-06-13 00:00:00,9.0,0.435,0.258,0.004,0.075,0,0,3,0
FCR,50,2016-06-20 00:00:00,0.1,0.311,0.019,0.099,0.004,0,0,0,0
FCR,50,2016-06-20 00:00:00,1.6,0.303,0.017,0.072,0.002,0,0,0,0
FCR,50,2016-06-20 00:00:00,3.8,0.22,0.014,0.029,0.001,0,0,0,3
FCR,50,2016-06-20 00:00:00,5.0,0.194,0.031,0.004,0.003,0,0,3,0
FCR,50,2016-06-20 00:00:00,6.2,0.229,0.161,0.004,0.066,0,0,3,0
FCR,50,2016-06-20 00:00:00,8.0,0.201,0.234,0.004,0.122,0,0,3,0
FCR,50,2016-06-20 00:00:00,9.0,0.172,0.268,0.004,0.151,0,0,3,0
FCR,50,2016-06-27 00:00:00,0.1,0.233,0.019,0.016,0.006,0,0,0,0
FCR,50,2016-06-27 00:00:00,1.6,0.234,0.015,0.04,0.001,0,0,0,3
FCR,50,2016-06-27 00:00:00,3.8,0.198,0.02,0.023,0.001,0,0,0,3
FCR,50,2016-06-27 00:00:00,5.0,0.284,0.034,0.004,0.009,0,0,3,0
FCR,50,2016-06-27 00:00:00,6.2,0.274,0.458,0.004,0.342,0,0,3,0
FCR,50,2016-06-27 00:00:00,8.0,0.281,0.376,0.004,0.282,0,0,3,0
FCR,50,2016-06-27 00:00:00,9.0,0.252,0.451,0.004,0.338,0,0,3,0
FCR,50,2016-06-30 00:00:00,0.1,0.225,0.033,0.03,0.001,0,0,0,3
FCR,50,2016-06-30 00:00:00,1.6,0.222,0.041,0.017,0.001,0,0,0,3
FCR,50,2016-06-30 00:00:00,3.8,0.243,0.063,0.004,0.001,0,0,3,3
FCR,50,2016-06-30 00:00:00,5.0,0.259,0.105,0.004,0.002,0,0,3,0
FCR,50,2016-06-30 00:00:00,6.2,0.672,0.256,0.004,0.049,0,0,3,0
FCR,50,2016-06-30 00:00:00,8.0,0.336,0.428,0.004,0.323,0,0,3,0
FCR,50,2016-06-30 00:00:00,9.0,0.534,0.662,0.004,0.417,0,0,3,0
FCR,50,2016-07-05 00:00:00,0.1,0.321,0.025,0.034,0.007,0,0,0,0
FCR,50,2016-07-05 00:00:00,1.6,0.323,0.025,0.122,0.002,0,0,0,0
FCR,50,2016-07-05 00:00:00,3.8,0.292,0.025,0.025,0.002,0,0,0,0
FCR,50,2016-07-05 00:00:00,5.0,0.262,0.038,0.004,0.003,0,0,3,0
FCR,50,2016-07-05 00:00:00,6.2,0.453,0.231,0.007,0.176,0,0,0,0
FCR,50,2016-07-05 00:00:00,8.0,0.355,0.846,0.004,0.716,0,0,3,0
FCR,50,2016-07-05 00:00:00,9.0,0.349,0.758,0.004,0.653,0,0,3,0
FCR,50,2016-07-11 00:00:00,0.1,0.25,0.025,0.024,0.003,0,0,0,0
FCR,50,2016-07-11 00:00:00,1.6,0.246,0.024,0.046,0.001,0,0,0,3
FCR,50,2016-07-11 00:00:00,3.8,0.285,0.02,0.015,0.004,0,0,0,0
FCR,50,2016-07-11 00:00:00,5.0,0.415,0.042,0.006,0.006,0,0,0,0
FCR,50,2016-07-11 00:00:00,6.2,1.323,0.397,0.004,0.329,0,0,3,0
FCR,50,2016-07-11 00:00:00,8.0,0.581,0.855,0.004,0.658,0,0,3,0
FCR,50,2016-07-11 00:00:00,9.0,0.689,1.147,0.004,0.933,0,0,3,0
FCR,50,2016-07-18 00:00:00,0.1,0.279,0.029,0.073,0.002,0,0,0,0
FCR,50,2016-07-18 00:00:00,1.6,0.279,0.028,0.065,0.001,0,0,0,3
FCR,50,2016-07-18 00:00:00,3.8,0.23,0.018,0.018,0.004,0,0,0,0
FCR,50,2016-07-18 00:00:00,5.0,0.645,0.092,0.009,0.031,0,0,0,0
FCR,50,2016-07-18 00:00:00,6.2,2.646,0.798,0.193,0.759,0,0,0,0
FCR,50,2016-07-18 00:00:00,8.0,1.316,1.105,0.024,1.002,0,0,0,0
FCR,50,2016-07-18 00:00:00,9.0,0.886,1.29,0.008,1.154,0,0,0,0
FCR,50,2016-07-25 00:00:00,0.1,0.292,0.026,0.066,0.006,0,0,0,0
FCR,50,2016-07-25 00:00:00,1.6,0.286,0.023,0.067,0.002,0,0,0,0
FCR,50,2016-07-25 00:00:00,3.8,0.323,0.029,0.044,0.004,0,0,0,0
FCR,50,2016-07-25 00:00:00,5.0,0.555,0.131,0.004,0.06,0,0,3,0
FCR,50,2016-07-25 00:00:00,6.2,3.524,1.057,0.024,0.996,0,0,0,0
FCR,50,2016-07-25 00:00:00,8.0,1.187,1.11,0.009,1.011,0,0,0,0
FCR,50,2016-07-25 00:00:00,9.0,1.205,1.026,0.011,0.93,0,0,0,0
FCR,50,2016-08-01 00:00:00,0.1,0.258,0.026,0.044,0.011,0,0,0,0
FCR,50,2016-08-01 00:00:00,1.6,0.25,0.025,0.051,0.011,0,0,0,0
FCR,50,2016-08-01 00:00:00,3.8,0.296,0.036,0.018,0.009,0,0,0,0
FCR,50,2016-08-01 00:00:00,5.0,0.381,0.05,0.013,0.014,0,0,0,0
FCR,50,2016-08-01 00:00:00,6.2,1.57,0.398,0.068,0.295,0,0,0,0
FCR,50,2016-08-01 00:00:00,8.0,1.228,1.052,0.016,0.853,0,0,0,0
FCR,50,2016-08-01 00:00:00,9.0,1.02,1.576,0.01,1.49,0,0,0,0
FCR,50,2016-08-08 00:00:00,0.1,0.317,0.019,0.093,0.008,0,0,0,0
FCR,50,2016-08-08 00:00:00,1.6,0.283,0.019,0.082,0.009,0,0,0,0
FCR,50,2016-08-08 00:00:00,3.8,0.43,0.029,0.058,0.021,0,0,0,0
FCR,50,2016-08-08 00:00:00,5.0,0.808,0.249,0.016,0.227,0,0,0,0
FCR,50,2016-08-08 00:00:00,6.2,1.944,0.523,0.028,0.499,0,0,0,0
FCR,50,2016-08-08 00:00:00,8.0,1.292,0.718,0.015,0.71,0,0,0,0
FCR,50,2016-08-08 00:00:00,9.0,1.017,0.686,0.036,0.639,0,0,0,0
FCR,50,2016-08-15 00:00:00,0.1,0.31,0.017,0.129,0.006,0,0,0,0
FCR,50,2016-08-15 00:00:00,1.6,0.293,0.014,0.137,0.003,0,0,0,0
FCR,50,2016-08-15 00:00:00,3.8,0.122,0.015,0.511,0.035,0,0,0,0
FCR,50,2016-08-15 00:00:00,5.0,1.038,0.472,0.04,0.426,0,0,0,0
FCR,50,2016-08-15 00:00:00,6.2,8.353,1.168,7.37,1.134,0,0,0,0
FCR,50,2016-08-15 00:00:00,8.0,3.493,1.607,1.905,1.498,0,0,0,0
FCR,50,2016-08-15 00:00:00,9.0,1.838,2.04,0.08,1.939,0,0,0,0
FCR,50,2016-08-26 00:00:00,0.1,0.365,0.018,0.073,0.006,0,0,0,0
FCR,50,2016-08-26 00:00:00,1.6,0.361,0.016,0.053,0.003,0,0,0,0
FCR,50,2016-08-26 00:00:00,3.8,0.602,0.046,0.073,0.025,0,0,0,0
FCR,50,2016-08-26 00:00:00,5.0,2.28,0.604,0.172,0.481,0,0,0,0
FCR,50,2016-08-26 00:00:00,6.2,4.913,0.656,4.761,0.915,0,0,0,0
FCR,50,2016-08-26 00:00:00,8.0,1.812,1.939,0.05,1.867,0,0,0,0
FCR,50,2016-08-26 00:00:00,9.0,1.91,2.019,0.037,1.875,0,0,0,0
FCR,50,2016-09-02 00:00:00,0.1,0.35,0.02,0.059,0.002,0,0,0,0
FCR,50,2016-09-02 00:00:00,1.6,0.376,0.021,0.063,0.002,0,0,0,0
FCR,50,2016-09-02 00:00:00,3.8,0.647,0.046,0.011,0.01,0,0,0,0
FCR,50,2016-09-02 00:00:00,5.0,2.406,0.67,0.022,0.658,0,0,0,0
FCR,50,2016-09-02 00:00:00,6.2,8.279,1.029,4.176,1.012,0,0,0,0
FCR,50,2016-09-02 00:00:00,8.0,2.705,1.849,0.99,1.795,0,0,0,0
FCR,50,2016-09-02 00:00:00,9.0,3.043,1.733,0.957,1.665,0,0,0,0
FCR,50,2016-09-09 00:00:00,0.1,0.237,0.016,0.055,0.003,0,0,0,0
FCR,50,2016-09-09 00:00:00,1.6,0.255,0.016,0.073,0.001,0,0,0,3
FCR,50,2016-09-09 00:00:00,3.8,0.324,0.023,0.044,0.002,0,0,0,0
FCR,50,2016-09-09 00:00:00,5.0,0.85,0.662,0.008,0.632,0,0,0,0
FCR,50,2016-09-09 00:00:00,6.2,11.473,1.47,8.6,1.474,0,0,0,0
FCR,50,2016-09-09 00:00:00,8.0,1.527,1.967,0.076,1.879,0,0,0,0
FCR,50,2016-09-09 00:00:00,9.0,1.375,1.935,0.011,1.834,0,0,0,0
FCR,50,2016-09-20 00:00:00,0.1,5.363,0.908,0.091,0.006,0,0,0,0
FCR,50,2016-09-20 00:00:00,1.6,0.85,0.626,0.085,0.003,0,0,0,0
FCR,50,2016-09-20 00:00:00,3.8,0.265,0.027,0.094,0.007,0,0,0,0
FCR,50,2016-09-20 00:00:00,5.0,0.85,0.626,0.089,0.493,0,0,0,0
FCR,50,2016-09-20 00:00:00,6.2,0.275,0.023,3.346,0.877,0,0,0,0
FCR,50,2016-09-20 00:00:00,8.0,2.405,1.984,0.529,1.891,0,0,0,0
FCR,50,2016-09-20 00:00:00,9.0,2.111,1.754,0.431,1.692,0,0,0,0
FCR,50,2016-10-07 00:00:00,0.1,0.34,0.032,0.113,0.008,0,0,0,0
FCR,50,2016-10-07 00:00:00,1.6,0.357,0.03,0.085,0.003,0,0,0,0
FCR,50,2016-10-07 00:00:00,3.8,0.401,0.037,0.119,0.002,0,0,0,0
FCR,50,2016-10-07 00:00:00,5.0,0.413,0.041,0.078,0.003,0,0,0,0
FCR,50,2016-10-07 00:00:00,6.2,0.532,0.06,0.114,0.002,0,0,0,0
FCR,50,2016-10-07 00:00:00,8.0,0.835,0.213,0.111,0.075,0,0,0,0
FCR,50,2016-10-07 00:00:00,9.0,1.076,0.404,0.049,0.279,0,0,0,0
FCR,50,2016-10-14 00:00:00,0.1,0.339,0.03,0.059,0.008,0,0,0,0
FCR,50,2016-10-14 00:00:00,1.6,0.341,0.032,0.07,0.002,0,0,0,0
FCR,50,2016-10-14 00:00:00,3.8,0.379,0.038,0.102,0.002,0,0,0,0
FCR,50,2016-10-14 00:00:00,5.0,0.384,0.041,0.072,0.001,0,0,0,3
FCR,50,2016-10-14 00:00:00,6.2,0.428,0.048,0.075,0.002,0,0,0,0
FCR,50,2016-10-14 00:00:00,8.0,0.443,0.055,0.066,0.002,0,0,0,0
FCR,50,2016-10-14 00:00:00,9.0,0.529,0.066,0.054,0.003,0,0,0,0
BVR,50,2016-04-06 00:00:00,0.1,0.150834,0.02262,0.01667,0.001888,0,0,0,0
BVR,50,2016-04-06 00:00:00,3,0.156877,0.024293,0.017054,0.005508,0,0,0,0
BVR,50,2016-04-06 00:00:00,6,0.209978,0.032913,0.028045,0.001337,0,0,0,0
BVR,50,2016-04-06 00:00:00,9,0.396175,0.067779,0.053576,0.001567,0,0,0,0
