Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
6/20/2019 9:41:51 AM	2.40	0.11	0.79	0.00	0.00	0.00	0.00	0.00	3.30	100.00	0.25	23.73	1272	111	354	0	0	0	0	0	1737	175.84	3.96	1.33	6.74	4.84	3.64	10.80	1.02	38.20	12.14
6/20/2019 9:41:53 AM	1.70	0.28	0.32	0.32	0.00	0.00	0.00	0.30	2.62	100.00	0.44	23.76	901	282	144	9	0	0	0	0	1336	177.07	4.04	3.14	5.73	6.73	6.15	10.33	1.04	38.27	12.16
6/20/2019 9:41:56 AM	1.98	0.33	0.02	0.49	0.00	0.00	0.00	0.31	2.81	100.00	0.64	23.79	1048	326	8	15	0	0	0	0	1398	177.43	4.15	2.79	6.06	7.11	7.27	10.81	1.06	38.36	12.15
6/20/2019 9:41:58 AM	2.53	0.00	0.76	0.05	0.00	0.00	0.00	0.18	3.35	100.00	0.87	23.76	1341	0	343	2	0	0	0	0	1686	176.91	4.10	2.89	4.04	6.64	5.47	12.91	1.08	38.43	12.15
6/20/2019 9:42:00 AM	1.11	0.16	1.46	0.00	0.00	0.00	0.00	0.27	2.72	100.00	1.04	23.76	587	158	656	0	0	0	0	0	1401	176.93	5.44	0.53	4.53	6.85	6.08	11.77	1.10	38.51	12.16
6/20/2019 9:42:03 AM	1.17	0.07	1.28	0.14	0.00	0.00	0.00	0.22	2.66	100.00	1.13	23.77	621	73	575	4	0	0	0	0	1273	176.99	5.20	1.20	4.14	6.36	6.16	11.39	1.11	38.57	12.18
6/20/2019 9:42:05 AM	0.00	0.23	1.92	0.00	0.00	0.00	0.00	0.27	2.16	100.00	1.34	23.76	0	231	866	0	0	0	0	0	1097	175.93	5.99	2.09	5.05	6.22	5.01	10.26	1.13	38.65	12.18
6/20/2019 9:42:08 AM	2.00	0.15	0.45	0.27	0.00	0.00	0.00	0.34	2.86	100.00	1.52	23.76	1059	152	200	8	0	0	0	0	1420	177.45	4.50	0.80	4.53	7.54	7.15	11.88	1.15	38.71	12.20
6/20/2019 9:42:10 AM	0.51	0.09	1.83	0.19	0.00	0.00	0.00	0.20	2.62	100.00	1.75	23.78	270	92	823	6	0	0	0	0	1191	176.77	6.25	1.41	4.33	6.24	6.47	11.75	1.17	38.80	12.20
