Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
10/22/2019 3:09:46 PM	2.73	34.25	3.68	0.00	0.00	0.00	0.00	0.76	40.67	100.00	0.22	16.14	1448	34254	1656	0	0	0	0	0	37358	159.08	35.75	27.22	138.99	36.92	134.53	36.47	1.02	31.25	9.75
10/22/2019 3:09:48 PM	2.17	35.50	3.55	0.00	0.00	0.00	0.00	0.93	41.21	100.00	0.24	15.86	1150	35500	1595	0	0	0	0	0	38245	158.22	36.63	26.91	144.15	38.33	138.07	36.07	1.02	31.32	9.76
10/22/2019 3:09:51 PM	3.97	36.21	3.04	0.00	0.00	0.00	0.00	0.78	43.22	100.00	0.24	15.93	2106	36208	1370	0	0	0	0	0	39683	158.59	36.56	26.76	147.39	38.71	141.46	37.76	1.02	31.38	9.72
10/22/2019 3:09:53 PM	3.57	35.24	3.80	0.00	0.00	0.00	0.00	0.70	42.60	100.00	0.24	16.14	1891	35237	1709	0	0	0	0	0	38836	157.01	37.05	27.11	143.22	38.14	139.13	38.90	1.02	31.43	9.76
10/22/2019 3:09:55 PM	3.37	35.67	4.07	0.00	0.00	0.00	0.00	0.84	43.11	100.00	0.27	16.22	1786	35669	1830	0	0	0	0	0	39285	157.92	38.29	27.10	146.39	39.70	139.65	40.54	1.03	31.49	9.76
10/22/2019 3:09:58 PM	3.91	36.83	4.09	0.28	0.00	0.00	0.00	0.84	45.10	100.00	0.37	16.02	2070	36833	1839	8	0	0	0	0	40749	160.10	39.85	29.06	149.59	41.38	147.21	43.20	1.04	31.56	9.77
10/22/2019 3:10:00 PM	4.51	37.42	4.10	0.00	0.00	0.00	0.00	0.63	46.03	100.00	0.40	16.05	2392	37421	1845	0	0	0	0	0	41658	158.41	39.51	29.00	152.33	40.35	148.19	42.56	1.04	31.61	9.77
10/22/2019 3:10:02 PM	3.05	36.15	4.66	0.00	0.00	0.00	0.00	0.75	43.86	100.00	0.45	16.14	1617	36146	2097	0	0	0	0	0	39861	158.83	39.48	28.78	148.53	39.78	141.57	41.57	1.04	31.61	9.83
10/22/2019 3:10:05 PM	4.71	37.62	4.17	0.00	0.00	0.00	0.00	0.62	46.50	100.00	0.50	16.12	2498	37619	1875	0	0	0	0	0	41992	161.04	39.89	29.24	154.02	40.64	148.32	43.26	1.05	31.67	9.81
10/22/2019 3:10:07 PM	3.33	37.98	4.93	0.00	0.00	0.00	0.00	0.70	46.23	100.00	0.55	16.04	1762	37979	2217	0	0	0	0	0	41959	158.27	41.47	29.97	157.01	41.19	147.71	43.43	1.05	31.72	9.80
10/22/2019 3:10:10 PM	4.49	35.57	0.95	4.15	0.00	0.00	0.00	0.94	45.16	100.00	0.63	15.85	2381	35566	429	125	0	0	0	0	38500	158.00	41.84	29.03	148.44	42.23	152.07	44.88	1.06	31.76	9.81
10/22/2019 3:10:12 PM	3.50	39.38	4.79	0.00	0.00	0.00	0.00	0.76	47.67	100.00	0.69	15.76	1853	39377	2157	0	0	0	0	0	43386	158.05	42.25	30.96	160.30	42.57	155.03	44.17	1.07	31.83	9.83
