711,7/6/2020 13:30,0.0001929,0.95724,0.001435,0.97229,48.915,363.89,0.047135,0.35065
1628,7/6/2020 13:45,0.00026265,0.98081,0.0024107,0.98409,66.604,611.32,0.064181,0.58908
